gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,PSC.56,PSC.52,PSC.54,PSC.61,PSC.64,PSC.73,PSC.76,PSC.81,PSC.59,PSC.57,PSC.69,PSC.67,PSC.71,PSC.75,PSC.78,PSC.83,V2,uniprot_accession,gene_name,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,Entry,Reviewed,Entry.Name,Protein.names,Gene.Names,Organism,Length,Gene.Ontology.biological.process,Gene.Ontology.IDs
g11371,1088.22746,4.676816413,0.819478884,5.707061529,1.15E-08,2.03E-07,50,51,77,0,11,160,505,54,444,698,4506,1945,1695,467,545,1925,sp,Q9QX15,CA3A1_MOUSE,31.737,668,396,20,1,1941,238,866,1.02E-75,267,Q9QX15,reviewed,CA3A1_MOUSE,Calcium-activated chloride channel regulator 3A-1 (EC 3.4.-.-),Clca3a1 Clca1,Mus musculus (Mouse),902,chloride transport [GO:0006821]; proteolysis [GO:0006508],GO:0005229; GO:0005886; GO:0006508; GO:0006821; GO:0008237; GO:0046872
g19541,6698.949595,4.628990545,0.448399563,10.32336097,5.53E-25,8.65E-23,265,627,723,447,1330,1129,534,544,10287,15158,2447,10259,8579,6364,3890,12649,sp,Q9ULZ9,MMP17_HUMAN,37.037,486,289,8,103,1536,47,523,1.07E-92,298,Q9ULZ9,reviewed,MMP17_HUMAN,Matrix metalloproteinase-17 (MMP-17) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 4) (MT-MMP 4) (MTMMP4) (Membrane-type-4 matrix metalloproteinase) (MT4-MMP) (MT4MMP),MMP17 MT4MMP,Homo sapiens (Human),603,collagen catabolic process [GO:0030574]; drinking behavior [GO:0042756]; extracellular matrix organization [GO:0030198]; kidney development [GO:0001822]; proteolysis [GO:0006508],GO:0001822; GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0008047; GO:0008270; GO:0030198; GO:0030574; GO:0031012; GO:0042756; GO:0070006; GO:0098552
g22159,40182.04006,4.60738368,0.770580143,5.979110314,2.24E-09,4.60E-08,3446,1270,6522,906,5100,6626,2081,9707,21615,150062,4638,15113,5476,53506,6667,76250,sp,Q99PW6,MMP24_RAT,35.095,473,239,16,148,1401,83,542,2.27E-77,257,Q99PW6,reviewed,MMP24_RAT,Matrix metalloproteinase-24 (MMP-24) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 5) (MT-MMP 5) (MTMMP5) (Membrane-type-5 matrix metalloproteinase) (MT5-MMP) (MT5MMP) [Cleaved into: Processed matrix metalloproteinase-24],Mmp24 Mt5mmp,Rattus norvegicus (Rat),618,cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell adhesion via plasma-membrane adhesion molecules [GO:0098742]; collagen catabolic process [GO:0030574]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; extracellular matrix organization [GO:0030198]; glial cell differentiation [GO:0010001]; neuronal stem cell population maintenance [GO:0097150]; proteolysis [GO:0006508],GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0008233; GO:0008270; GO:0010001; GO:0030198; GO:0030574; GO:0031012; GO:0032588; GO:0044331; GO:0045296; GO:0050965; GO:0097150; GO:0098742
g16696,156432.6611,4.575671392,0.566726935,8.073855517,6.81E-16,3.94E-14,13992,3730,10913,14349,35131,31824,13712,9010,281805,300726,112720,110814,125065,179942,41056,309407,sp,O77656,MMP13_BOVIN,31.275,502,276,16,1,1473,1,444,3.08E-58,204,O77656,reviewed,MMP13_BOVIN,Collagenase 3 (EC 3.4.24.-) (Matrix metalloproteinase-13) (MMP-13),MMP13,Bos taurus (Bovine),471,bone morphogenesis [GO:0060349]; collagen catabolic process [GO:0030574]; extracellular matrix disassembly [GO:0022617]; extracellular matrix organization [GO:0030198]; proteolysis [GO:0006508],GO:0004175; GO:0004222; GO:0005509; GO:0005518; GO:0005615; GO:0006508; GO:0008270; GO:0022617; GO:0030198; GO:0030574; GO:0031012; GO:0060349
g6234,461.8474538,4.159212674,0.894063505,4.652032714,3.29E-06,3.25E-05,0,172,8,5,7,98,133,134,312,298,305,3597,804,11,1818,230,sp,F1NV61,CASP7_CHICK,46.125,271,134,3,277,1065,43,309,2.64E-78,246,F1NV61,reviewed,CASP7_CHICK,Caspase-7 (CASP-7) (EC 3.4.22.60) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11],CASP7,Gallus gallus (Chicken),309,defense response to bacterium [GO:0042742]; execution phase of apoptosis [GO:0097194]; lymphocyte apoptotic process [GO:0070227]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of plasma membrane repair [GO:1905686]; proteolysis [GO:0006508],GO:0003723; GO:0004190; GO:0005615; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0042742; GO:0043525; GO:0070227; GO:0097153; GO:0097194; GO:0097200; GO:1905686
g19543,11.08154088,4.140082235,1.240262127,3.338070353,0.000843624,0.00384786,0,3,0,8,0,0,0,0,0,7,12,6,22,9,28,29,sp,Q99542,MMP19_HUMAN,36,250,146,7,1,729,230,472,2.07E-40,149,Q99542,reviewed,MMP19_HUMAN,Matrix metalloproteinase-19 (MMP-19) (EC 3.4.24.-) (Matrix metalloproteinase RASI) (Matrix metalloproteinase-18) (MMP-18),MMP19 MMP18 RASI,Homo sapiens (Human),508,angiogenesis [GO:0001525]; cell differentiation [GO:0030154]; collagen catabolic process [GO:0030574]; extracellular matrix disassembly [GO:0022617]; extracellular matrix organization [GO:0030198]; proteolysis [GO:0006508],GO:0001525; GO:0004222; GO:0004252; GO:0005576; GO:0005615; GO:0006508; GO:0008270; GO:0022617; GO:0030154; GO:0030198; GO:0030574; GO:0031012
g13110,351.9688114,4.128332285,0.596901191,6.916274166,4.64E-12,1.58E-10,149,15,13,24,13,69,51,75,515,204,830,977,1588,132,63,294,sp,P17538,CTRB1_HUMAN,39.516,248,127,9,127,858,32,260,1.41E-44,164,P17538,reviewed,CTRB1_HUMAN,Chymotrypsinogen B (EC 3.4.21.1) [Cleaved into: Chymotrypsin B chain A; Chymotrypsin B chain B; Chymotrypsin B chain C],CTRB1 CTRB,Homo sapiens (Human),263,digestion [GO:0007586]; proteolysis [GO:0006508],GO:0004252; GO:0005576; GO:0006508; GO:0007586
g11915,873.9459081,4.116564821,0.744094233,5.532316527,3.16E-08,5.06E-07,152,57,55,6,189,199,288,96,295,165,3697,1011,5220,72,306,645,sp,A0A2S3R7M0,MARTX_VIBVL,19.732,299,240,0,161,1057,815,1113,5.17E-13,74.7,A0A2S3R7M0,reviewed,MARTX_VIBVL,Multifunctional-autoprocessing repeats-in-toxin (MARTX) (EC 3.4.22.-) [Cleaved into: Actin cross-linking toxin F1 (EC 6.3.2.-); N-epsilon-fatty acyltransferase F2 (EC 2.3.1.-) (Rho inactivation domain-containing toxin F2) (RIDvc); ABH effector region toxin F5; Cysteine protease domain-containing toxin F3 (EC 3.4.22.-)],CRN52_02910,Vibrio vulnificus,5206,proteolysis [GO:0006508],GO:0005576; GO:0006508; GO:0008234; GO:0008289; GO:0016020; GO:0016746; GO:0016874; GO:0020002; GO:0044164; GO:0046872; GO:0090729
g23544,260.0844623,4.086653327,1.165841262,3.50532569,0.000456049,0.002292293,219,55,7,0,0,0,11,9,289,176,100,92,1690,38,45,950,sp,Q8R4K8,PAPP1_MOUSE,35.924,1055,565,33,1468,4470,620,1617,0,605,Q8R4K8,reviewed,PAPP1_MOUSE,Pappalysin-1 (EC 3.4.24.79) (Insulin-like growth factor-dependent IGF-binding protein 4 protease) (IGF-dependent IGFBP-4 protease) (IGFBP-4ase) (Pregnancy-associated plasma protein A) (PAPP-A),Pappa,Mus musculus (Mouse),1624,cell surface receptor signaling pathway [GO:0007166]; female pregnancy [GO:0007565]; protein catabolic process [GO:0030163]; proteolysis [GO:0006508]; response to dexamethasone [GO:0071548]; response to follicle-stimulating hormone [GO:0032354],GO:0004175; GO:0004222; GO:0005615; GO:0006508; GO:0007166; GO:0007565; GO:0030163; GO:0032354; GO:0046872; GO:0071548
g14782,6.893114882,3.974402413,1.16119466,3.422684026,0.000620061,0.002976943,4,0,0,4,0,0,0,0,7,0,7,19,44,2,6,11,sp,P15145,AMPN_PIG,32.609,920,531,26,256,2844,71,958,2.54E-142,452,P15145,reviewed,AMPN_PIG,Aminopeptidase N (AP-N) (pAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (gp130) (CD antigen CD13),ANPEP,Sus scrofa (Pig),963,angiogenesis [GO:0001525]; cell differentiation [GO:0030154]; peptide catabolic process [GO:0043171]; proteolysis [GO:0006508],GO:0001525; GO:0001618; GO:0005615; GO:0005737; GO:0005886; GO:0006508; GO:0008270; GO:0030154; GO:0042277; GO:0043171; GO:0070006
g21213,883.4383909,3.907375701,0.710607899,5.49863815,3.83E-08,6.03E-07,181,25,42,31,244,582,28,32,1445,764,1257,780,689,568,356,3096,sp,Q5G266,NETR_TRAPH,37.445,227,130,6,580,1239,280,501,2.79E-38,150,Q5G266,reviewed,NETR_TRAPH,Neurotrypsin (EC 3.4.21.-) (Serine protease 12),PRSS12,Trachypithecus phayrei (Phayre's leaf monkey),875,exocytosis [GO:0006887]; proteolysis [GO:0006508],GO:0004252; GO:0005886; GO:0006508; GO:0006887; GO:0030424; GO:0030425; GO:0043083; GO:0043195
g19685,455.4081705,3.867093362,0.945820689,4.088611517,4.34E-05,0.000310778,9,206,26,0,0,78,269,66,152,191,1773,1416,627,58,962,502,sp,Q99542,MMP19_HUMAN,32.636,478,261,15,142,1500,31,472,6.10E-67,227,Q99542,reviewed,MMP19_HUMAN,Matrix metalloproteinase-19 (MMP-19) (EC 3.4.24.-) (Matrix metalloproteinase RASI) (Matrix metalloproteinase-18) (MMP-18),MMP19 MMP18 RASI,Homo sapiens (Human),508,angiogenesis [GO:0001525]; cell differentiation [GO:0030154]; collagen catabolic process [GO:0030574]; extracellular matrix disassembly [GO:0022617]; extracellular matrix organization [GO:0030198]; proteolysis [GO:0006508],GO:0001525; GO:0004222; GO:0004252; GO:0005576; GO:0005615; GO:0006508; GO:0008270; GO:0022617; GO:0030154; GO:0030198; GO:0030574; GO:0031012
g19175,79.0139734,3.842696752,1.471269597,2.611823665,0.009006069,0.028241309,49,0,0,0,2,50,0,7,189,2,0,48,2,35,29,507,sp,P15088,CBPA3_HUMAN,39.516,124,61,3,1,351,297,413,2.48E-19,85.1,P15088,reviewed,CBPA3_HUMAN,Mast cell carboxypeptidase A (MC-CPA) (EC 3.4.17.1) (Carboxypeptidase A3),CPA3,Homo sapiens (Human),417,proteolysis [GO:0006508]; regulation of angiotensin levels in blood [GO:0002002],GO:0002002; GO:0004181; GO:0005576; GO:0005615; GO:0006508; GO:0008270; GO:0030133; GO:0030141; GO:0062023
g9978,1047.101422,3.83764534,0.817231355,4.69591055,2.65E-06,2.69E-05,154,51,45,24,216,119,757,147,407,139,3603,1468,8038,115,98,437,sp,O57382,TLL2_XENLA,25.18,417,232,14,436,1533,349,736,4.25E-31,133,O57382,reviewed,TLL2_XENLA,Tolloid-like protein 2 (EC 3.4.24.-) (Metalloprotease xolloid) (Xenopus tolloid),tll2 xld,Xenopus laevis (African clawed frog),1019,cell differentiation [GO:0030154]; proteolysis [GO:0006508],GO:0004222; GO:0005509; GO:0005576; GO:0006508; GO:0008270; GO:0030154
g19004,615.0090159,3.698641948,0.467638778,7.909185727,2.59E-15,1.41E-13,106,81,113,42,378,99,78,47,2075,798,311,1762,842,287,387,1018,sp,Q9Y5R2,MMP24_HUMAN,39.602,553,285,15,229,1785,80,617,1.67E-108,343,Q9Y5R2,reviewed,MMP24_HUMAN,Matrix metalloproteinase-24 (MMP-24) (EC 3.4.24.-) (Membrane-type matrix metalloproteinase 5) (MT-MMP 5) (MTMMP5) (Membrane-type-5 matrix metalloproteinase) (MT5-MMP) (MT5MMP) [Cleaved into: Processed matrix metalloproteinase-24],MMP24 MT5MMP,Homo sapiens (Human),645,cell-cell adhesion mediated by cadherin [GO:0044331]; cell-cell adhesion via plasma-membrane adhesion molecules [GO:0098742]; collagen catabolic process [GO:0030574]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; extracellular matrix organization [GO:0030198]; glial cell differentiation [GO:0010001]; neuronal stem cell population maintenance [GO:0097150]; proteolysis [GO:0006508],GO:0004222; GO:0005615; GO:0005886; GO:0006508; GO:0008047; GO:0008270; GO:0010001; GO:0030198; GO:0030574; GO:0031012; GO:0032588; GO:0044331; GO:0045296; GO:0050965; GO:0070062; GO:0097150; GO:0098742
g20407,1793.16855,3.694650763,0.832701182,4.436946702,9.12E-06,8.00E-05,43,399,188,42,33,293,1805,34,203,1634,5433,2270,3745,127,2123,5291,sp,Q8BIK6,TMPS7_MOUSE,34.08,402,208,14,376,1557,475,827,1.78E-57,208,Q8BIK6,reviewed,TMPS7_MOUSE,Transmembrane protease serine 7 (EC 3.4.21.-) (Matriptase-3),Tmprss7,Mus musculus (Mouse),829,proteolysis [GO:0006508],GO:0004252; GO:0005886; GO:0006508; GO:0008236
g5494,8.872114178,3.692112133,1.442909356,2.558797001,0.010503506,0.032049755,0,0,0,2,0,7,0,5,16,0,0,26,7,0,26,40,sp,P15684,AMPN_RAT,35.18,776,461,16,214,2451,66,829,1.59E-144,453,P15684,reviewed,AMPN_RAT,Aminopeptidase N (AP-N) (rAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Kidney Zn peptidase) (KZP) (Microsomal aminopeptidase) (CD antigen CD13),Anpep,Rattus norvegicus (Rat),965,angiogenesis [GO:0001525]; cell differentiation [GO:0030154]; metanephric proximal tubule development [GO:0072237]; peptide catabolic process [GO:0043171]; protein processing [GO:0016485]; proteolysis [GO:0006508],GO:0001525; GO:0004177; GO:0005615; GO:0005737; GO:0005793; GO:0005886; GO:0006508; GO:0008270; GO:0009897; GO:0016485; GO:0030154; GO:0031526; GO:0042277; GO:0043171; GO:0070006; GO:0070062; GO:0072237
g5948,98.06223616,3.611729364,0.883400146,4.088440985,4.34E-05,0.000310891,0,7,7,33,32,11,29,39,24,76,11,42,41,211,20,192,sp,P15145,AMPN_PIG,38.194,919,520,19,142,2820,63,959,0,610,P15145,reviewed,AMPN_PIG,Aminopeptidase N (AP-N) (pAPN) (EC 3.4.11.2) (Alanyl aminopeptidase) (Aminopeptidase M) (AP-M) (Microsomal aminopeptidase) (gp130) (CD antigen CD13),ANPEP,Sus scrofa (Pig),963,angiogenesis [GO:0001525]; cell differentiation [GO:0030154]; peptide catabolic process [GO:0043171]; proteolysis [GO:0006508],GO:0001525; GO:0001618; GO:0005615; GO:0005737; GO:0005886; GO:0006508; GO:0008270; GO:0030154; GO:0042277; GO:0043171; GO:0070006
g16352,683.3624519,3.573950151,0.812371547,4.399403404,1.09E-05,9.30E-05,41,40,59,12,31,190,778,14,417,750,584,5993,1734,24,1130,332,sp,Q8IYS1,P20D2_HUMAN,44.11,399,198,6,115,1236,31,429,1.24E-77,250,Q8IYS1,reviewed,P20D2_HUMAN,Xaa-Arg dipeptidase (EC 3.4.13.4) (Beta-Ala-Lys dipeptidase),PM20D2 ACY1L2,Homo sapiens (Human),436,proteolysis [GO:0006508]; regulation of protein metabolic process [GO:0051246],GO:0004180; GO:0005654; GO:0006508; GO:0016805; GO:0042802; GO:0051246
g19176,484.5755505,3.542945736,1.393200986,2.543025573,0.010989719,0.033306423,402,8,0,0,8,347,0,33,1433,23,15,288,31,95,88,3223,sp,P00730,CBPA1_BOVIN,35.865,237,146,4,16,717,22,255,3.50E-42,152,P00730,reviewed,CBPA1_BOVIN,Carboxypeptidase A1 (EC 3.4.17.1),CPA1 CPA,Bos taurus (Bovine),419,leukotriene metabolic process [GO:0006691]; proteolysis [GO:0006508],GO:0004181; GO:0005615; GO:0006508; GO:0006691; GO:0008270
g22260,21914.44926,3.494083942,0.575853106,6.067665356,1.30E-09,2.77E-08,3265,3209,5268,4572,6790,4967,5709,4396,21908,6607,13484,10672,44497,30578,3710,55443,sp,P04813,CTR2_CANLF,37.121,264,127,10,250,987,19,261,1.27E-45,159,P04813,reviewed,CTR2_CANLF,Chymotrypsinogen 2 (EC 3.4.21.1) [Cleaved into: Chymotrypsin 2 chain A; Chymotrypsin 2 chain B; Chymotrypsin 2 chain C],CTRB1 CTRB,Canis lupus familiaris (Dog) (Canis familiaris),263,digestion [GO:0007586]; proteolysis [GO:0006508],GO:0004252; GO:0005576; GO:0006508; GO:0007586
g21822,37.4666399,3.465513367,1.242851325,2.788357142,0.005297611,0.018055945,28,8,0,0,0,70,3,0,308,0,12,45,42,15,28,790,sp,Q6Q473,CLA4A_MOUSE,31.148,915,543,31,85,2706,20,888,3.64E-111,369,Q6Q473,reviewed,CLA4A_MOUSE,"Calcium-activated chloride channel regulator 4A (EC 3.4.-.-) (Calcium-activated chloride channel regulator 6) (mClca6) [Cleaved into: Calcium-activated chloride channel regulator 4A, 110 kDa form; Calcium-activated chloride channel regulator 4A, 30 kDa form]",Clca4a Clca6,Mus musculus (Mouse),924,chloride transport [GO:0006821]; proteolysis [GO:0006508],GO:0005229; GO:0005254; GO:0005576; GO:0005886; GO:0006508; GO:0006821; GO:0008237; GO:0015276; GO:0016324; GO:0046872
g7450,17616.36456,3.386084993,0.765109983,4.42561863,9.62E-06,8.39E-05,1627,4927,551,273,3282,15464,5046,2141,1364,44737,17103,32638,34169,9643,1486,46115,sp,Q15485,FCN2_HUMAN,57.277,213,89,2,433,1068,102,313,3.09E-79,248,Q15485,reviewed,FCN2_HUMAN,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),FCN2 FCNL,Homo sapiens (Human),313,"cell surface pattern recognition receptor signaling pathway [GO:0002752]; complement activation, lectin pathway [GO:0001867]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; opsonization [GO:0008228]; positive regulation of opsonization [GO:1903028]; proteolysis [GO:0006508]; recognition of apoptotic cell [GO:0043654]",GO:0001867; GO:0002752; GO:0003823; GO:0005102; GO:0005576; GO:0005581; GO:0005615; GO:0006508; GO:0008228; GO:0009897; GO:0043394; GO:0043654; GO:0046872; GO:0048306; GO:0050829; GO:0050830; GO:0062023; GO:0070062; GO:0072562; GO:0097367; GO:1903028; GO:1905370; GO:2001065
g782,30.81410313,3.381144277,1.414792024,2.389852516,0.01685514,0.047360828,7,4,7,9,0,28,0,0,21,36,166,0,0,10,66,0,sp,P17945,HGF_RAT,34.074,405,185,19,109,1290,134,467,1.20E-45,172,P17945,reviewed,HGF_RAT,Hepatocyte growth factor (Hepatopoietin-A) (Scatter factor) (SF) [Cleaved into: Hepatocyte growth factor alpha chain; Hepatocyte growth factor beta chain],Hgf,Rattus norvegicus (Rat),728,animal organ regeneration [GO:0031100]; cell chemotaxis [GO:0060326]; cell morphogenesis [GO:0000902]; cellular response to hepatocyte growth factor stimulus [GO:0035729]; epithelial cell proliferation [GO:0050673]; hepatocyte growth factor receptor signaling pathway [GO:0048012]; liver development [GO:0001889]; myoblast proliferation [GO:0051450]; negative regulation of apoptotic process [GO:0043066]; negative regulation of extrinsic apoptotic signaling pathway via death domain receptors [GO:1902042]; negative regulation of hydrogen peroxide-mediated programmed cell death [GO:1901299]; negative regulation of inflammatory response [GO:0050728]; negative regulation of interleukin-6 production [GO:0032715]; negative regulation of peptidyl-serine phosphorylation [GO:0033137]; negative regulation of release of cytochrome c from mitochondria [GO:0090201]; positive regulation of angiogenesis [GO:0045766]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA biosynthetic process [GO:2000573]; positive regulation of interleukin-10 production [GO:0032733]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of myelination [GO:0031643]; positive regulation of neuron projection regeneration [GO:0070572]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; proteolysis [GO:0006508]; regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling [GO:0060665]; regulation of p38MAPK cascade [GO:1900744]; skeletal muscle cell proliferation [GO:0014856],GO:0000902; GO:0001889; GO:0001934; GO:0005102; GO:0005615; GO:0006508; GO:0008083; GO:0008284; GO:0014856; GO:0030335; GO:0031100; GO:0031643; GO:0032715; GO:0032733; GO:0033137; GO:0035729; GO:0042056; GO:0042802; GO:0043066; GO:0043410; GO:0044877; GO:0045766; GO:0048012; GO:0050673; GO:0050728; GO:0051450; GO:0051897; GO:0060326; GO:0060665; GO:0070572; GO:0090201; GO:1900744; GO:1901299; GO:1902042; GO:2000573
g5241,697.6760455,3.326012501,1.320081039,2.519551758,0.011750436,0.035103654,490,3,4,4,7,779,0,33,1409,28,37,77,33,168,117,5120,sp,Q95M12,LGMN_BOVIN,48.798,416,207,5,67,1305,17,429,1.12E-138,407,Q95M12,reviewed,LGMN_BOVIN,"Legumain (EC 3.4.22.34) (Asparaginyl endopeptidase) (Protease, cysteine 1)",LGMN PRSC1,Bos taurus (Bovine),433,antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; negative regulation of ERBB signaling pathway [GO:1901185]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; receptor catabolic process [GO:0032801]; renal system process [GO:0003014]; vacuolar protein processing [GO:0006624],GO:0003014; GO:0004197; GO:0005764; GO:0006508; GO:0006624; GO:0019886; GO:0032801; GO:0043202; GO:0051603; GO:1901185
g24085,94.32056141,3.287879111,0.658868839,4.990187599,6.03E-07,7.12E-06,6,10,22,14,78,13,33,13,298,44,394,134,164,8,36,37,sp,P12821,ACE_HUMAN,46.493,613,301,6,79,1881,641,1238,0,580,P12821,reviewed,ACE_HUMAN,"Angiotensin-converting enzyme (ACE) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]",ACE DCP DCP1,Homo sapiens (Human),1306,amyloid-beta metabolic process [GO:0050435]; angiogenesis involved in coronary vascular morphogenesis [GO:0060978]; angiotensin maturation [GO:0002003]; angiotensin-activated signaling pathway [GO:0038166]; animal organ regeneration [GO:0031100]; antigen processing and presentation of peptide antigen via MHC class I [GO:0002474]; arachidonic acid secretion [GO:0050482]; blood vessel diameter maintenance [GO:0097746]; blood vessel remodeling [GO:0001974]; bradykinin catabolic process [GO:0010815]; cell proliferation in bone marrow [GO:0071838]; cellular response to aldosterone [GO:1904045]; cellular response to glucose stimulus [GO:0071333]; eating behavior [GO:0042755]; embryo development ending in birth or egg hatching [GO:0009792]; female pregnancy [GO:0007565]; heart contraction [GO:0060047]; hematopoietic stem cell differentiation [GO:0060218]; hormone catabolic process [GO:0042447]; hormone metabolic process [GO:0042445]; kidney development [GO:0001822]; lung alveolus development [GO:0048286]; male gonad development [GO:0008584]; mononuclear cell proliferation [GO:0032943]; negative regulation of calcium ion import [GO:0090281]; negative regulation of gap junction assembly [GO:1903597]; negative regulation of gene expression [GO:0010629]; negative regulation of glucose import [GO:0046325]; neutrophil mediated immunity [GO:0002446]; peptide catabolic process [GO:0043171]; positive regulation of apoptotic process [GO:0043065]; positive regulation of neurogenesis [GO:0050769]; positive regulation of peptidyl-cysteine S-nitrosylation [GO:2000170]; positive regulation of systemic arterial blood pressure [GO:0003084]; positive regulation of vasoconstriction [GO:0045907]; post-transcriptional regulation of gene expression [GO:0010608]; proteolysis [GO:0006508]; regulation of angiotensin metabolic process [GO:0060177]; regulation of blood pressure [GO:0008217]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of hematopoietic stem cell proliferation [GO:1902033]; regulation of renal output by angiotensin [GO:0002019]; regulation of smooth muscle cell migration [GO:0014910]; regulation of synaptic plasticity [GO:0048167]; regulation of systemic arterial blood pressure by renin-angiotensin [GO:0003081]; regulation of vasoconstriction [GO:0019229]; response to dexamethasone [GO:0071548]; response to hypoxia [GO:0001666]; response to laminar fluid shear stress [GO:0034616]; response to lipopolysaccharide [GO:0032496]; response to nutrient levels [GO:0031667]; response to thyroid hormone [GO:0097066]; response to xenobiotic stimulus [GO:0009410]; spermatogenesis [GO:0007283]; substance P catabolic process [GO:0010814]; vasoconstriction [GO:0042310],GO:0001666; GO:0001822; GO:0001974; GO:0002003; GO:0002019; GO:0002446; GO:0002474; GO:0003081; GO:0003084; GO:0003779; GO:0004175; GO:0004180; GO:0004222; GO:0005516; GO:0005576; GO:0005615; GO:0005764; GO:0005768; GO:0005886; GO:0006508; GO:0007283; GO:0007565; GO:0008217; GO:0008233; GO:0008237; GO:0008238; GO:0008240; GO:0008241; GO:0008270; GO:0008584; GO:0009410; GO:0009792; GO:0009897; GO:0009925; GO:0010608; GO:0010629; GO:0010814; GO:0010815; GO:0014910; GO:0019229; GO:0031100; GO:0031404; GO:0031434; GO:0031526; GO:0031667; GO:0031711; GO:0032496; GO:0032943; GO:0034616; GO:0038166; GO:0042310; GO:0042445; GO:0042447; GO:0042755; GO:0043065; GO:0043171; GO:0045907; GO:0046325; GO:0048167; GO:0048286; GO:0050435; GO:0050482; GO:0050769; GO:0051019; GO:0060047; GO:0060177; GO:0060218; GO:0060978; GO:0070062; GO:0070573; GO:0071333; GO:0071548; GO:0071838; GO:0086091; GO:0090281; GO:0097066; GO:0097225; GO:0097746; GO:1901363; GO:1902033; GO:1903597; GO:1904045; GO:2000170
g7863,234.6154135,3.284820753,1.330256433,2.469313939,0.01353724,0.039408409,146,14,14,5,0,246,11,24,476,0,25,52,0,89,50,1599,sp,O43895,XPP2_HUMAN,41.642,682,355,16,1,2031,28,671,1.98E-173,514,O43895,reviewed,XPP2_HUMAN,Xaa-Pro aminopeptidase 2 (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Membrane-bound aminopeptidase P) (Membrane-bound APP) (Membrane-bound AmP) (mAmP) (X-Pro aminopeptidase 2),XPNPEP2,Homo sapiens (Human),674,proteolysis [GO:0006508],GO:0004177; GO:0005576; GO:0005886; GO:0006508; GO:0016020; GO:0046872; GO:0070006; GO:0070062; GO:0098552
g852,19300.52794,3.207351733,0.60858734,5.270158483,1.36E-07,1.90E-06,2911,3953,3156,2214,15096,6450,3615,3180,12874,63184,3197,21648,17320,20781,6227,26655,sp,P90850,YCF2E_CAEEL,47.465,434,204,13,31,1308,14,431,4.94E-125,373,P90850,reviewed,YCF2E_CAEEL,Uncharacterized peptidase C1-like protein F26E4.3,F26E4.3,Caenorhabditis elegans,452,proteolysis [GO:0006508],GO:0005615; GO:0006508; GO:0008234
g12213,75.79666433,3.193511051,0.838392074,3.809090222,0.000139479,0.000846512,9214,8,10,20,10,11,13,23,25,196,44,874,8056,0,42,7,sp,G5ECS8,ADT1_CAEEL,27.862,725,341,31,3202,5166,707,1319,2.72E-43,177,G5ECS8,reviewed,ADT1_CAEEL,A disintegrin and metalloproteinase with thrombospondin motifs adt-1 (ADAMTS adt-1) (EC 3.4.24.-),adt-1 C02B4.1,Caenorhabditis elegans,1461,extracellular matrix organization [GO:0030198]; proteolysis [GO:0006508],GO:0004222; GO:0005576; GO:0006508; GO:0030198; GO:0031012; GO:0046872
g9334,180.7423266,3.073391373,0.831119391,3.697893954,0.000217396,0.001232378,159,66,33,8,0,31,34,90,37,70,650,202,990,26,34,182,sp,F8RKW1,VM34_DRYCN,24.422,389,231,13,130,1194,30,389,4.69E-16,84,F8RKW1,reviewed,VM34_DRYCN,Zinc metalloproteinase-disintegrin-like MTP4 (EC 3.4.24.-) (Snake venom metalloproteinase) (SVMP),,Drysdalia coronoides (White-lipped snake) (Hoplocephalus coronoides),613,proteolysis [GO:0006508],GO:0004222; GO:0005576; GO:0005886; GO:0006508; GO:0046872; GO:0090729
