gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.56	PSC.52	PSC.54	PSC.61	PSC.64	PSC.73	PSC.76	PSC.81	PSC.59	PSC.57	PSC.69	PSC.67	PSC.71	PSC.75	PSC.78	PSC.83	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.biological.process	Gene.Ontology.IDs
g15186	89.5343832271414	1.90972140411659	0.524856557382202	3.63855872096102	0.000274168119015066	0.00149990212155486	139	58	27	9	12	22	84	59	63	54	78	247	149	23	94	236	sp	Q9W734	SMAD6_CHICK	52.754	345	144	7	121	1152	105	431	6.5e-102	311	Q9W734	reviewed	SMAD6_CHICK	Mothers against decapentaplegic homolog 6 (MAD homolog 6) (Mothers against DPP homolog 6) (SMAD family member 6) (SMAD 6) (Smad6)	SMAD6 MADH6	Gallus gallus (Chicken)	431	anatomical structure morphogenesis [GO:0009653]; BMP signaling pathway [GO:0030509]; cell differentiation [GO:0030154]; cell-substrate adhesion [GO:0031589]; negative regulation of alkaline phosphatase activity [GO:0010693]; negative regulation of BMP signaling pathway [GO:0030514]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; negative regulation of cell proliferation in dorsal spinal cord [GO:1902832]; negative regulation of chondrocyte differentiation [GO:0032331]; regulation of neurogenesis [GO:0050767]; regulation of transcription by RNA polymerase II [GO:0006357]; SMAD protein signal transduction [GO:0060395]; transforming growth factor beta receptor signaling pathway [GO:0007179]	GO:0000976; GO:0003682; GO:0005634; GO:0005768; GO:0006357; GO:0007179; GO:0009653; GO:0010693; GO:0030154; GO:0030509; GO:0030514; GO:0031589; GO:0032331; GO:0046872; GO:0050767; GO:0060395; GO:0070411; GO:0071144; GO:0090090; GO:0140416; GO:1902832
g15971	65.794926049212	-1.14135624554969	0.467921288836338	-2.43920563731584	0.0147195894009329	0.04225628102173	137	87	116	140	131	151	97	91	39	8	24	67	25	12	94	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g15973	380.666649420515	1.39650615465603	0.467481806456695	2.98729519602254	0.00281457806480141	0.0105591914657862	7001	174	219	186	98	267	432	420	132	825	372	1680	12163	71	415	111	sp	Q95LR0	CFA91_MACFA	60.851	470	183	1	1	1407	269	738	3.95e-165	498	Q95LR0	reviewed	CFA91_MACFA	Cilia- and flagella-associated protein 91 (CFAP91) (AMY-1-associating protein expressed in testis 1) (AAT-1) (MYCBP/AMY-1-associated testis-expressed protein 1) (Protein MAATS1)	CFAP91 AAT1 MAATS1 QtsA-10510 QtsA-13847 QtsA-19865	Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey)	767	axonemal central apparatus assembly [GO:1904158]; cell differentiation [GO:0030154]; cilium movement [GO:0003341]; spermatogenesis [GO:0007283]	GO:0003341; GO:0005739; GO:0005930; GO:0007283; GO:0030154; GO:0031514; GO:1904158
g15972	78.5973938712395	1.60059067283312	0.516737869192895	3.09749056196156	0.00195166610825156	0.0077860439707065	1556	21	40	36	36	40	100	57	24	232	29	337	2976	21	81	32	sp	Q8BRC6	CFA91_MOUSE	46.226	212	103	3	46	669	34	238	2.88e-51	180	Q8BRC6	reviewed	CFA91_MOUSE	Cilia- and flagella-associated protein 91 (CFAP91) (AMY-1-associating protein expressed in testis 1 homolog) (AAT-1) (MYCBP/AMY-1-associated testis-expressed protein 1) (Protein MAATS1)	Cfap91 Aat1 Maats1 Spata26	Mus musculus (Mouse)	783	axonemal central apparatus assembly [GO:1904158]; cell differentiation [GO:0030154]; cilium movement [GO:0003341]; spermatogenesis [GO:0007283]	GO:0003341; GO:0005739; GO:0005930; GO:0007283; GO:0030154; GO:0031514; GO:1904158
g15979	70.1655869128138	1.70868789709183	0.410280797486891	4.1646791844954	3.11790675095427e-05	0.000234537227746588	29693	26	18	46	65	21	15	47	67	82	78	13327	14713	39	102	62	sp	Q91XQ0	DYH8_MOUSE	66.465	4631	1454	19	109	13818	139	4731	0	6134	Q91XQ0	reviewed	DYH8_MOUSE	Dynein axonemal heavy chain 8 (Axonemal beta dynein heavy chain 8) (Ciliary dynein heavy chain 8)	Dnah8 Dnahc8	Mus musculus (Mouse)	4731	cilium movement involved in cell motility [GO:0060294]; outer dynein arm assembly [GO:0036158]	GO:0003777; GO:0005524; GO:0005874; GO:0005930; GO:0008569; GO:0016887; GO:0036126; GO:0036157; GO:0036158; GO:0045505; GO:0051959; GO:0060294
g19476	29.837253157983	-1.86723129104215	0.430135961702682	-4.34102576229795	1.41819092453163e-05	0.000117803779517325	45	49	59	30	69	59	108	97	26	0	8	14	14	4	14	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g19477	36.7273820323323	-1.81716043877416	0.481116206603295	-3.77696783819319	0.000158749221608829	0.000942656108702193	65	99	65	36	69	94	107	86	17	2	3	20	15	7	38	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g19478	64.022464332612	-1.40468276708288	0.364534596751223	-3.85335926850724	0.000116508240978203	0.000726083882368042	120	148	108	44	121	142	169	172	39	14	14	29	24	7	79	20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g22737	187.348842299454	3.55523854276333	1.05995894707355	3.35412852788217	0.000796153726682897	0.00367046500233003	10132	0	0	24	33	6	25	33	22	742	56	1789	15094	23	50	24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g20604	1168.30920492566	-1.1600830725153	0.236326052629823	-4.90882431118346	9.16240126680676e-07	1.03847168862932e-05	1496	1891	2240	1653	3580	2510	1950	2036	846	331	725	935	742	99	710	446	sp	P09960	LKHA4_HUMAN	55.611	606	265	3	19	1833	6	608	0	698	P09960	reviewed	LKHA4_HUMAN	Leukotriene A-4 hydrolase (LTA-4 hydrolase) (EC 3.3.2.6) (Leukotriene A(4) hydrolase) (Tripeptide aminopeptidase LTA4H) (EC 3.4.11.4)	LTA4H LTA4	Homo sapiens (Human)	611	leukotriene biosynthetic process [GO:0019370]; lipid metabolic process [GO:0006629]; peptide catabolic process [GO:0043171]; protein metabolic process [GO:0019538]; proteolysis [GO:0006508]; response to peptide hormone [GO:0043434]; response to zinc ion [GO:0010043]; type I pneumocyte differentiation [GO:0060509]	GO:0003723; GO:0004177; GO:0004301; GO:0004463; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0006508; GO:0006629; GO:0008233; GO:0008270; GO:0010043; GO:0019370; GO:0019538; GO:0043171; GO:0043434; GO:0045148; GO:0060509; GO:0070006; GO:0070062; GO:1904724; GO:1904813
g20600	23.9121083535747	4.28947755461394	1.79864865312237	2.38483349550654	0.0170868529624547	0.0478605858178894	13	0	0	0	0	11	0	0	78	0	0	0	32	19	10	104	sp	Q7RTY1	MOT9_HUMAN	24.775	444	321	7	475	1785	40	477	1.61e-17	90.1	Q7RTY1	reviewed	MOT9_HUMAN	Monocarboxylate transporter 9 (MCT 9) (Solute carrier family 16 member 9)	SLC16A9 C10orf36 MCT9	Homo sapiens (Human)	509	carnitine transmembrane transport [GO:1902603]; creatine transmembrane transport [GO:0015881]; monocarboxylic acid transport [GO:0015718]; urate metabolic process [GO:0046415]	GO:0005308; GO:0005886; GO:0008028; GO:0015226; GO:0015293; GO:0015718; GO:0015881; GO:0046415; GO:1902603
g13917	253.385514916639	0.658983682876886	0.237587626659735	2.77364479009953	0.00554321669483075	0.0187437618774988	307	192	244	226	300	279	256	289	162	310	212	332	205	115	230	237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g9940	254.70963241835	-0.663951461306848	0.196401414022103	-3.38058391591889	0.000723319842655568	0.00337508364672117	349	447	333	347	378	452	523	560	172	127	170	292	287	32	198	68	sp	Q9D4H8	CUL2_MOUSE	59.383	746	298	4	1	2226	1	745	0	939	Q9D4H8	reviewed	CUL2_MOUSE	Cullin-2 (CUL-2)	Cul2	Mus musculus (Mouse)	745	protein catabolic process [GO:0030163]; protein ubiquitination [GO:0016567]; SCF-dependent proteasomal ubiquitin-dependent protein catabolic process [GO:0031146]; ubiquitin-dependent protein catabolic process via the C-end degron rule pathway [GO:0140627]	GO:0005654; GO:0005730; GO:0016567; GO:0019005; GO:0030163; GO:0030674; GO:0030891; GO:0031146; GO:0031462; GO:0031625; GO:0044877; GO:0140627; GO:0160072
g9942	220.515551761086	-1.19708920846157	0.260987549039075	-4.58676750239279	4.50161509217297e-06	4.29784838026648e-05	489	385	351	376	384	381	489	445	84	85	64	343	227	14	129	61	sp	Q9DC11	PXDC2_MOUSE	47.917	240	121	4	385	1101	146	382	1.32e-66	227	Q9DC11	reviewed	PXDC2_MOUSE	Plexin domain-containing protein 2 (Tumor endothelial marker 7-related protein)	Plxdc2 Tem7r	Mus musculus (Mouse)	530		GO:0005886; GO:0062023
g9943	3949.18357305611	4.10511075439759	0.870670888017001	4.71488229467188	2.41850517228637e-06	2.47729543099567e-05	314637	219	230	460	563	256	359	373	572	6891	1145	62356	311986	364	311	357	sp	P23118	BIND_MESFR	75	60	15	0	1888	2067	338	397	1.87e-07	58.2	P23118	reviewed	BIND_MESFR	Bindin		Mesocentrotus franciscanus (Giant red sea urchin) (Strongylocentrotus franciscanus)	485	cell adhesion [GO:0007155]; fusion of sperm to egg plasma membrane involved in single fertilization [GO:0007342]	GO:0007155; GO:0007342; GO:0043160
g16089	82.7482180326796	-1.11831301202262	0.406726849762325	-2.74954312132606	0.00596784100153712	0.0199865589854957	121	123	158	137	140	111	249	195	20	29	29	131	68	0	37	73	sp	Q90Z04	CDON_XENLA	26.479	676	373	18	31	1734	11	670	1.1e-45	183	Q90Z04	reviewed	CDON_XENLA	Cell adhesion molecule-related/down-regulated by oncogenes	cdon cdo	Xenopus laevis (African clawed frog)	1249	cell-cell adhesion [GO:0098609]	GO:0005886; GO:0098609
g11663	107.395662495039	2.87444713150978	0.901790737558128	3.18748797453078	0.00143514425580067	0.00602103985489183	18	31	0	0	6	82	136	9	29	77	366	306	203	17	88	162	sp	Q4V8C3	EMAL1_RAT	42.049	654	332	11	313	2244	198	814	1.4e-176	530	Q4V8C3	reviewed	EMAL1_RAT	Echinoderm microtubule-associated protein-like 1 (EMAP-1)	Eml1	Rattus norvegicus (Rat)	814	brain development [GO:0007420]; hematopoietic progenitor cell differentiation [GO:0002244]; microtubule cytoskeleton organization [GO:0000226]; mitotic spindle organization [GO:0007052]; neuroblast proliferation [GO:0007405]	GO:0000226; GO:0002244; GO:0005829; GO:0005874; GO:0007052; GO:0007405; GO:0007420; GO:0008017; GO:0015630; GO:0015631; GO:0048471; GO:0097431; GO:1990023
g11664	40.1771020230151	2.75728196665863	1.0958087788322	2.51620722513016	0.0118625412346703	0.0353562848716988	6	4	0	0	2	19	83	0	22	34	69	127	116	0	59	81	sp	O88809	DCX_MOUSE	33.333	246	117	7	394	1110	53	258	3.67e-30	123	O88809	reviewed	DCX_MOUSE	Neuronal migration protein doublecortin (Doublin) (Lissencephalin-X) (Lis-X)	Dcx Dcn	Mus musculus (Mouse)	366	axon extension [GO:0048675]; axoneme assembly [GO:0035082]; brain development [GO:0007420]; central nervous system projection neuron axonogenesis [GO:0021952]; dendrite morphogenesis [GO:0048813]; hippocampus development [GO:0021766]; intracellular signal transduction [GO:0035556]; layer formation in cerebral cortex [GO:0021819]; neuron migration [GO:0001764]; positive regulation of collateral sprouting [GO:0048672]; positive regulation of endocytosis [GO:0045807]; pyramidal neuron development [GO:0021860]; regulation of postsynapse assembly [GO:0150052]; retina development in camera-type eye [GO:0060041]	GO:0001764; GO:0005737; GO:0005829; GO:0005874; GO:0007420; GO:0008017; GO:0021766; GO:0021819; GO:0021860; GO:0021952; GO:0030424; GO:0030425; GO:0030426; GO:0035082; GO:0035556; GO:0043005; GO:0043025; GO:0045807; GO:0048672; GO:0048675; GO:0048813; GO:0060041; GO:0098978; GO:0150052
g10397	365.781788006385	0.69456903637439	0.207875366306231	3.34127630760822	0.000833941856091431	0.00381182490452236	342	281	363	395	367	424	422	366	368	376	361	451	411	155	236	327	sp	O35166	GOSR2_MOUSE	56.604	212	92	0	1	636	1	212	8.31e-86	255	O35166	reviewed	GOSR2_MOUSE	Golgi SNAP receptor complex member 2 (27 kDa Golgi SNARE protein) (Membrin)	Gosr2 Gs27	Mus musculus (Mouse)	212	intra-Golgi vesicle-mediated transport [GO:0006891]; protein transport [GO:0015031]; vesicle fusion [GO:0006906]; vesicle-mediated transport [GO:0016192]	GO:0000139; GO:0000149; GO:0005484; GO:0005654; GO:0005789; GO:0005794; GO:0005829; GO:0006891; GO:0006906; GO:0012507; GO:0015031; GO:0016192; GO:0031201; GO:0031902
g17625	38.6380501562648	2.54830188845329	0.953800272541348	2.67173533266402	0.0075460139681588	0.0243569545733882	1221	8	14	0	0	15	36	10	23	107	27	344	1370	0	22	7	sp	Q8BW94	DYH3_MOUSE	42.105	722	367	4	1	2052	57	765	1.66e-165	531	Q8BW94	reviewed	DYH3_MOUSE	Dynein axonemal heavy chain 3 (Axonemal beta dynein heavy chain 3) (Ciliary dynein heavy chain 3)	Dnah3 Dnahc3	Mus musculus (Mouse)	4083	cilium movement involved in cell motility [GO:0060294]	GO:0005524; GO:0005874; GO:0008569; GO:0016887; GO:0030286; GO:0036156; GO:0045505; GO:0051959; GO:0060294; GO:0097729
g3976	114.315696742979	2.60227766494931	0.645270186172227	4.03284968175291	5.51045300929676e-05	0.000383012394039489	26	40	32	21	20	69	106	38	72	11	220	13	218	41	478	129	sp	Q29473	CP2DF_CANLF	35.211	497	291	10	28	1449	12	500	4.26e-85	273	Q29473	reviewed	CP2DF_CANLF	Cytochrome P450 2D15 (EC 1.14.14.1) (CYPIID15) (Cytochrome P450 DUT2)	CYP2D15	Canis lupus familiaris (Dog) (Canis familiaris)	500	arachidonic acid metabolic process [GO:0019369]; xenobiotic metabolic process [GO:0006805]	GO:0005506; GO:0005737; GO:0005789; GO:0006805; GO:0016712; GO:0019369; GO:0020037; GO:0043231; GO:0070330
g10531	112.488961164135	0.810143147184226	0.326182618112316	2.48371035793595	0.0130021515045043	0.0381273688932907	202	159	104	53	86	66	113	92	85	76	124	289	149	55	64	71	sp	Q8K0H1	S47A1_MOUSE	34.834	511	323	1	133	1635	28	538	3.4e-96	311	Q8K0H1	reviewed	S47A1_MOUSE	Multidrug and toxin extrusion protein 1 (MATE-1) (mMATE-1) (Solute carrier family 47 member 1)	Slc47a1 Mate1	Mus musculus (Mouse)	567	L-arginine import across plasma membrane [GO:0097638]; monoatomic cation transmembrane transport [GO:0098655]; monoatomic cation transport [GO:0006812]; organic cation transport [GO:0015695]; putrescine transport [GO:0015847]; transmembrane transport [GO:0055085]; xenobiotic detoxification by transmembrane export across the plasma membrane [GO:1990961]; xenobiotic transmembrane transport [GO:0006855]	GO:0005886; GO:0006812; GO:0006855; GO:0015101; GO:0015234; GO:0015297; GO:0015489; GO:0015695; GO:0015847; GO:0016020; GO:0016323; GO:0016324; GO:0031982; GO:0042887; GO:0042910; GO:0055085; GO:0061459; GO:0097638; GO:0098655; GO:0140968; GO:1990961
g4401	148.269741484538	-0.911565229138682	0.31685629649851	-2.87690425979263	0.00401597420906824	0.0143081619507913	189	317	380	214	233	160	355	246	107	61	161	135	91	13	71	35	sp	Q9P055	JKAMP_HUMAN	52.893	242	108	2	1	708	64	305	9.59e-72	224	Q9P055	reviewed	JKAMP_HUMAN	JNK1/MAPK8-associated membrane protein (JKAMP) (JNK1-associated membrane protein) (JAMP) (Medulloblastoma antigen MU-MB-50.4)	JKAMP C14orf100 JAMP CDA06 HSPC213 HSPC327	Homo sapiens (Human)	311	ERAD pathway [GO:0036503]; response to unfolded protein [GO:0006986]	GO:0005789; GO:0006986; GO:0031625; GO:0036503
g14629	616.387264626903	0.521804645094737	0.202733589703618	2.5738440574035	0.0100575593042437	0.0309538787792586	592	711	571	494	809	576	854	871	646	538	350	652	566	247	613	696	sp	Q8VCH8	UBXN4_MOUSE	47.692	65	33	1	1	195	53	116	5.51e-11	68.2	Q8VCH8	reviewed	UBXN4_MOUSE	UBX domain-containing protein 4 (Erasin) (UBX domain-containing protein 2)	Ubxn4 Ubxd2 Ubxdc1	Mus musculus (Mouse)	506	ERAD pathway [GO:0036503]; response to unfolded protein [GO:0006986]	GO:0005635; GO:0005783; GO:0005789; GO:0006986; GO:0036503
g15395	362.84151574559	-0.942592762096706	0.259505955467338	-3.63225869093915	0.000280951260212085	0.00153092201978045	266	600	589	782	721	598	747	781	198	183	92	325	272	99	168	183	sp	O08653	TEP1_RAT	38.679	318	173	8	58	996	720	1020	6.03e-52	188	O08653	reviewed	TEP1_RAT	Telomerase protein component 1 (rTLP1) (Telomerase-associated protein 1) (Telomerase protein 1) (p230) (p240) (p80 telomerase homolog)	Tep1 Tlp1	Rattus norvegicus (Rat)	2629	RNA-templated DNA biosynthetic process [GO:0006278]; telomere maintenance via recombination [GO:0000722]	GO:0000722; GO:0000781; GO:0002039; GO:0003723; GO:0005524; GO:0005697; GO:0005737; GO:0006278; GO:0016363; GO:0019899; GO:0070034; GO:1990904
g15397	128.325680145349	-1.21259451124371	0.249473961249748	-4.86060551237163	1.17027249540668e-06	1.29368182801644e-05	140	273	179	302	233	199	255	328	60	68	31	104	104	24	39	64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g15396	357.502006953106	-1.10759997053739	0.318819623916533	-3.47406460408898	0.000512637589293721	0.00253579811380149	299	626	570	742	879	624	667	816	175	214	55	265	352	74	87	205	sp	Q99973	TEP1_HUMAN	34.795	342	164	4	19	870	241	581	1.3e-60	214	Q99973	reviewed	TEP1_HUMAN	Telomerase protein component 1 (Telomerase-associated protein 1) (Telomerase protein 1) (p240) (p80 telomerase homolog)	TEP1 TLP1 TP1	Homo sapiens (Human)	2627	telomere maintenance via recombination [GO:0000722]	GO:0000722; GO:0000781; GO:0002039; GO:0003720; GO:0003723; GO:0005524; GO:0005697; GO:0005737; GO:0016363; GO:0019899; GO:0070034; GO:1990904
g15393	55.8575409259484	-0.877071337831177	0.362130845266902	-2.42197357473028	0.0154364729997292	0.0440189783141989	126	72	80	87	84	120	82	136	54	16	19	105	30	0	47	27	sp	Q61458	CCNH_MOUSE	45.141	319	165	3	1	948	1	312	1.34e-90	276	Q61458	reviewed	CCNH_MOUSE	Cyclin-H	Ccnh	Mus musculus (Mouse)	323	DNA-templated transcription [GO:0006351]; regulation of G1/S transition of mitotic cell cycle [GO:2000045]; regulation of transcription by RNA polymerase II [GO:0006357]	GO:0000307; GO:0001673; GO:0004693; GO:0005634; GO:0005675; GO:0006351; GO:0006357; GO:0016301; GO:0016538; GO:0070985; GO:2000045
