gene_id,uniprot_accession.x,gene_name.x,Entry.Name.x,Protein.names.x,Gene.Names.x,Gene.Ontology.biological.process.x,Gene.Ontology.IDs.x,PSC.56,PSC.52,PSC.54,PSC.61,PSC.64,PSC.73,PSC.76,PSC.81,PSC.59,PSC.57,PSC.69,PSC.67,PSC.71,PSC.75,PSC.78,PSC.83,PSC.0228,PSC.0187,PSC.0188,PSC.0174,PSC.0190,PSC.0231,PSC.0230,PSC.0219,PSC.0177,PSC.0186,PSC.0209,PSC.0203
g3038,Q6J1I7,RN166_RAT,RN166_RAT,E3 ubiquitin-protein ligase RNF166 (EC 2.3.2.27) (RING finger protein 166) (RING-type E3 ubiquitin transferase RNF166),Rnf166,autophagy [GO:0006914]; innate immune response [GO:0045087]; protein polyubiquitination [GO:0000209]; ubiquitin-dependent protein catabolic process [GO:0006511],GO:0000209; GO:0005737; GO:0006511; GO:0006914; GO:0045087; GO:0046872; GO:0061630,185,281,387,231,310,409,324,472,50,46,51,85,90,7,57,34,34,46,18,32,0,37,155,94,65,140,119,105
g2851,Q9JLV2,TP4AP_MOUSE,TP4AP_MOUSE,Short transient receptor potential channel 4-associated protein (Trp4-associated protein) (Trpc4-associated protein) (Protein TAP1) (Rabex-5/Rin2-interacting protein) (TNF-receptor ubiquitous scaffolding/signaling protein) (Protein TRUSS),Trpc4ap Trrp4ap,hair follicle maturation [GO:0048820]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]; ubiquitin-dependent protein catabolic process via the C-end degron rule pathway [GO:0140627],GO:0006511; GO:0016567; GO:0019902; GO:0031464; GO:0048471; GO:0048820; GO:0080008; GO:0140627; GO:1990756,745,661,1095,773,977,1031,879,911,857,1138,415,1215,827,834,388,1894,973,682,557,1020,911,627,618,437,477,457,379,437
g15362,O43242,PSMD3_HUMAN,PSMD3_HUMAN,26S proteasome non-ATPase regulatory subunit 3 (26S proteasome regulatory subunit RPN3) (26S proteasome regulatory subunit S3) (Proteasome subunit p58),PSMD3,proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; regulation of protein catabolic process [GO:0042176]; ubiquitin-dependent protein catabolic process [GO:0006511],GO:0000502; GO:0005576; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0008541; GO:0016020; GO:0022624; GO:0030234; GO:0034774; GO:0042176; GO:0043161; GO:0070062; GO:1904813,1970,1962,1786,1554,2273,1613,1706,2240,2523,3123,1981,3302,3361,1265,1541,2607,2367,1293,1359,1304,1413,1341,1389,717,1011,885,1244,761
g15763,P53804,TTC3_HUMAN,TTC3_HUMAN,E3 ubiquitin-protein ligase TTC3 (EC 2.3.2.27) (Protein DCRR1) (RING finger protein 105) (RING-type E3 ubiquitin transferase TTC3) (TPR repeat protein D) (Tetratricopeptide repeat protein 3) (TPR repeat protein 3),TTC3 DCRR1 RNF105 TPRD,protein K48-linked ubiquitination [GO:0070936]; ubiquitin-dependent protein catabolic process [GO:0006511],GO:0004842; GO:0005634; GO:0005654; GO:0005730; GO:0005794; GO:0005829; GO:0006511; GO:0046872; GO:0070936,863,885,1314,752,1839,1397,827,1174,922,1084,1555,1923,2128,963,634,2537,1968,2431,1777,3466,1639,1106,912,624,772,952,404,438
g15764,P53804,TTC3_HUMAN,TTC3_HUMAN,E3 ubiquitin-protein ligase TTC3 (EC 2.3.2.27) (Protein DCRR1) (RING finger protein 105) (RING-type E3 ubiquitin transferase TTC3) (TPR repeat protein D) (Tetratricopeptide repeat protein 3) (TPR repeat protein 3),TTC3 DCRR1 RNF105 TPRD,protein K48-linked ubiquitination [GO:0070936]; ubiquitin-dependent protein catabolic process [GO:0006511],GO:0004842; GO:0005634; GO:0005654; GO:0005730; GO:0005794; GO:0005829; GO:0006511; GO:0046872; GO:0070936,4408,4010,5264,4117,8552,7354,4226,5937,4316,6081,4329,10762,9442,3473,4028,12812,10710,12188,9872,12283,8683,6790,5258,3339,3215,5187,3889,2611
g15765,O88196,TTC3_MOUSE,TTC3_MOUSE,E3 ubiquitin-protein ligase TTC3 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase TTC3) (TPR repeat protein D) (Mtprd),Ttc3 Kiaa4119,negative regulation of axon extension [GO:0030517]; negative regulation of neuron differentiation [GO:0045665]; protein K48-linked ubiquitination [GO:0070936]; ubiquitin-dependent protein catabolic process [GO:0006511],GO:0004842; GO:0005634; GO:0005773; GO:0005794; GO:0006511; GO:0030517; GO:0045665; GO:0046872; GO:0070936,391,356,669,414,1462,457,488,341,285,831,1003,693,1122,1022,491,2228,617,868,699,1825,478,618,370,355,298,258,214,121
g21739,P25867,UBCD1_DROME,UBCD1_DROME,Ubiquitin-conjugating enzyme E2-17 kDa (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme D1) (Protein effete) (Ubiquitin carrier protein) (Ubiquitin-protein ligase),eff UbcD1 CG7425,anaphase-promoting complex-dependent catabolic process [GO:0031145]; chromosome organization [GO:0051276]; compound eye morphogenesis [GO:0001745]; compound eye photoreceptor cell differentiation [GO:0001751]; female germ-line stem cell asymmetric division [GO:0048132]; germ-line stem cell population maintenance [GO:0030718]; male meiotic nuclear division [GO:0007140]; mitotic cell cycle [GO:0000278]; negative regulation of smoothened signaling pathway [GO:0045879]; neuron remodeling [GO:0016322]; peptidoglycan recognition protein signaling pathway [GO:0061057]; protein linear polyubiquitination [GO:0097039]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; regulation of protein stability [GO:0031647]; regulation of R7 cell differentiation [GO:0045676]; ubiquitin-dependent protein catabolic process [GO:0006511],GO:0000151; GO:0000209; GO:0000278; GO:0001745; GO:0001751; GO:0005524; GO:0005634; GO:0005829; GO:0006511; GO:0007140; GO:0016322; GO:0016567; GO:0030718; GO:0031145; GO:0031625; GO:0031647; GO:0045676; GO:0045879; GO:0048132; GO:0051276; GO:0061057; GO:0061631; GO:0097039,2309,2982,3313,2570,5661,4452,2750,3693,6604,9558,3468,7213,5935,3998,2336,8893,5037,2304,3290,4889,5468,3889,2498,2095,2306,1490,1053,1597
g11649,Q9ES00,UBE4B_MOUSE,UBE4B_MOUSE,Ubiquitin conjugation factor E4 B (EC 2.3.2.27) (RING-type E3 ubiquitin transferase E4 B) (Ubiquitin fusion degradation protein 2),Ube4b Ufd2 Ufd2a,ERAD pathway [GO:0036503]; granzyme-mediated apoptotic signaling pathway [GO:0008626]; neuron projection development [GO:0031175]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; protein catabolic process [GO:0030163]; protein folding [GO:0006457]; protein monoubiquitination [GO:0006513]; protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; response to endoplasmic reticulum stress [GO:0034976]; response to UV [GO:0009411]; ubiquitin-dependent protein catabolic process [GO:0006511]; ventricular trabecula myocardium morphogenesis [GO:0003222],GO:0000151; GO:0000209; GO:0003222; GO:0005524; GO:0005634; GO:0005737; GO:0006457; GO:0006511; GO:0006513; GO:0008626; GO:0009411; GO:0016567; GO:0019899; GO:0030163; GO:0031175; GO:0034450; GO:0034976; GO:0036503; GO:0043161; GO:0051082; GO:0051117; GO:0051865; GO:0061630,2438,1243,1297,833,1012,1106,1244,1418,1593,1228,764,2653,3863,1349,1363,5148,2198,1249,1323,1492,1523,922,2253,595,612,699,530,677
g11648,Q9BXM7,PINK1_HUMAN,PINK1_HUMAN,"Serine/threonine-protein kinase PINK1, mitochondrial (EC 2.7.11.1) (BRPK) (PTEN-induced putative kinase protein 1)",PINK1,"activation of protein kinase B activity [GO:0032148]; autophagy of mitochondrion [GO:0000422]; cellular response to hydrogen sulfide [GO:1904881]; cellular response to hypoxia [GO:0071456]; cellular response to oxidative stress [GO:0034599]; cellular response to toxic substance [GO:0097237]; dopamine secretion [GO:0014046]; establishment of protein localization to mitochondrion [GO:0072655]; hemopoiesis [GO:0030097]; intracellular signal transduction [GO:0035556]; maintenance of protein location in mitochondrion [GO:0072656]; mitochondrion organization [GO:0007005]; mitochondrion to lysosome vesicle-mediated transport [GO:0099074]; mitophagy [GO:0000423]; negative regulation of autophagosome assembly [GO:1902902]; negative regulation of gene expression [GO:0010629]; negative regulation of hydrogen peroxide-induced neuron intrinsic apoptotic signaling pathway [GO:1903384]; negative regulation of hypoxia-induced intrinsic apoptotic signaling pathway [GO:1903298]; negative regulation of intrinsic apoptotic signaling pathway [GO:2001243]; negative regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide [GO:1903751]; negative regulation of JNK cascade [GO:0046329]; negative regulation of macroautophagy [GO:0016242]; negative regulation of mitochondrial fission [GO:0090258]; negative regulation of mitophagy [GO:1901525]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway [GO:1903377]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; peptidyl-serine autophosphorylation [GO:0036289]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of ATP biosynthetic process [GO:2001171]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cristae formation [GO:1903852]; positive regulation of dopamine secretion [GO:0033603]; positive regulation of free ubiquitin chain polymerization [GO:1904544]; positive regulation of macroautophagy [GO:0016239]; positive regulation of mitochondrial electron transport, NADH to ubiquinone [GO:1902958]; positive regulation of mitochondrial fission [GO:0090141]; positive regulation of mitophagy in response to mitochondrial depolarization [GO:0098779]; positive regulation of peptidase activity [GO:0010952]; positive regulation of peptidyl-serine phosphorylation [GO:0033138]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; positive regulation of protein dephosphorylation [GO:0035307]; positive regulation of protein targeting to mitochondrion [GO:1903955]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]; positive regulation of synaptic transmission, dopaminergic [GO:0032226]; positive regulation of translation [GO:0045727]; positive regulation of ubiquitin-protein transferase activity [GO:0051443]; protein phosphorylation [GO:0006468]; protein stabilization [GO:0050821]; protein ubiquitination [GO:0016567]; regulation of apoptotic process [GO:0042981]; regulation of autophagy of mitochondrion [GO:1903146]; regulation of cellular response to oxidative stress [GO:1900407]; regulation of hydrogen peroxide metabolic process [GO:0010310]; regulation of mitochondrial membrane potential [GO:0051881]; regulation of mitochondrion organization [GO:0010821]; regulation of oxidative phosphorylation [GO:0002082]; regulation of proteasomal protein catabolic process [GO:0061136]; regulation of protein targeting to mitochondrion [GO:1903214]; regulation of protein ubiquitination [GO:0031396]; regulation of protein-containing complex assembly [GO:0043254]; regulation of reactive oxygen species metabolic process [GO:2000377]; regulation of synaptic vesicle transport [GO:1902803]; respiratory electron transport chain [GO:0022904]; response to ischemia [GO:0002931]; response to oxidative stress [GO:0006979]; TORC2 signaling [GO:0038203]; ubiquitin-dependent protein catabolic process [GO:0006511]",GO:0000287; GO:0000422; GO:0000423; GO:0000785; GO:0002020; GO:0002082; GO:0002931; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005739; GO:0005741; GO:0005743; GO:0005758; GO:0005783; GO:0005829; GO:0005856; GO:0006468; GO:0006511; GO:0006979; GO:0007005; GO:0010310; GO:0010629; GO:0010821; GO:0010857; GO:0010952; GO:0014046; GO:0016020; GO:0016239; GO:0016242; GO:0016301; GO:0016504; GO:0016567; GO:0018105; GO:0022904; GO:0030097; GO:0030424; GO:0030426; GO:0031396; GO:0031398; GO:0031625; GO:0032148; GO:0032226; GO:0033138; GO:0033603; GO:0034599; GO:0035307; GO:0035556; GO:0036289; GO:0038203; GO:0042981; GO:0043123; GO:0043254; GO:0043422; GO:0043524; GO:0044297; GO:0044877; GO:0045727; GO:0046329; GO:0048471; GO:0050821; GO:0051443; GO:0051881; GO:0051897; GO:0055131; GO:0061136; GO:0071456; GO:0072655; GO:0072656; GO:0090141; GO:0090200; GO:0090258; GO:0097237; GO:0097413; GO:0097449; GO:0098779; GO:0099074; GO:0106310; GO:1900407; GO:1901525; GO:1902803; GO:1902902; GO:1902958; GO:1903146; GO:1903214; GO:1903298; GO:1903377; GO:1903384; GO:1903751; GO:1903852; GO:1903955; GO:1904544; GO:1904841; GO:1904881; GO:2000377; GO:2000378; GO:2001171; GO:2001243,7027,10115,11223,10519,21693,17730,13574,13614,25062,30810,34671,26158,33844,4438,10081,17727,15901,20519,11256,4941,9416,12327,7133,4719,6691,7245,13877,6905
g12645,Q9P0J7,KCMF1_HUMAN,KCMF1_HUMAN,E3 ubiquitin-protein ligase KCMF1 (EC 2.3.2.27) (FGF-induced in gastric cancer) (Potassium channel modulatory factor) (PCMF) (ZZ-type zinc finger-containing protein 1),KCMF1 FIGC ZZZ1,negative regulation of HRI-mediated signaling [GO:0141191]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein K48-linked ubiquitination [GO:0070936]; protein K63-linked ubiquitination [GO:0070534]; response to oxidative stress [GO:0006979]; synaptic signaling [GO:0099536]; ubiquitin-dependent protein catabolic process [GO:0006511],GO:0005576; GO:0005737; GO:0005764; GO:0005770; GO:0005829; GO:0005886; GO:0006511; GO:0006979; GO:0008270; GO:0043161; GO:0045202; GO:0061630; GO:0070534; GO:0070936; GO:0099536; GO:0141191; GO:1904813,655,679,564,398,656,565,564,839,712,751,299,965,887,224,589,550,436,326,306,322,283,352,498,379,319,312,254,338
g11157,Q8BM54,MYLIP_MOUSE,MYLIP_MOUSE,E3 ubiquitin-protein ligase MYLIP (EC 2.3.2.27) (Inducible degrader of the LDL-receptor) (Idol) (Myosin regulatory light chain-interacting protein) (MIR) (RING-type E3 ubiquitin transferase MYLIP),Mylip,cellular response to low-density lipoprotein particle stimulus [GO:0071404]; cholesterol homeostasis [GO:0042632]; negative regulation of low-density lipoprotein particle clearance [GO:0010989]; negative regulation of neuron projection development [GO:0010977]; nervous system development [GO:0007399]; positive regulation of protein catabolic process [GO:0045732]; protein destabilization [GO:0031648]; protein ubiquitination [GO:0016567]; regulation of low-density lipoprotein particle receptor catabolic process [GO:0032803]; ubiquitin-dependent protein catabolic process [GO:0006511],GO:0004842; GO:0005737; GO:0005856; GO:0005886; GO:0006511; GO:0007399; GO:0008092; GO:0010977; GO:0010989; GO:0016567; GO:0031648; GO:0032803; GO:0042632; GO:0045732; GO:0046872; GO:0061630; GO:0071404,247,311,423,288,217,304,398,386,59,45,44,206,113,8,145,47,85,105,108,82,20,45,257,156,97,362,197,166
g16729,Q9VBP9,NPL4_DROME,NPL4_DROME,Nuclear protein localization protein 4 homolog,Npl4 CG4673,cellular response to virus [GO:0098586]; negative regulation of smoothened signaling pathway [GO:0045879]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; ubiquitin-dependent protein catabolic process [GO:0006511],GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0031625; GO:0043130; GO:0043161; GO:0045879; GO:0046872; GO:0071795; GO:0098586,199,258,356,148,347,271,319,254,467,520,180,428,374,203,318,550,431,210,141,227,230,172,199,135,146,101,131,145
g16728,P60670,NPL4_MOUSE,NPL4_MOUSE,Nuclear protein localization protein 4 homolog (Protein NPL4),Nploc4 Kiaa1499 Npl4,"ERAD pathway [GO:0036503]; Golgi organization [GO:0007030]; negative regulation of RIG-I signaling pathway [GO:0039536]; negative regulation of type I interferon production [GO:0032480]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; retrograde protein transport, ER to cytosol [GO:0030970]; ubiquitin-dependent protein catabolic process [GO:0006511]",GO:0005634; GO:0005783; GO:0005829; GO:0006511; GO:0007030; GO:0030970; GO:0031625; GO:0032480; GO:0034098; GO:0036501; GO:0036503; GO:0039536; GO:0042175; GO:0043130; GO:0043161; GO:0044877; GO:0046872; GO:0051117,227,226,241,104,280,153,231,229,271,445,121,311,299,128,196,402,215,128,115,262,141,143,125,76,89,60,52,50
g19294,Q96AB6,NTAN1_HUMAN,NTAN1_HUMAN,Protein N-terminal asparagine amidohydrolase (EC 3.5.1.121) (Protein NH2-terminal asparagine amidohydrolase) (PNAA) (Protein NH2-terminal asparagine deamidase) (PNAD) (Protein N-terminal Asn amidase) (Protein N-terminal asparagine amidase) (Protein NTN-amidase),NTAN1,adult locomotory behavior [GO:0008344]; memory [GO:0007613]; ubiquitin-dependent protein catabolic process [GO:0006511],GO:0005634; GO:0005737; GO:0006511; GO:0007613; GO:0008344; GO:0008418,644,851,994,695,1127,995,681,1048,175,247,100,175,241,91,192,241,151,116,122,393,47,51,635,749,443,450,380,211
g3351,Q9R049,AMFR_MOUSE,AMFR_MOUSE,E3 ubiquitin-protein ligase AMFR (EC 2.3.2.36) (Autocrine motility factor receptor) (AMF receptor) (RING-type E3 ubiquitin transferase AMFR),Amfr,endoplasmic reticulum unfolded protein response [GO:0030968]; ERAD pathway [GO:0036503]; learning or memory [GO:0007611]; negative regulation of canonical Wnt signaling pathway [GO:0090090]; non-canonical NF-kappaB signal transduction [GO:0038061]; protein autoubiquitination [GO:0051865]; protein K27-linked ubiquitination [GO:0044314]; protein K48-linked ubiquitination [GO:0070936]; protein polyubiquitination [GO:0000209]; regulation of SREBP signaling pathway [GO:2000638]; ubiquitin-dependent protein catabolic process [GO:0006511]; Wnt signaling pathway [GO:0016055],GO:0000151; GO:0000166; GO:0000209; GO:0004842; GO:0005783; GO:0005789; GO:0005794; GO:0005829; GO:0005886; GO:0006511; GO:0007611; GO:0016055; GO:0030425; GO:0030426; GO:0030674; GO:0030968; GO:0032991; GO:0034450; GO:0036503; GO:0036513; GO:0038023; GO:0038061; GO:0042802; GO:0043025; GO:0043130; GO:0044314; GO:0046872; GO:0048471; GO:0051087; GO:0051865; GO:0061630; GO:0070936; GO:0090090; GO:1904288; GO:1990381; GO:2000638,1004,1309,1503,1345,1367,1509,1509,1559,1209,1449,907,1554,1508,553,880,1253,1091,973,808,774,742,981,942,525,725,733,612,688
g21569,Q6NW85,ARI1L_DANRE,ARI1L_DANRE,E3 ubiquitin-protein ligase arih1l (EC 2.3.2.31),arih1l zgc:85905,protein polyubiquitination [GO:0000209]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511],GO:0000151; GO:0000209; GO:0004842; GO:0005634; GO:0005737; GO:0006511; GO:0008270; GO:0016567; GO:0031624; GO:0061630,234,429,440,222,230,261,338,507,1647,2262,557,842,891,1980,286,6294,1445,2102,3158,1032,2437,991,283,157,31,144,221,121
