gene_id,uniprot_accession.x,gene_name.x,Entry.Name.x,Protein.names.x,Gene.Names.x,Gene.Ontology.biological.process.x,Gene.Ontology.IDs.x,PSC.56,PSC.52,PSC.54,PSC.61,PSC.64,PSC.73,PSC.76,PSC.81,PSC.59,PSC.57,PSC.69,PSC.67,PSC.71,PSC.75,PSC.78,PSC.83,PSC.0228,PSC.0187,PSC.0188,PSC.0174,PSC.0190,PSC.0231,PSC.0230,PSC.0219,PSC.0177,PSC.0186,PSC.0209,PSC.0203
g6741,Q5RBP9,MPEG1_PONAB,MPEG1_PONAB,"Macrophage-expressed gene 1 protein (Macrophage gene 1 protein) (Mpg-1) (Perforin-2) (P-2) [Cleaved into: Macrophage-expressed gene 1 protein, processed form]",MPEG1,adaptive immune response [GO:0002250]; antibacterial innate immune response [GO:0140367]; antigen processing and presentation of exogenous peptide antigen [GO:0002478]; antigen processing and presentation of exogenous peptide antigen via MHC class I [GO:0042590]; defense response to bacterium [GO:0042742]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; dendritic cell antigen processing and presentation [GO:0002468],GO:0002250; GO:0002468; GO:0002478; GO:0022829; GO:0030670; GO:0031410; GO:0042590; GO:0042742; GO:0045335; GO:0050829; GO:0050830; GO:0061474; GO:0140367,6090,12013,16990,5612,22156,19140,8002,13803,17949,27626,11455,23376,24672,70374,9454,239529,49234,22382,23373,142727,52322,18315,9592,7652,6979,7688,4528,4904
g12481,P81799,NAGK_RAT,NAGK_RAT,N-acetyl-D-glucosamine kinase (N-acetylglucosamine kinase) (EC 2.7.1.59) (GlcNAc kinase) (Muramyl dipeptide kinase) (EC 2.7.1.-) (N-acetyl-D-mannosamine kinase) (EC 2.7.1.60),Nagk,defense response to bacterium [GO:0042742]; innate immune response [GO:0045087]; N-acetylglucosamine metabolic process [GO:0006044]; N-acetylneuraminate catabolic process [GO:0019262]; positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway [GO:0070434]; response to muramyl dipeptide [GO:0032495],GO:0005524; GO:0006044; GO:0009384; GO:0019262; GO:0032495; GO:0042742; GO:0045087; GO:0045127; GO:0070434; GO:0160047,413,801,743,737,1153,854,689,663,703,1833,359,611,1130,347,945,791,830,577,471,446,386,740,651,507,600,521,293,371
g17238,F6R2G2,NLRC4_XENTR,NLRC4_XENTR,NLR family CARD domain-containing protein 4 (Ice protease-activating factor) (Ipaf),nlrc4 ipaf TGas028l14.1,apoptotic process [GO:0006915]; defense response to bacterium [GO:0042742]; detection of bacterium [GO:0016045]; inflammatory response [GO:0006954]; innate immune response [GO:0045087]; regulation of apoptotic process [GO:0042981],GO:0005524; GO:0005829; GO:0006915; GO:0006954; GO:0016045; GO:0042742; GO:0042981; GO:0045087,332,484,767,451,760,694,608,741,908,2445,488,1229,668,984,334,834,1234,611,630,536,1860,1045,444,429,415,228,499,287
g15854,P20749,BCL3_HUMAN,BCL3_HUMAN,B-cell lymphoma 3 protein (BCL-3) (Proto-oncogene BCL3),BCL3 BCL4 D19S37,"antimicrobial humoral response [GO:0019730]; canonical NF-kappaB signal transduction [GO:0007249]; defense response to bacterium [GO:0042742]; defense response to protozoan [GO:0042832]; DNA damage response [GO:0006974]; DNA damage response, signal transduction by p53 class mediator [GO:0030330]; extracellular matrix organization [GO:0030198]; follicular dendritic cell differentiation [GO:0002268]; germinal center formation [GO:0002467]; humoral immune response mediated by circulating immunoglobulin [GO:0002455]; intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator [GO:0042771]; marginal zone B cell differentiation [GO:0002315]; negative regulation of apoptotic process [GO:0043066]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of interleukin-8 production [GO:0032717]; negative regulation of NF-kappaB transcription factor activity [GO:0032088]; negative regulation of receptor signaling pathway via JAK-STAT [GO:0046426]; negative regulation of T cell apoptotic process [GO:0070233]; negative regulation of tumor necrosis factor production [GO:0032720]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of interleukin-10 production [GO:0032733]; positive regulation of transcription by RNA polymerase II [GO:0045944]; positive regulation of translation [GO:0045727]; positive regulation of type II interferon production [GO:0032729]; protein import into nucleus [GO:0006606]; regulation of apoptotic process [GO:0042981]; regulation of DNA binding [GO:0051101]; regulation of non-canonical NF-kappaB signal transduction [GO:1901222]; response to UV-C [GO:0010225]; response to virus [GO:0009615]; spleen development [GO:0048536]; T cell apoptotic process [GO:0070231]; T-helper 1 type immune response [GO:0042088]; T-helper 2 cell differentiation [GO:0045064]",GO:0002268; GO:0002315; GO:0002455; GO:0002467; GO:0003713; GO:0003714; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0006606; GO:0006974; GO:0007249; GO:0009615; GO:0010225; GO:0019730; GO:0030198; GO:0030330; GO:0030496; GO:0030674; GO:0032088; GO:0032717; GO:0032720; GO:0032729; GO:0032733; GO:0032991; GO:0032996; GO:0033257; GO:0042088; GO:0042742; GO:0042771; GO:0042826; GO:0042832; GO:0042981; GO:0043066; GO:0043231; GO:0045064; GO:0045727; GO:0045892; GO:0045893; GO:0045944; GO:0046426; GO:0048471; GO:0048536; GO:0051101; GO:0070231; GO:0070233; GO:0140297; GO:1901222,189,317,532,470,426,403,375,501,843,1327,299,1446,974,1278,442,4767,2120,1646,1032,1967,3483,1289,435,351,469,439,111,556
g6234,F1NV61,CASP7_CHICK,CASP7_CHICK,Caspase-7 (CASP-7) (EC 3.4.22.60) [Cleaved into: Caspase-7 subunit p20; Caspase-7 subunit p11],CASP7,defense response to bacterium [GO:0042742]; execution phase of apoptosis [GO:0097194]; lymphocyte apoptotic process [GO:0070227]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of plasma membrane repair [GO:1905686]; proteolysis [GO:0006508],GO:0003723; GO:0004190; GO:0005615; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0042742; GO:0043525; GO:0070227; GO:0097153; GO:0097194; GO:0097200; GO:1905686,0,172,8,5,7,98,133,134,312,298,305,3597,804,11,1818,230,105,266,70,10,0,116,35,14,7,9,14,51
g7488,Q9JI48,PLAC8_MOUSE,PLAC8_MOUSE,Placenta-specific gene 8 protein (Onzin) (Protein C15),Plac8,brown fat cell differentiation [GO:0050873]; defense response to bacterium [GO:0042742]; negative regulation of apoptotic process [GO:0043066]; negative regulation of multicellular organism growth [GO:0040015]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of cold-induced thermogenesis [GO:0120162]; positive regulation of transcription by RNA polymerase II [GO:0045944]; response to cold [GO:0009409]; transcription by RNA polymerase II [GO:0006366],GO:0003682; GO:0005634; GO:0005654; GO:0006366; GO:0008284; GO:0009409; GO:0040015; GO:0042742; GO:0043066; GO:0045944; GO:0050873; GO:0120162,4369,6825,7336,5243,8132,10378,6193,10911,9027,11858,8575,8181,8908,6883,2702,10139,5938,3451,4547,7875,6649,5078,5433,4842,4063,3268,4524,5473
g2468,Q8R151,ZNFX1_MOUSE,ZNFX1_MOUSE,NFX1-type zinc finger-containing protein 1,Znfx1,activation of innate immune response [GO:0002218]; defense response to bacterium [GO:0042742]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; negative regulation of viral genome replication [GO:0045071]; regulatory ncRNA-mediated heterochromatin formation [GO:0031048],GO:0002218; GO:0003723; GO:0004386; GO:0005741; GO:0008270; GO:0010494; GO:0031048; GO:0031380; GO:0042742; GO:0045071; GO:0045087; GO:0051607,1736,1312,2834,1137,2180,2330,2101,4263,1174,1391,1609,6265,2148,1345,1762,2901,4439,4796,3129,3085,2665,6531,4014,1813,784,1818,1138,700
g24110,Q5R8Z8,RAB14_PONAB,RAB14_PONAB,Ras-related protein Rab-14 (EC 3.6.5.2),RAB14,defense response to bacterium [GO:0042742]; endocytic recycling [GO:0032456]; fibroblast growth factor receptor signaling pathway [GO:0008543]; Golgi to endosome transport [GO:0006895]; phagosome maturation [GO:0090382]; protein transport [GO:0015031]; regulation of embryonic development [GO:0045995]; regulation of protein localization [GO:0032880],GO:0000139; GO:0003924; GO:0005525; GO:0005802; GO:0005829; GO:0006895; GO:0008543; GO:0015031; GO:0019003; GO:0031901; GO:0032456; GO:0032880; GO:0042742; GO:0045335; GO:0045995; GO:0055037; GO:0090382,844,1067,1407,1094,1692,1450,1113,1202,1486,2220,895,1880,2004,726,665,1881,1448,1027,1083,1317,1355,1386,931,743,830,743,241,683
g16225,Q04721,NOTC2_HUMAN,NOTC2_HUMAN,Neurogenic locus notch homolog protein 2 (Notch 2) (hN2) [Cleaved into: Notch 2 extracellular truncation (N2ECD); Notch 2 intracellular domain (N2ICD)],NOTCH2,animal organ morphogenesis [GO:0009887]; apoptotic process [GO:0006915]; atrial septum morphogenesis [GO:0060413]; atrioventricular node development [GO:0003162]; axon guidance [GO:0007411]; BMP signaling pathway [GO:0030509]; bone remodeling [GO:0046849]; cell fate determination [GO:0001709]; cellular response to tumor cell [GO:0071228]; cholangiocyte proliferation [GO:1990705]; ciliary body morphogenesis [GO:0061073]; defense response to bacterium [GO:0042742]; embryonic limb morphogenesis [GO:0030326]; glomerular capillary formation [GO:0072104]; heart looping [GO:0001947]; hemopoiesis [GO:0030097]; hepatocyte proliferation [GO:0072574]; humoral immune response [GO:0006959]; in utero embryonic development [GO:0001701]; inflammatory response to antigenic stimulus [GO:0002437]; intracellular signal transduction [GO:0035556]; intrahepatic bile duct development [GO:0035622]; left/right axis specification [GO:0070986]; marginal zone B cell differentiation [GO:0002315]; morphogenesis of an epithelial sheet [GO:0002011]; multicellular organism growth [GO:0035264]; myeloid dendritic cell differentiation [GO:0043011]; negative regulation of apoptotic process [GO:0043066]; negative regulation of gene expression [GO:0010629]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; Notch signaling pathway [GO:0007219]; placenta blood vessel development [GO:0060674]; podocyte development [GO:0072015]; positive regulation of apoptotic process [GO:0043065]; positive regulation of BMP signaling pathway [GO:0030513]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of keratinocyte proliferation [GO:0010838]; positive regulation of miRNA transcription [GO:1902895]; positive regulation of osteoclast differentiation [GO:0045672]; positive regulation of Ras protein signal transduction [GO:0046579]; positive regulation of smooth muscle cell differentiation [GO:0051152]; positive regulation of transcription by RNA polymerase II [GO:0045944]; proximal tubule development [GO:0072014]; pulmonary valve morphogenesis [GO:0003184]; regulation of osteoclast development [GO:2001204]; wound healing [GO:0042060],GO:0000122; GO:0000139; GO:0000987; GO:0001228; GO:0001701; GO:0001709; GO:0001947; GO:0002011; GO:0002315; GO:0002437; GO:0003162; GO:0003184; GO:0005509; GO:0005576; GO:0005634; GO:0005654; GO:0005789; GO:0005886; GO:0005929; GO:0006915; GO:0006959; GO:0007219; GO:0007399; GO:0007411; GO:0009887; GO:0009986; GO:0010629; GO:0010838; GO:0016020; GO:0019899; GO:0030097; GO:0030326; GO:0030509; GO:0030513; GO:0035264; GO:0035556; GO:0035622; GO:0038023; GO:0042060; GO:0042742; GO:0043011; GO:0043065; GO:0043066; GO:0043235; GO:0045672; GO:0045944; GO:0046579; GO:0046849; GO:0051059; GO:0051152; GO:0060413; GO:0060674; GO:0061073; GO:0070374; GO:0070986; GO:0071228; GO:0072014; GO:0072015; GO:0072104; GO:0072574; GO:1902895; GO:1990705; GO:2001204,22,0,17,0,10,0,0,8,50,112,6,35,51,27,28,37,160,44,69,12,102,194,51,0,0,9,0,10
g4581,Q6NYB7,RAB1A_RAT,RAB1A_RAT,Ras-related protein Rab-1A (EC 3.6.5.2),Rab1A Rab1,autophagosome assembly [GO:0000045]; autophagy [GO:0006914]; cell migration [GO:0016477]; COPII-coated vesicle cargo loading [GO:0090110]; defense response to bacterium [GO:0042742]; endocytosis [GO:0006897]; endoplasmic reticulum to Golgi vesicle-mediated transport [GO:0006888]; Golgi organization [GO:0007030]; growth hormone secretion [GO:0030252]; intracellular protein transport [GO:0006886]; melanosome transport [GO:0032402]; positive regulation of glycoprotein metabolic process [GO:1903020]; positive regulation of interleukin-8 production [GO:0032757]; Rab protein signal transduction [GO:0032482]; substrate adhesion-dependent cell spreading [GO:0034446]; vesicle transport along microtubule [GO:0047496],GO:0000045; GO:0000139; GO:0003924; GO:0003925; GO:0005525; GO:0005769; GO:0005783; GO:0005789; GO:0005794; GO:0005829; GO:0006886; GO:0006888; GO:0006897; GO:0006914; GO:0007030; GO:0012505; GO:0016477; GO:0030252; GO:0032402; GO:0032482; GO:0032757; GO:0034446; GO:0042470; GO:0042742; GO:0043025; GO:0047496; GO:0090110; GO:0098793; GO:1903020,3400,5293,6911,6287,8924,8150,5219,6244,7025,10492,4264,7568,8076,4998,3110,10910,6773,3881,4243,6467,5721,4927,4675,3373,4540,3580,3639,3081
g8842,A7X4K1,WAP1_PHIOL,WAP1_PHIOL,Waprin-Phi1,,defense response to bacterium [GO:0042742]; disruption of cell wall in another organism [GO:0044278],GO:0004867; GO:0005576; GO:0005615; GO:0042742; GO:0044278,463,46,174,20,42,132,178,71,357,245,1535,253,1828,166,125,385,4444,3890,945,300,62,525,697,471,182,112,31,144
