gene_id,uniprot_accession.x,gene_name.x,Entry.Name.x,Protein.names.x,Gene.Names.x,Gene.Ontology.biological.process.x,Gene.Ontology.IDs.x,PSC.56,PSC.52,PSC.54,PSC.61,PSC.64,PSC.73,PSC.76,PSC.81,PSC.59,PSC.57,PSC.69,PSC.67,PSC.71,PSC.75,PSC.78,PSC.83,PSC.0228,PSC.0187,PSC.0188,PSC.0174,PSC.0190,PSC.0231,PSC.0230,PSC.0219,PSC.0177,PSC.0186,PSC.0209,PSC.0203
g19546,Q8VI36,PAXI_MOUSE,PAXI_MOUSE,Paxillin,Pxn,branching morphogenesis of an epithelial tube [GO:0048754]; cell migration [GO:0016477]; cytoskeleton organization [GO:0007010]; endothelial cell migration [GO:0043542]; focal adhesion assembly [GO:0048041]; integrin-mediated signaling pathway [GO:0007229]; lamellipodium assembly [GO:0030032]; positive regulation of angiogenesis [GO:0045766]; regulation of cell shape [GO:0008360]; response to peptide [GO:1901652]; substrate adhesion-dependent cell spreading [GO:0034446]; transforming growth factor beta receptor signaling pathway [GO:0007179],GO:0005078; GO:0005178; GO:0005856; GO:0005925; GO:0005938; GO:0007010; GO:0007179; GO:0007229; GO:0008360; GO:0016477; GO:0019901; GO:0030027; GO:0030032; GO:0030159; GO:0031252; GO:0034446; GO:0038191; GO:0043542; GO:0044877; GO:0045766; GO:0046872; GO:0048041; GO:0048754; GO:0051435; GO:1901652,10237,15108,23299,17047,26007,22663,23948,24425,7447,10024,3155,6593,5257,1198,1753,3672,4143,2092,3074,7227,5066,2924,29531,17962,15594,18384,8439,12146
g1433,D3ZIE4,FYB1_RAT,FYB1_RAT,FYN-binding protein 1 (Adhesion and degranulation promoting adaptor protein) (ADAP) (FYB-120/130) (p120/p130) (FYN-T-binding protein) (SLAP-130) (SLP-76-associated phosphoprotein),Fyb1 Fyb,integrin-mediated signaling pathway [GO:0007229]; protein localization to plasma membrane [GO:0072659]; T cell receptor signaling pathway [GO:0050852],GO:0005634; GO:0005737; GO:0005886; GO:0007229; GO:0008289; GO:0032991; GO:0044877; GO:0050852; GO:0070161; GO:0072659,1264,2342,3019,2071,4176,2898,2182,3228,8146,10836,5405,6635,8723,6103,4621,9543,6999,4291,4111,5941,8515,5984,2214,1881,1723,1373,1591,2000
g18233,Q9EQH1,GAB2_RAT,GAB2_RAT,GRB2-associated-binding protein 2 (GRB2-associated binder 2) (Growth factor receptor bound protein 2-associated protein 2),Gab2,cell migration [GO:0016477]; integrin-mediated signaling pathway [GO:0007229]; intracellular signal transduction [GO:0035556]; osteoclast differentiation [GO:0030316]; phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0043491]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of mast cell degranulation [GO:0043306]; signal transduction [GO:0007165],GO:0005068; GO:0005547; GO:0005737; GO:0005886; GO:0007165; GO:0007229; GO:0008284; GO:0010634; GO:0016477; GO:0019903; GO:0019904; GO:0030316; GO:0032991; GO:0035556; GO:0043306; GO:0043325; GO:0043491; GO:0045121,906,1353,1155,931,1565,1412,1681,2108,2414,3893,925,3153,1184,422,707,1424,1838,1252,1708,361,1820,3005,1403,578,400,1144,173,647
g15377,P26039,TLN1_MOUSE,TLN1_MOUSE,Talin-1,Tln1 Tln,cell-cell adhesion [GO:0098609]; cell-substrate junction assembly [GO:0007044]; cortical actin cytoskeleton organization [GO:0030866]; cortical microtubule organization [GO:0043622]; integrin activation [GO:0033622]; integrin-mediated signaling pathway [GO:0007229],GO:0001726; GO:0001786; GO:0005178; GO:0005200; GO:0005737; GO:0005856; GO:0005886; GO:0005912; GO:0005925; GO:0007044; GO:0007229; GO:0009986; GO:0017166; GO:0030274; GO:0030866; GO:0032587; GO:0033622; GO:0035091; GO:0043622; GO:0051015; GO:0098609,5326,6444,11387,9048,10816,8522,9740,10688,4524,4127,2101,5206,3886,512,1309,2457,3865,2149,3998,2824,2406,1858,13117,7367,7372,8253,7864,7565
g15375,Q9Y490,TLN1_HUMAN,TLN1_HUMAN,Talin-1,TLN1 KIAA1027 TLN,cell-cell adhesion [GO:0098609]; cell-cell junction assembly [GO:0007043]; cell-substrate junction assembly [GO:0007044]; cortical actin cytoskeleton organization [GO:0030866]; integrin activation [GO:0033622]; integrin-mediated signaling pathway [GO:0007229]; platelet aggregation [GO:0070527]; regulation of focal adhesion assembly [GO:0051893],GO:0001726; GO:0001786; GO:0005178; GO:0005200; GO:0005576; GO:0005829; GO:0005856; GO:0005886; GO:0005912; GO:0005925; GO:0007043; GO:0007044; GO:0007229; GO:0009986; GO:0017166; GO:0030274; GO:0030866; GO:0032587; GO:0033622; GO:0035091; GO:0045296; GO:0051015; GO:0051893; GO:0070062; GO:0070527; GO:0098609,4009,4779,8946,6027,7463,5854,6891,8425,3305,3072,2121,4094,2881,491,864,1686,3185,1750,2738,2152,2097,1511,10751,6158,5621,6213,5603,5496
g759,B1A8Z2,CIB1_SHEEP,CIB1_SHEEP,Calcium and integrin-binding protein 1 (Calmyrin),CIB1,angiogenesis [GO:0001525]; apoptotic process [GO:0006915]; cell adhesion [GO:0007155]; cell differentiation [GO:0030154]; cell division [GO:0051301]; cellular response to growth factor stimulus [GO:0071363]; integrin-mediated signaling pathway [GO:0007229]; positive regulation of calcineurin-NFAT signaling cascade [GO:0070886]; positive regulation of protein localization to plasma membrane [GO:1903078]; spermatogenesis [GO:0007283],GO:0000287; GO:0001525; GO:0005509; GO:0005634; GO:0005813; GO:0006915; GO:0007155; GO:0007229; GO:0007283; GO:0016324; GO:0030027; GO:0030154; GO:0030426; GO:0032433; GO:0032587; GO:0042383; GO:0043204; GO:0043495; GO:0048471; GO:0051301; GO:0070886; GO:0071363; GO:1903078,755,580,692,545,834,715,706,749,937,1310,1622,1169,1320,762,349,1024,815,1219,651,745,678,878,406,349,248,468,362,567
g20847,P14234,FGR_MOUSE,FGR_MOUSE,Tyrosine-protein kinase Fgr (EC 2.7.10.2) (Proto-oncogene c-Fgr) (p55-Fgr),Fgr,bone mineralization [GO:0030282]; cell differentiation [GO:0030154]; cell surface receptor protein tyrosine kinase signaling pathway [GO:0007169]; defense response to Gram-positive bacterium [GO:0050830]; innate immune response [GO:0045087]; integrin-mediated signaling pathway [GO:0007229]; myoblast proliferation [GO:0051450]; negative regulation of natural killer cell activation [GO:0032815]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of cell migration [GO:0030335]; positive regulation of cytokine production [GO:0001819]; positive regulation of mast cell degranulation [GO:0043306]; positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0051897]; regulation of actin cytoskeleton organization [GO:0032956]; regulation of cell shape [GO:0008360]; regulation of innate immune response [GO:0045088]; regulation of phagocytosis [GO:0050764]; regulation of protein kinase activity [GO:0045859]; skeletal system morphogenesis [GO:0048705],GO:0001784; GO:0001819; GO:0004713; GO:0004715; GO:0005102; GO:0005524; GO:0005743; GO:0005758; GO:0005829; GO:0005856; GO:0005886; GO:0007169; GO:0007229; GO:0008360; GO:0016235; GO:0018108; GO:0019901; GO:0030154; GO:0030282; GO:0030335; GO:0032587; GO:0032815; GO:0032956; GO:0034987; GO:0034988; GO:0043306; GO:0045087; GO:0045088; GO:0045859; GO:0048705; GO:0050764; GO:0050830; GO:0051450; GO:0051897,2075,3411,3999,4371,4832,4062,5290,5561,855,415,615,816,1070,104,752,266,466,504,494,632,205,279,4032,3389,3313,3170,1991,2343
g11877,Q06124,PTN11_HUMAN,PTN11_HUMAN,Tyrosine-protein phosphatase non-receptor type 11 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1D) (PTP-1D) (Protein-tyrosine phosphatase 2C) (PTP-2C) (SH-PTP2) (SHP-2) (Shp2) (SH-PTP3),PTPN11 PTP2C SHPTP2,atrioventricular canal development [GO:0036302]; axonogenesis [GO:0007409]; Bergmann glial cell differentiation [GO:0060020]; brain development [GO:0007420]; cellular response to epidermal growth factor stimulus [GO:0071364]; cerebellar cortex formation [GO:0021697]; cytokine-mediated signaling pathway [GO:0019221]; DNA damage checkpoint signaling [GO:0000077]; ephrin receptor signaling pathway [GO:0048013]; epidermal growth factor receptor signaling pathway [GO:0007173]; ERBB signaling pathway [GO:0038127]; face morphogenesis [GO:0060325]; fibroblast growth factor receptor signaling pathway [GO:0008543]; genitalia development [GO:0048806]; glucose homeostasis [GO:0042593]; heart development [GO:0007507]; homeostasis of number of cells within a tissue [GO:0048873]; hormone metabolic process [GO:0042445]; hormone-mediated signaling pathway [GO:0009755]; inner ear development [GO:0048839]; integrin-mediated signaling pathway [GO:0007229]; intestinal epithelial cell migration [GO:0061582]; megakaryocyte development [GO:0035855]; microvillus organization [GO:0032528]; multicellular organism growth [GO:0035264]; multicellular organismal reproductive process [GO:0048609]; negative regulation of cell adhesion mediated by integrin [GO:0033629]; negative regulation of chondrocyte differentiation [GO:0032331]; negative regulation of cortisol secretion [GO:0051463]; negative regulation of growth hormone secretion [GO:0060125]; negative regulation of insulin secretion [GO:0046676]; negative regulation of type I interferon production [GO:0032480]; neurotrophin TRK receptor signaling pathway [GO:0048011]; organ growth [GO:0035265]; peptidyl-tyrosine dephosphorylation [GO:0035335]; platelet formation [GO:0030220]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]; positive regulation of glucose import [GO:0046326]; positive regulation of hormone secretion [GO:0046887]; positive regulation of insulin receptor signaling pathway [GO:0046628]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of interleukin-6 production [GO:0032755]; positive regulation of mitotic cell cycle [GO:0045931]; positive regulation of ossification [GO:0045778]; positive regulation of peptidyl-tyrosine phosphorylation [GO:0050731]; positive regulation of tumor necrosis factor production [GO:0032760]; protein dephosphorylation [GO:0006470]; regulation of cell adhesion mediated by integrin [GO:0033628]; regulation of protein export from nucleus [GO:0046825]; regulation of protein-containing complex assembly [GO:0043254]; regulation of type I interferon-mediated signaling pathway [GO:0060338]; T cell costimulation [GO:0031295]; triglyceride metabolic process [GO:0006641],GO:0000077; GO:0001784; GO:0004721; GO:0004725; GO:0004726; GO:0005158; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006470; GO:0006641; GO:0007173; GO:0007229; GO:0007409; GO:0007420; GO:0007507; GO:0008543; GO:0009755; GO:0019221; GO:0019901; GO:0021697; GO:0030159; GO:0030220; GO:0030971; GO:0031295; GO:0032331; GO:0032480; GO:0032528; GO:0032728; GO:0032755; GO:0032760; GO:0032991; GO:0033628; GO:0033629; GO:0035264; GO:0035265; GO:0035335; GO:0035855; GO:0036302; GO:0038127; GO:0042445; GO:0042593; GO:0043254; GO:0045296; GO:0045778; GO:0045931; GO:0046326; GO:0046628; GO:0046676; GO:0046825; GO:0046887; GO:0048008; GO:0048011; GO:0048013; GO:0048609; GO:0048806; GO:0048839; GO:0048873; GO:0050731; GO:0050839; GO:0051428; GO:0051463; GO:0060020; GO:0060090; GO:0060125; GO:0060325; GO:0060338; GO:0061582; GO:0070374; GO:0071364; GO:1990782,404,603,615,415,1116,581,492,728,994,2155,262,751,968,415,331,1421,1023,580,724,887,969,854,824,432,541,510,203,402
g9996,P12606,ITB1A_XENLA,ITB1A_XENLA,Integrin beta-1-A,itgb1-a,cell adhesion [GO:0007155]; integrin-mediated signaling pathway [GO:0007229]; muscle organ development [GO:0007517]; myoblast differentiation [GO:0045445]; myoblast fusion [GO:0007520],GO:0007155; GO:0007229; GO:0007517; GO:0007520; GO:0030027; GO:0032154; GO:0032587; GO:0042470; GO:0045445; GO:0046872; GO:0070161,10080,17721,26349,28480,23265,22869,24111,26354,10662,6738,6897,6969,6380,2417,1831,3811,3679,1549,3096,3208,3060,3477,17875,14556,17055,13881,18433,10533
g9995,Q00651,ITA4_MOUSE,ITA4_MOUSE,Integrin alpha-4 (CD49 antigen-like family member D) (Integrin alpha-IV) (Lymphocyte Peyer patch adhesion molecules subunit alpha) (LPAM subunit alpha) (VLA-4 subunit alpha) (CD antigen CD49d),Itga4,axonogenesis involved in innervation [GO:0060385]; blood vessel remodeling [GO:0001974]; cell adhesion [GO:0007155]; cell adhesion mediated by integrin [GO:0033627]; cell migration [GO:0016477]; cell-cell adhesion [GO:0098609]; cell-matrix adhesion [GO:0007160]; chorio-allantoic fusion [GO:0060710]; clathrin-dependent extracellular exosome endocytosis [GO:1990771]; diapedesis [GO:0050904]; face development [GO:0060324]; heart development [GO:0007507]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; import into cell [GO:0098657]; integrin-mediated signaling pathway [GO:0007229]; leukocyte cell-cell adhesion [GO:0007159]; mesenchyme development [GO:0060485]; negative regulation of protein homodimerization activity [GO:0090074]; negative regulation of vasoconstriction [GO:0045906]; neuron projection extension [GO:1990138]; pericyte cell migration [GO:1905351]; positive regulation of leukocyte cell-cell adhesion [GO:1903039]; positive regulation of leukocyte migration [GO:0002687]; positive regulation of leukocyte tethering or rolling [GO:1903238]; positive regulation of T cell migration [GO:2000406]; T cell migration [GO:0072678]; vascular associated smooth muscle cell migration [GO:1904738]; visceral serous pericardium development [GO:0061032],GO:0001968; GO:0001974; GO:0002687; GO:0003823; GO:0005178; GO:0005911; GO:0007155; GO:0007157; GO:0007159; GO:0007160; GO:0007229; GO:0007507; GO:0008305; GO:0009897; GO:0009986; GO:0016477; GO:0030426; GO:0033627; GO:0034668; GO:0043025; GO:0045906; GO:0046872; GO:0050839; GO:0050904; GO:0060324; GO:0060385; GO:0060485; GO:0060710; GO:0061032; GO:0072678; GO:0090074; GO:0098609; GO:0098657; GO:1903039; GO:1903238; GO:1904738; GO:1905351; GO:1990138; GO:1990405; GO:1990771; GO:2000406,379,569,585,1205,529,908,821,1103,322,104,73,207,112,10,149,77,59,26,91,26,75,9,1235,696,740,897,207,339
g9994,Q13797,ITA9_HUMAN,ITA9_HUMAN,Integrin alpha-9 (Integrin alpha-RLC),ITGA9,cell adhesion [GO:0007155]; cell adhesion mediated by integrin [GO:0033627]; cell-cell adhesion [GO:0098609]; cell-matrix adhesion [GO:0007160]; integrin-mediated signaling pathway [GO:0007229]; negative regulation of vasoconstriction [GO:0045906]; neutrophil chemotaxis [GO:0030593],GO:0005178; GO:0005886; GO:0007155; GO:0007160; GO:0007229; GO:0008305; GO:0009897; GO:0009925; GO:0030593; GO:0033627; GO:0034679; GO:0045906; GO:0046872; GO:0098609; GO:0098640,506,893,1208,1495,709,1521,1431,1942,584,185,194,338,141,37,222,81,84,21,205,90,174,19,2112,1280,1229,1538,243,787
g18407,Q9DF58,ILK_CHICK,ILK_CHICK,Integrin-linked protein kinase (EC 2.7.11.1) (59 kDa serine/threonine-protein kinase) (Beta-integrin-linked kinase) (ILK-1) (ILK-2) (p59ILK),ILK ILK1 ILK2,branching involved in ureteric bud morphogenesis [GO:0001658]; cell morphogenesis [GO:0000902]; cell projection organization [GO:0030030]; establishment or maintenance of epithelial cell apical/basal polarity [GO:0045197]; fibroblast migration [GO:0010761]; integrin-mediated signaling pathway [GO:0007229]; myelination in peripheral nervous system [GO:0022011]; negative regulation of neural precursor cell proliferation [GO:2000178]; nerve development [GO:0021675]; neural precursor cell proliferation [GO:0061351]; outflow tract morphogenesis [GO:0003151]; phosphatidylinositol 3-kinase/protein kinase B signal transduction [GO:0043491]; positive regulation of BMP signaling pathway [GO:0030513]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of canonical Wnt signaling pathway [GO:0090263]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of osteoblast differentiation [GO:0045669]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of substrate adhesion-dependent cell spreading [GO:1900026]; signal transduction [GO:0007165]; substrate adhesion-dependent cell spreading [GO:0034446]; tumor necrosis factor-mediated signaling pathway [GO:0033209],GO:0000902; GO:0001658; GO:0001934; GO:0003151; GO:0004672; GO:0004674; GO:0005524; GO:0005737; GO:0005829; GO:0005886; GO:0005925; GO:0007165; GO:0007229; GO:0008284; GO:0010761; GO:0019901; GO:0021675; GO:0022011; GO:0030017; GO:0030027; GO:0030030; GO:0030513; GO:0033209; GO:0034446; GO:0043123; GO:0043491; GO:0045197; GO:0045669; GO:0045893; GO:0061351; GO:0090263; GO:1900026; GO:2000178,1103,1955,2732,1548,2464,1972,2466,1632,348,388,247,334,399,446,174,419,228,240,667,880,208,88,2762,2018,1659,1235,4322,1283
g10318,B8JK39,ITA9_MOUSE,ITA9_MOUSE,Integrin alpha-9,Itga9,cell adhesion [GO:0007155]; cell adhesion mediated by integrin [GO:0033627]; cell-cell adhesion [GO:0098609]; cell-matrix adhesion [GO:0007160]; integrin-mediated signaling pathway [GO:0007229]; negative regulation of vasoconstriction [GO:0045906]; neutrophil chemotaxis [GO:0030593],GO:0005178; GO:0005518; GO:0007155; GO:0007160; GO:0007229; GO:0008305; GO:0009897; GO:0009925; GO:0030593; GO:0033627; GO:0034679; GO:0043236; GO:0045906; GO:0046872; GO:0098609; GO:0098640,14136,13891,35732,23237,80858,40230,13513,28040,35951,51992,44335,37634,28584,23885,10806,38167,17670,13159,19267,43224,24993,18713,18773,16205,18112,13532,12958,18172
