gene_id,uniprot_accession.x,gene_name.x,Entry.Name.x,Protein.names.x,Gene.Names.x,Gene.Ontology.biological.process.x,Gene.Ontology.IDs.x,PSC.56,PSC.52,PSC.54,PSC.61,PSC.64,PSC.73,PSC.76,PSC.81,PSC.59,PSC.57,PSC.69,PSC.67,PSC.71,PSC.75,PSC.78,PSC.83,PSC.0228,PSC.0187,PSC.0188,PSC.0174,PSC.0190,PSC.0231,PSC.0230,PSC.0219,PSC.0177,PSC.0186,PSC.0209,PSC.0203
g21154,A6QR55,UBP4_BOVIN,UBP4_BOVIN,Ubiquitin carboxyl-terminal hydrolase 4 (EC 3.4.19.12) (Deubiquitinating enzyme 4) (Ubiquitin thioesterase 4) (Ubiquitin-specific-processing protease 4),USP4,negative regulation of protein ubiquitination [GO:0031397]; positive regulation of TORC1 signaling [GO:1904263]; protein deubiquitination [GO:0016579]; protein localization to cell surface [GO:0034394]; proteolysis [GO:0006508]; regulation of protein stability [GO:0031647]; spliceosomal tri-snRNP complex assembly [GO:0000244],GO:0000244; GO:0004843; GO:0005634; GO:0005737; GO:0006508; GO:0016579; GO:0031397; GO:0031647; GO:0034394; GO:0046872; GO:1904263,814,690,1091,962,1157,1145,606,725,2175,3848,684,2596,2219,1259,735,4089,2618,1106,1712,1508,2601,2089,798,370,707,491,597,536
g21155,B2GUZ1,UBP4_RAT,UBP4_RAT,Ubiquitin carboxyl-terminal hydrolase 4 (EC 3.4.19.12) (Deubiquitinating enzyme 4) (Ubiquitin thioesterase 4) (Ubiquitin-specific-processing protease 4),Usp4,negative regulation of protein ubiquitination [GO:0031397]; positive regulation of TORC1 signaling [GO:1904263]; protein deubiquitination [GO:0016579]; protein localization to cell surface [GO:0034394]; proteolysis [GO:0006508]; regulation of protein stability [GO:0031647]; spliceosomal tri-snRNP complex assembly [GO:0000244],GO:0000244; GO:0004843; GO:0005634; GO:0005737; GO:0005829; GO:0005886; GO:0006508; GO:0016579; GO:0031397; GO:0031647; GO:0031685; GO:0034394; GO:0042802; GO:0046872; GO:1904263,671,558,1036,920,928,1213,601,673,2146,3716,878,2452,2191,1985,702,4060,2805,1163,1756,1495,2763,2235,831,513,698,440,455,645
g11915,A0A2S3R7M0,MARTX_VIBVL,MARTX_VIBVL,Multifunctional-autoprocessing repeats-in-toxin (MARTX) (EC 3.4.22.-) [Cleaved into: Actin cross-linking toxin F1 (EC 6.3.2.-); N-epsilon-fatty acyltransferase F2 (EC 2.3.1.-) (Rho inactivation domain-containing toxin F2) (RIDvc); ABH effector region toxin F5; Cysteine protease domain-containing toxin F3 (EC 3.4.22.-)],CRN52_02910,proteolysis [GO:0006508],GO:0005576; GO:0006508; GO:0008234; GO:0008289; GO:0016020; GO:0016746; GO:0016874; GO:0020002; GO:0044164; GO:0046872; GO:0090729,152,57,55,6,189,199,288,96,295,165,3697,1011,5220,72,306,645,2599,13744,2725,67,21,2357,168,455,170,49,61,322
g5810,Q9CXT6,KDM8_MOUSE,KDM8_MOUSE,Bifunctional peptidase and arginyl-hydroxylase JMJD5 (EC 1.14.11.73) (EC 3.4.-.-) (JmjC domain-containing protein 5) (Jumonji C domain-containing protein 5) (L-arginine (3R)-hydroxylase KDM8) (Lysine-specific demethylase 8),Kdm8 Jmjd5,circadian regulation of gene expression [GO:0032922]; fibroblast proliferation [GO:0048144]; G2/M transition of mitotic cell cycle [GO:0000086]; in utero embryonic development [GO:0001701]; negative regulation of DNA-templated transcription [GO:0045892]; positive regulation of DNA-templated transcription [GO:0045893]; protein destabilization [GO:0031648]; proteolysis [GO:0006508]; regulation of signal transduction by p53 class mediator [GO:1901796],GO:0000086; GO:0001701; GO:0002039; GO:0003682; GO:0004175; GO:0004177; GO:0005634; GO:0005654; GO:0005694; GO:0005829; GO:0006508; GO:0031648; GO:0032922; GO:0035064; GO:0045892; GO:0045893; GO:0046872; GO:0048144; GO:0051864; GO:0106157; GO:1901796,439,789,784,771,665,929,924,1263,118,59,116,201,91,14,69,64,77,140,73,97,61,54,410,360,168,367,321,250
g15068,Q15485,FCN2_HUMAN,FCN2_HUMAN,Ficolin-2 (37 kDa elastin-binding protein) (Collagen/fibrinogen domain-containing protein 2) (EBP-37) (Ficolin-B) (Ficolin-beta) (Hucolin) (L-ficolin) (Serum lectin p35),FCN2 FCNL,"cell surface pattern recognition receptor signaling pathway [GO:0002752]; complement activation, lectin pathway [GO:0001867]; defense response to Gram-negative bacterium [GO:0050829]; defense response to Gram-positive bacterium [GO:0050830]; opsonization [GO:0008228]; positive regulation of opsonization [GO:1903028]; proteolysis [GO:0006508]; recognition of apoptotic cell [GO:0043654]",GO:0001867; GO:0002752; GO:0003823; GO:0005102; GO:0005576; GO:0005581; GO:0005615; GO:0006508; GO:0008228; GO:0009897; GO:0043394; GO:0043654; GO:0046872; GO:0048306; GO:0050829; GO:0050830; GO:0062023; GO:0070062; GO:0072562; GO:0097367; GO:1903028; GO:1905370; GO:2001065,244,570,368,449,44,20,207,309,5,0,12,9,0,4,4,19,19,23,5,10,8,14,118,22,17,247,0,123
g1332,P47245,NRDC_RAT,NRDC_RAT,Nardilysin (EC 3.4.24.61) (N-arginine dibasic convertase) (NRD convertase) (NRD-C) (Nardilysin convertase),Nrdc Nrd1,negative regulation of cold-induced thermogenesis [GO:0120163]; positive regulation of axonogenesis [GO:0050772]; positive regulation of membrane protein ectodomain proteolysis [GO:0051044]; positive regulation of myelination [GO:0031643]; proteolysis [GO:0006508],GO:0004222; GO:0005739; GO:0006508; GO:0008233; GO:0030425; GO:0031643; GO:0046872; GO:0050772; GO:0051044; GO:0120163,257,388,259,273,326,240,435,448,180,66,160,261,104,24,142,42,93,115,62,61,8,26,185,143,130,172,174,135
g23743,P55866,CASP3_XENLA,CASP3_XENLA,Caspase-3 (CASP-3) (EC 3.4.22.56) (Apopain) (Cysteine protease CPP32) (xCPP32) [Cleaved into: Caspase-3 subunit p17; Caspase-3 subunit p12],casp3,proteolysis [GO:0006508],GO:0004175; GO:0005737; GO:0006508; GO:0097200,1680,2577,3036,2396,3597,3283,2459,3089,2120,2408,1758,2450,2603,3185,1188,6069,2549,1912,1911,4182,2804,2474,1483,1415,1408,1559,1345,1383
g9438,Q9UDY8,MALT1_HUMAN,MALT1_HUMAN,Mucosa-associated lymphoid tissue lymphoma translocation protein 1 (EC 3.4.22.-) (MALT lymphoma-associated translocation) (Paracaspase),MALT1 MLT,B cell activation [GO:0042113]; B-1 B cell differentiation [GO:0001923]; defense response [GO:0006952]; innate immune response [GO:0045087]; lipopolysaccharide-mediated signaling pathway [GO:0031663]; negative regulation of apoptotic process [GO:0043066]; nuclear export [GO:0051168]; positive regulation of canonical NF-kappaB signal transduction [GO:0043123]; positive regulation of cysteine-type endopeptidase activity involved in apoptotic process [GO:0043280]; positive regulation of interleukin-1 beta production [GO:0032731]; positive regulation of interleukin-2 production [GO:0032743]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of protein ubiquitination [GO:0031398]; positive regulation of T cell cytokine production [GO:0002726]; positive regulation of T-helper 17 cell differentiation [GO:2000321]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; regulation of apoptotic process [GO:0042981]; regulation of T cell receptor signaling pathway [GO:0050856]; response to fungus [GO:0009620]; T cell proliferation [GO:0042098]; T cell receptor signaling pathway [GO:0050852],GO:0001650; GO:0001923; GO:0002020; GO:0002096; GO:0002726; GO:0004175; GO:0004197; GO:0004842; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0006952; GO:0008233; GO:0009620; GO:0031398; GO:0031663; GO:0032449; GO:0032731; GO:0032743; GO:0032991; GO:0036094; GO:0042098; GO:0042113; GO:0042802; GO:0042981; GO:0043066; GO:0043123; GO:0043280; GO:0045087; GO:0048471; GO:0050852; GO:0050856; GO:0051092; GO:0051168; GO:0051603; GO:2000321,2733,4683,5763,5713,7187,4662,6832,6041,7350,12060,11754,10803,13648,8149,3781,14688,11852,9398,6462,6437,12090,8725,3191,3026,3246,2646,3190,2066
g16352,Q8IYS1,P20D2_HUMAN,P20D2_HUMAN,Xaa-Arg dipeptidase (EC 3.4.13.4) (Beta-Ala-Lys dipeptidase),PM20D2 ACY1L2,proteolysis [GO:0006508]; regulation of protein metabolic process [GO:0051246],GO:0004180; GO:0005654; GO:0006508; GO:0016805; GO:0042802; GO:0051246,41,40,59,12,31,190,778,14,417,750,584,5993,1734,24,1130,332,228,747,363,72,11,259,53,19,0,27,37,225
g7863,O43895,XPP2_HUMAN,XPP2_HUMAN,Xaa-Pro aminopeptidase 2 (EC 3.4.11.9) (Aminoacylproline aminopeptidase) (Membrane-bound aminopeptidase P) (Membrane-bound APP) (Membrane-bound AmP) (mAmP) (X-Pro aminopeptidase 2),XPNPEP2,proteolysis [GO:0006508],GO:0004177; GO:0005576; GO:0005886; GO:0006508; GO:0016020; GO:0046872; GO:0070006; GO:0070062; GO:0098552,146,14,14,5,0,246,11,24,476,0,25,52,0,89,50,1599,81,633,2188,0,21,1938,12,85,371,29,88,90
g22278,P37892,CBPE_LOPAM,CBPE_LOPAM,Carboxypeptidase E (CPE) (EC 3.4.17.10) (Carboxypeptidase H) (CPH) (Enkephalin convertase) (Prohormone-processing carboxypeptidase),cpe,proteolysis [GO:0006508],GO:0004181; GO:0005576; GO:0006508; GO:0008270; GO:0030658,577,424,404,350,512,589,537,354,376,224,486,1045,803,113,450,425,657,1563,692,202,106,663,285,315,202,245,164,209
g2743,Q54P70,Y4757_DICDI,Y4757_DICDI,OTU domain-containing protein DDB_G0284757 (EC 3.1.2.-),DDB_G0284757,protein deubiquitination [GO:0016579]; proteolysis [GO:0006508],GO:0004843; GO:0006508; GO:0016579,303,458,348,291,252,331,366,632,174,24,40,133,37,0,811,13,17,18,32,33,4,19,309,237,179,234,142,140
g23157,P80646,CTRB_GADMO,CTRB_GADMO,Chymotrypsin B (EC 3.4.21.1) [Cleaved into: Chymotrypsin B chain A; Chymotrypsin B chain B],,digestion [GO:0007586]; proteolysis [GO:0006508],GO:0004252; GO:0005576; GO:0006508; GO:0007586,281,152,222,352,306,314,560,357,1209,968,827,3313,1340,337,789,1472,4066,13090,2993,155,1185,3017,311,145,122,260,103,303
g588,P80146,SEPR_THESR,SEPR_THESR,Extracellular serine proteinase (EC 3.4.21.-),,proteolysis [GO:0006508],GO:0004252; GO:0005615; GO:0006508,754,22,32,22,40,836,17,63,1058,33,64,343,133,289,729,2681,391,1791,10373,44,128,19193,17,150,413,56,315,340
g21213,Q5G266,NETR_TRAPH,NETR_TRAPH,Neurotrypsin (EC 3.4.21.-) (Serine protease 12),PRSS12,exocytosis [GO:0006887]; proteolysis [GO:0006508],GO:0004252; GO:0005886; GO:0006508; GO:0006887; GO:0030424; GO:0030425; GO:0043083; GO:0043195,181,25,42,31,244,582,28,32,1445,764,1257,780,689,568,356,3096,2413,10420,4700,69,865,11456,41,369,372,99,546,296
g21210,G5ECS8,ADT1_CAEEL,ADT1_CAEEL,A disintegrin and metalloproteinase with thrombospondin motifs adt-1 (ADAMTS adt-1) (EC 3.4.24.-),adt-1 C02B4.1,extracellular matrix organization [GO:0030198]; proteolysis [GO:0006508],GO:0004222; GO:0005576; GO:0006508; GO:0030198; GO:0031012; GO:0046872,100,55,73,18,89,109,86,93,12180,8087,6485,9024,7006,8997,2510,15046,8741,8039,3917,572,19647,14783,97,87,14,21,207,79
g4026,Q9VT65,CANB_DROME,CANB_DROME,Calpain-B (EC 3.4.22.-) (Calcium-activated neutral proteinase B) (CANP B) [Cleaved into: Calpain-B catalytic subunit 1; Calpain-B catalytic subunit 2],CalpB CG8107,border follicle cell migration [GO:0007298]; neuron remodeling [GO:0016322]; protein autoprocessing [GO:0016540]; proteolysis [GO:0006508],GO:0004198; GO:0005509; GO:0005737; GO:0006508; GO:0007298; GO:0016020; GO:0016322; GO:0016540,4687,12603,10277,11987,9851,16089,12420,12431,1761,983,1172,3254,2062,318,3788,1370,837,1274,2321,536,561,1302,12906,12040,6745,6784,11178,7537
g13110,P17538,CTRB1_HUMAN,CTRB1_HUMAN,Chymotrypsinogen B (EC 3.4.21.1) [Cleaved into: Chymotrypsin B chain A; Chymotrypsin B chain B; Chymotrypsin B chain C],CTRB1 CTRB,digestion [GO:0007586]; proteolysis [GO:0006508],GO:0004252; GO:0005576; GO:0006508; GO:0007586,149,15,13,24,13,69,51,75,515,204,830,977,1588,132,63,294,1869,3701,265,29,391,308,16,647,25,11,73,18
g23741,Q9CXY9,GPI8_MOUSE,GPI8_MOUSE,GPI-anchor transamidase (GPI transamidase) (EC 3.-.-.-) (Phosphatidylinositol-glycan biosynthesis class K protein) (PIG-K),Pigk,attachment of GPI anchor to protein [GO:0016255]; proteolysis [GO:0006508],GO:0003923; GO:0006508; GO:0016255; GO:0042765,423,376,303,315,339,293,483,400,121,52,105,146,90,10,212,80,96,102,144,86,18,36,266,166,139,207,192,237
g6550,A3KQS4,MINY1_DANRE,MINY1_DANRE,Ubiquitin carboxyl-terminal hydrolase MINDY-1 (EC 3.4.19.12) (Deubiquitinating enzyme MINDY-1) (Protein FAM63A),mindy1 fam63a si:ch211-210h11.5,proteolysis [GO:0006508],GO:0004843; GO:0006508; GO:0036435; GO:1990380,279,179,178,246,205,203,239,259,339,294,195,606,426,111,263,409,374,292,297,166,265,178,220,137,86,140,87,185
g3583,Q7L266,ASGL1_HUMAN,ASGL1_HUMAN,Isoaspartyl peptidase/L-asparaginase (EC 3.4.19.5) (EC 3.5.1.1) (Asparaginase-like protein 1) (Beta-aspartyl-peptidase) (Isoaspartyl dipeptidase) (L-asparagine amidohydrolase) [Cleaved into: Isoaspartyl peptidase/L-asparaginase alpha chain; Isoaspartyl peptidase/L-asparaginase beta chain],ASRGL1 ALP CRASH,asparagine catabolic process via L-aspartate [GO:0033345]; proteolysis [GO:0006508],GO:0001917; GO:0004067; GO:0005634; GO:0005737; GO:0005829; GO:0006508; GO:0008798; GO:0033345,837,969,603,504,466,487,508,903,568,42,64,364,212,22,1790,50,42,12,44,26,7,28,198,205,79,149,227,243
g5241,Q95M12,LGMN_BOVIN,LGMN_BOVIN,"Legumain (EC 3.4.22.34) (Asparaginyl endopeptidase) (Protease, cysteine 1)",LGMN PRSC1,antigen processing and presentation of exogenous peptide antigen via MHC class II [GO:0019886]; negative regulation of ERBB signaling pathway [GO:1901185]; proteolysis [GO:0006508]; proteolysis involved in protein catabolic process [GO:0051603]; receptor catabolic process [GO:0032801]; renal system process [GO:0003014]; vacuolar protein processing [GO:0006624],GO:0003014; GO:0004197; GO:0005764; GO:0006508; GO:0006624; GO:0019886; GO:0032801; GO:0043202; GO:0051603; GO:1901185,490,3,4,4,7,779,0,33,1409,28,37,77,33,168,117,5120,565,1693,6375,11,86,5743,12,217,962,27,423,273
g8177,Q9DEX3,CATD_CLUHA,CATD_CLUHA,Cathepsin D (EC 3.4.23.5),ctsd,proteolysis [GO:0006508],GO:0004190; GO:0005764; GO:0006508,3398,6016,6654,4080,6561,6625,5743,7243,7733,5890,7118,6188,7042,2185,4510,7612,4780,4250,6166,4374,1542,3804,4456,2418,3188,2221,3839,2207
g6127,P20825,POL2_DROME,POL2_DROME,Retrovirus-related Pol polyprotein from transposon 297 [Includes: Protease (EC 3.4.23.-); Reverse transcriptase (EC 2.7.7.49); Endonuclease],pol,DNA integration [GO:0015074]; proteolysis [GO:0006508],GO:0003676; GO:0003964; GO:0004190; GO:0004519; GO:0006508; GO:0015074; GO:0042575,22,177,71,168,46,130,226,184,26,0,40,5,12,4,0,0,0,9,48,0,9,6,115,66,76,118,74,42
g19768,P87362,BLMH_CHICK,BLMH_CHICK,Bleomycin hydrolase (BH) (BLM hydrolase) (BMH) (EC 3.4.22.40) (Aminopeptidase H),BLMH,homocysteine catabolic process [GO:0043418]; proteolysis [GO:0006508]; response to toxic substance [GO:0009636],GO:0004177; GO:0004197; GO:0005737; GO:0006508; GO:0008234; GO:0009636; GO:0043418; GO:0070005,392,249,463,432,465,339,315,321,363,439,203,538,432,102,341,390,359,233,225,327,131,213,410,184,162,147,191,143
g24087,P12821,ACE_HUMAN,ACE_HUMAN,"Angiotensin-converting enzyme (ACE) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]",ACE DCP DCP1,amyloid-beta metabolic process [GO:0050435]; angiogenesis involved in coronary vascular morphogenesis [GO:0060978]; angiotensin maturation [GO:0002003]; angiotensin-activated signaling pathway [GO:0038166]; animal organ regeneration [GO:0031100]; antigen processing and presentation of peptide antigen via MHC class I [GO:0002474]; arachidonic acid secretion [GO:0050482]; blood vessel diameter maintenance [GO:0097746]; blood vessel remodeling [GO:0001974]; bradykinin catabolic process [GO:0010815]; cell proliferation in bone marrow [GO:0071838]; cellular response to aldosterone [GO:1904045]; cellular response to glucose stimulus [GO:0071333]; eating behavior [GO:0042755]; embryo development ending in birth or egg hatching [GO:0009792]; female pregnancy [GO:0007565]; heart contraction [GO:0060047]; hematopoietic stem cell differentiation [GO:0060218]; hormone catabolic process [GO:0042447]; hormone metabolic process [GO:0042445]; kidney development [GO:0001822]; lung alveolus development [GO:0048286]; male gonad development [GO:0008584]; mononuclear cell proliferation [GO:0032943]; negative regulation of calcium ion import [GO:0090281]; negative regulation of gap junction assembly [GO:1903597]; negative regulation of gene expression [GO:0010629]; negative regulation of glucose import [GO:0046325]; neutrophil mediated immunity [GO:0002446]; peptide catabolic process [GO:0043171]; positive regulation of apoptotic process [GO:0043065]; positive regulation of neurogenesis [GO:0050769]; positive regulation of peptidyl-cysteine S-nitrosylation [GO:2000170]; positive regulation of systemic arterial blood pressure [GO:0003084]; positive regulation of vasoconstriction [GO:0045907]; post-transcriptional regulation of gene expression [GO:0010608]; proteolysis [GO:0006508]; regulation of angiotensin metabolic process [GO:0060177]; regulation of blood pressure [GO:0008217]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of hematopoietic stem cell proliferation [GO:1902033]; regulation of renal output by angiotensin [GO:0002019]; regulation of smooth muscle cell migration [GO:0014910]; regulation of synaptic plasticity [GO:0048167]; regulation of systemic arterial blood pressure by renin-angiotensin [GO:0003081]; regulation of vasoconstriction [GO:0019229]; response to dexamethasone [GO:0071548]; response to hypoxia [GO:0001666]; response to laminar fluid shear stress [GO:0034616]; response to lipopolysaccharide [GO:0032496]; response to nutrient levels [GO:0031667]; response to thyroid hormone [GO:0097066]; response to xenobiotic stimulus [GO:0009410]; spermatogenesis [GO:0007283]; substance P catabolic process [GO:0010814]; vasoconstriction [GO:0042310],GO:0001666; GO:0001822; GO:0001974; GO:0002003; GO:0002019; GO:0002446; GO:0002474; GO:0003081; GO:0003084; GO:0003779; GO:0004175; GO:0004180; GO:0004222; GO:0005516; GO:0005576; GO:0005615; GO:0005764; GO:0005768; GO:0005886; GO:0006508; GO:0007283; GO:0007565; GO:0008217; GO:0008233; GO:0008237; GO:0008238; GO:0008240; GO:0008241; GO:0008270; GO:0008584; GO:0009410; GO:0009792; GO:0009897; GO:0009925; GO:0010608; GO:0010629; GO:0010814; GO:0010815; GO:0014910; GO:0019229; GO:0031100; GO:0031404; GO:0031434; GO:0031526; GO:0031667; GO:0031711; GO:0032496; GO:0032943; GO:0034616; GO:0038166; GO:0042310; GO:0042445; GO:0042447; GO:0042755; GO:0043065; GO:0043171; GO:0045907; GO:0046325; GO:0048167; GO:0048286; GO:0050435; GO:0050482; GO:0050769; GO:0051019; GO:0060047; GO:0060177; GO:0060218; GO:0060978; GO:0070062; GO:0070573; GO:0071333; GO:0071548; GO:0071838; GO:0086091; GO:0090281; GO:0097066; GO:0097225; GO:0097746; GO:1901363; GO:1902033; GO:1903597; GO:1904045; GO:2000170,26,382,0,0,13,225,67,254,395,75,68,494,190,15,1679,448,138,814,701,11,0,1014,14,51,89,9,50,89
g4204,Q9Y3Q0,NALD2_HUMAN,NALD2_HUMAN,N-acetylated-alpha-linked acidic dipeptidase 2 (EC 3.4.17.21) (Glutamate carboxypeptidase III) (GCPIII) (N-acetylated-alpha-linked acidic dipeptidase II) (NAALADase II),NAALAD2,proteolysis [GO:0006508],GO:0004180; GO:0004181; GO:0005886; GO:0006508; GO:0008236; GO:0008239; GO:0016020; GO:0016805; GO:0046872,19,12,6,0,7,124,194,9,206,81,54,593,133,7,159,544,85,200,796,5,12,828,13,10,170,8,0,63
