pycn_heli.0014	AUGUSTUS	gene	1284876	1288740	1	-	.	g98
pycn_heli.0014	AUGUSTUS	gene	1320560	1340325	1	+	.	g99
pycn_heli.0014	AUGUSTUS	gene	1345085	1346655	1	-	.	g100
pycn_heli.0014	AUGUSTUS	gene	1348350	1359819	0.84	+	.	g101
pycn_heli.0014	AUGUSTUS	gene	1377651	1378974	0.63	+	.	g102
pycn_heli.0014	AUGUSTUS	gene	1462710	1508915	0.52	+	.	g103
pycn_heli.0014	AUGUSTUS	gene	1518691	1528603	1	+	.	g104
pycn_heli.0014	AUGUSTUS	gene	1533338	1539768	0.79	+	.	g105
pycn_heli.0014	AUGUSTUS	gene	1539854	1540484	0.99	-	.	g106
pycn_heli.0014	AUGUSTUS	gene	1540725	1548001	0.96	+	.	g107
pycn_heli.0014	AUGUSTUS	gene	1554431	1563496	0.48	+	.	g108
pycn_heli.0014	AUGUSTUS	gene	1563600	1579068	1	+	.	g109
pycn_heli.0014	AUGUSTUS	gene	1585305	1603749	0.28	+	.	g110
pycn_heli.0014	AUGUSTUS	gene	1617793	1627852	1	-	.	g111
pycn_heli.0014	AUGUSTUS	gene	1634480	1634887	0.85	+	.	g112
pycn_heli.0014	AUGUSTUS	gene	1635115	1635384	0.72	+	.	g113
pycn_heli.0014	AUGUSTUS	gene	1635406	1635910	0.54	-	.	g114
pycn_heli.0014	AUGUSTUS	gene	1635936	1638104	0.96	-	.	g115
pycn_heli.0014	AUGUSTUS	gene	1641765	1642130	0.95	-	.	g116
pycn_heli.0014	AUGUSTUS	gene	1642296	1642616	0.97	+	.	g117
pycn_heli.0014	AUGUSTUS	gene	1688727	1690028	0.98	+	.	g118
pycn_heli.0014	AUGUSTUS	gene	1693466	1694773	0.94	-	.	g119
pycn_heli.0014	AUGUSTUS	gene	1695087	1704663	0.53	-	.	g120
pycn_heli.0014	AUGUSTUS	gene	1712596	1713651	1	+	.	g121
pycn_heli.0014	AUGUSTUS	gene	1742887	1746755	1	-	.	g122
pycn_heli.0014	AUGUSTUS	gene	1751164	1842250	1	-	.	g123
pycn_heli.0014	AUGUSTUS	gene	1849892	1858295	0.99	-	.	g124
pycn_heli.0014	AUGUSTUS	gene	1869215	1869490	0.51	-	.	g125
pycn_heli.0014	AUGUSTUS	gene	1958157	1960964	0.26	-	.	g126
pycn_heli.0014	AUGUSTUS	gene	1961042	1961314	0.56	-	.	g127
pycn_heli.0014	AUGUSTUS	gene	1968697	1983997	1	-	.	g128
pycn_heli.0014	AUGUSTUS	gene	1995192	1998182	0.47	-	.	g129
pycn_heli.0014	AUGUSTUS	gene	1999198	2031809	0.97	-	.	g130
pycn_heli.0014	AUGUSTUS	gene	2038098	2078915	0.94	-	.	g131
pycn_heli.0014	AUGUSTUS	gene	2078990	2087160	1	-	.	g132
pycn_heli.0014	AUGUSTUS	gene	2093021	2094088	1	+	.	g133
pycn_heli.0014	AUGUSTUS	gene	2104200	2106011	1	+	.	g134
pycn_heli.0014	AUGUSTUS	gene	2111979	2113040	0.86	+	.	g135
pycn_heli.0014	AUGUSTUS	gene	2137110	2224613	0.32	-	.	g136
pycn_heli.0014	AUGUSTUS	gene	2243534	2245456	1	-	.	g137
pycn_heli.0014	AUGUSTUS	gene	2246399	2252189	1	+	.	g138
pycn_heli.0014	AUGUSTUS	gene	2255416	2284934	1	-	.	g139
pycn_heli.0014	AUGUSTUS	gene	2293570	2351972	0.96	+	.	g140
pycn_heli.0014	AUGUSTUS	gene	2384942	2385256	0.75	-	.	g141
pycn_heli.0014	AUGUSTUS	gene	2402553	2408232	0.5	-	.	g142
pycn_heli.0014	AUGUSTUS	gene	2414950	2431689	1	-	.	g143
pycn_heli.0014	AUGUSTUS	gene	2432147	2433554	1	+	.	g144
pycn_heli.0014	AUGUSTUS	gene	2448223	2467845	1	-	.	g145
pycn_heli.0014	AUGUSTUS	gene	2486881	2488809	1	+	.	g146
pycn_heli.0014	AUGUSTUS	gene	2522382	2541899	0.41	+	.	g147
pycn_heli.0014	AUGUSTUS	gene	2561854	2563671	1	-	.	g148
pycn_heli.0014	AUGUSTUS	gene	2585643	2588049	0.69	-	.	g149
pycn_heli.0014	AUGUSTUS	gene	2588658	2588975	0.53	-	.	g150
pycn_heli.0014	AUGUSTUS	gene	2612663	2627780	0.35	+	.	g151
pycn_heli.0014	AUGUSTUS	gene	2638639	2643352	0.61	+	.	g152
pycn_heli.0014	AUGUSTUS	gene	2673293	2731223	0.86	-	.	g153
pycn_heli.0014	AUGUSTUS	gene	2772240	2790337	0.69	-	.	g154
pycn_heli.0014	AUGUSTUS	gene	2794989	2797421	1	+	.	g155
pycn_heli.0014	AUGUSTUS	gene	2801159	2804496	1	+	.	g156
pycn_heli.0014	AUGUSTUS	gene	2805797	2810990	0.78	+	.	g157
pycn_heli.0014	AUGUSTUS	gene	2820367	2822016	0.99	+	.	g158
pycn_heli.0014	AUGUSTUS	gene	2836868	2837941	1	+	.	g159
pycn_heli.0014	AUGUSTUS	gene	2840195	2840665	0.7	+	.	g160
pycn_heli.0014	AUGUSTUS	gene	2840827	2841243	0.68	+	.	g161
pycn_heli.0014	AUGUSTUS	gene	2842973	2846949	0.92	+	.	g162
pycn_heli.0014	AUGUSTUS	gene	2852266	2863644	0.99	-	.	g163
pycn_heli.0014	AUGUSTUS	gene	2863738	2877349	0.51	-	.	g164
pycn_heli.0014	AUGUSTUS	gene	2883574	2890169	0.97	+	.	g165
pycn_heli.0014	AUGUSTUS	gene	2891898	2897949	0.69	-	.	g166
pycn_heli.0014	AUGUSTUS	gene	2904004	2922245	0.57	-	.	g167
pycn_heli.0014	AUGUSTUS	gene	2952199	2969913	1	+	.	g168
pycn_heli.0014	AUGUSTUS	gene	2981874	3001711	0.5	-	.	g169
pycn_heli.0014	AUGUSTUS	gene	3005398	3005916	1	+	.	g170
pycn_heli.0014	AUGUSTUS	gene	3008699	3009493	0.64	-	.	g171
pycn_heli.0014	AUGUSTUS	gene	3009553	3017995	0.86	-	.	g172
pycn_heli.0014	AUGUSTUS	gene	3023295	3023507	0.5	+	.	g173
pycn_heli.0014	AUGUSTUS	gene	3023538	3023915	0.95	+	.	g174
pycn_heli.0014	AUGUSTUS	gene	3023935	3024364	0.89	+	.	g175
pycn_heli.0014	AUGUSTUS	gene	3026712	3029556	0.99	+	.	g176
pycn_heli.0014	AUGUSTUS	gene	3045806	3072861	2	-	.	g177
pycn_heli.0014	AUGUSTUS	gene	3104504	3106376	1	+	.	g178
pycn_heli.0014	AUGUSTUS	gene	3106409	3108348	1	+	.	g179
pycn_heli.0014	AUGUSTUS	gene	3127120	3144959	1.22	-	.	g180
pycn_heli.0014	AUGUSTUS	gene	3145064	3178732	1.97	-	.	g181
pycn_heli.0014	AUGUSTUS	gene	3178725	3208176	1	-	.	g182
pycn_heli.0014	AUGUSTUS	gene	3200389	3200697	0.65	+	.	g183
pycn_heli.0014	AUGUSTUS	gene	3218868	3225934	1	-	.	g184
pycn_heli.0014	AUGUSTUS	gene	3230904	3237043	1	+	.	g185
pycn_heli.0014	AUGUSTUS	gene	3324453	3332231	0.45	-	.	g186
pycn_heli.0014	AUGUSTUS	gene	3368733	3402765	0.95	+	.	g187
pycn_heli.0014	AUGUSTUS	gene	3414457	3419021	0.89	-	.	g188
pycn_heli.0014	AUGUSTUS	gene	3419135	3421520	0.89	-	.	g189
pycn_heli.0014	AUGUSTUS	gene	3425577	3429516	1	-	.	g190
pycn_heli.0014	AUGUSTUS	gene	3430371	3489631	0.17	+	.	g191
pycn_heli.0014	AUGUSTUS	gene	3498223	3505376	0.34	-	.	g192
pycn_heli.0014	AUGUSTUS	gene	3505474	3506814	1	-	.	g193
pycn_heli.0014	AUGUSTUS	gene	3519406	3519759	1	+	.	g194
pycn_heli.0014	AUGUSTUS	gene	3519863	3521749	1	+	.	g195
pycn_heli.0014	AUGUSTUS	gene	3531185	3532552	1	-	.	g196
pycn_heli.0014	AUGUSTUS	gene	3538769	3539590	1	+	.	g197
pycn_heli.0014	AUGUSTUS	gene	3542346	3546137	0.8	-	.	g198
pycn_heli.0014	AUGUSTUS	gene	3567173	3579408	1	+	.	g199
pycn_heli.0014	AUGUSTUS	gene	3635203	3635616	0.64	-	.	g200
pycn_heli.0014	AUGUSTUS	gene	3679963	3689221	0.65	+	.	g201
pycn_heli.0014	AUGUSTUS	gene	3694390	3702644	1.07	+	.	g202
pycn_heli.0014	AUGUSTUS	gene	3714429	3718673	0.79	+	.	g203
pycn_heli.0014	AUGUSTUS	gene	3718761	3721040	4.5	+	.	g204
pycn_heli.0014	AUGUSTUS	gene	3723741	3744297	0.39	+	.	g205
pycn_heli.0014	AUGUSTUS	gene	3747628	3750662	1	-	.	g206
pycn_heli.0014	AUGUSTUS	gene	3752638	3761868	0.29	+	.	g207
pycn_heli.0014	AUGUSTUS	gene	3764150	3766650	1	-	.	g208
pycn_heli.0014	AUGUSTUS	gene	3770486	3781506	1	+	.	g209
pycn_heli.0014	AUGUSTUS	gene	3783896	3786142	1	-	.	g210
pycn_heli.0014	AUGUSTUS	gene	3814534	3818219	1	+	.	g211
pycn_heli.0014	AUGUSTUS	gene	3818264	3821266	0.99	+	.	g212
pycn_heli.0014	AUGUSTUS	gene	3821362	3830149	1.8	+	.	g213
pycn_heli.0014	AUGUSTUS	gene	3838752	3841546	0.39	+	.	g214
pycn_heli.0014	AUGUSTUS	gene	3848701	3881149	1	-	.	g215
pycn_heli.0014	AUGUSTUS	gene	3858522	3858980	0.62	+	.	g216
pycn_heli.0014	AUGUSTUS	gene	3902694	3933891	0.17	+	.	g217
pycn_heli.0014	AUGUSTUS	gene	3987116	3988582	0.32	+	.	g218
pycn_heli.0014	AUGUSTUS	gene	3988712	3989251	1	+	.	g219
pycn_heli.0014	AUGUSTUS	gene	4009212	4012821	0.54	-	.	g220
pycn_heli.0014	AUGUSTUS	gene	4016697	4021292	0.58	-	.	g221
pycn_heli.0014	AUGUSTUS	gene	4031327	4081047	0.9	-	.	g222
pycn_heli.0014	AUGUSTUS	gene	4049976	4050329	0.79	+	.	g223
pycn_heli.0014	AUGUSTUS	gene	4051644	4052036	0.7	+	.	g224
pycn_heli.0014	AUGUSTUS	gene	4086657	4191099	0.51	-	.	g225
pycn_heli.0014	AUGUSTUS	gene	4238775	4248277	0.99	-	.	g226
pycn_heli.0014	AUGUSTUS	gene	4248593	4248916	0.55	-	.	g227
pycn_heli.0014	AUGUSTUS	gene	4249297	4249605	0.99	+	.	g228
pycn_heli.0014	AUGUSTUS	gene	4254819	4263478	0.45	+	.	g229
pycn_heli.0014	AUGUSTUS	gene	4269072	4301570	0.9	-	.	g230
pycn_heli.0014	AUGUSTUS	gene	4316845	4318188	0.55	+	.	g231
pycn_heli.0014	AUGUSTUS	gene	4331954	4338628	1	+	.	g232
pycn_heli.0014	AUGUSTUS	gene	4350616	4353595	1	-	.	g233
pycn_heli.0014	AUGUSTUS	gene	4353673	4373662	1	-	.	g234
pycn_heli.0014	AUGUSTUS	gene	4376339	4378464	0.87	-	.	g235
pycn_heli.0014	AUGUSTUS	gene	4383813	4386368	1	+	.	g236
pycn_heli.0014	AUGUSTUS	gene	4390031	4396930	1	-	.	g237
pycn_heli.0014	AUGUSTUS	gene	4400188	4405882	1	-	.	g238
pycn_heli.0014	AUGUSTUS	gene	4414521	4416485	1	-	.	g239
pycn_heli.0014	AUGUSTUS	gene	4432504	4455125	1.99	-	.	g240
pycn_heli.0014	AUGUSTUS	gene	4457424	4514027	0.51	-	.	g241
pycn_heli.0014	AUGUSTUS	gene	4514066	4531319	1	-	.	g242
pycn_heli.0014	AUGUSTUS	gene	4533754	4540175	0.99	+	.	g243
pycn_heli.0014	AUGUSTUS	gene	4615897	4620635	0.99	+	.	g244
pycn_heli.0014	AUGUSTUS	gene	4620677	4625695	1	+	.	g245
pycn_heli.0014	AUGUSTUS	gene	4629998	4659688	0.78	-	.	g246
pycn_heli.0014	AUGUSTUS	gene	4661593	4669716	0.41	-	.	g247
pycn_heli.0014	AUGUSTUS	gene	4674857	4683856	0.58	-	.	g248
pycn_heli.0014	AUGUSTUS	gene	4688264	4697115	0.97	-	.	g249
pycn_heli.0014	AUGUSTUS	gene	4703425	4707101	1	+	.	g250
pycn_heli.0014	AUGUSTUS	gene	4715482	4726737	1.99	-	.	g251
pycn_heli.0014	AUGUSTUS	gene	4726787	4734298	1	-	.	g252
pycn_heli.0014	AUGUSTUS	gene	4740164	4758598	0.96	+	.	g253
pycn_heli.0014	AUGUSTUS	gene	4760014	4784513	0.67	+	.	g254
pycn_heli.0014	AUGUSTUS	gene	4801979	4832406	0.65	-	.	g255
pycn_heli.0014	AUGUSTUS	gene	4836107	4932322	2.58	+	.	g256
pycn_heli.0014	AUGUSTUS	gene	4941965	4943366	0.34	-	.	g257
pycn_heli.0014	AUGUSTUS	gene	4943492	4944508	1	-	.	g258
pycn_heli.0014	AUGUSTUS	gene	4972214	4981679	1	+	.	g259
pycn_heli.0014	AUGUSTUS	gene	4989814	5025837	0.37	-	.	g260
pycn_heli.0014	AUGUSTUS	gene	5031487	5041167	1	-	.	g261
pycn_heli.0014	AUGUSTUS	gene	5043240	5054104	1	+	.	g262
pycn_heli.0014	AUGUSTUS	gene	5060408	5066851	0.87	-	.	g263
pycn_heli.0014	AUGUSTUS	gene	5068201	5069262	0.58	-	.	g264
pycn_heli.0014	AUGUSTUS	gene	5083990	5096890	0.89	+	.	g265
pycn_heli.0014	AUGUSTUS	gene	5100213	5116833	2	-	.	g266
pycn_heli.0014	AUGUSTUS	gene	5121698	5156575	0.67	+	.	g267
pycn_heli.0014	AUGUSTUS	gene	5166234	5178569	1	-	.	g268
pycn_heli.0014	AUGUSTUS	gene	5191303	5209273	1	+	.	g269
pycn_heli.0014	AUGUSTUS	gene	5218309	5292647	0.08	-	.	g270
pycn_heli.0014	AUGUSTUS	gene	5303487	5322712	2	+	.	g271
pycn_heli.0014	AUGUSTUS	gene	5325517	5326584	1	+	.	g272
pycn_heli.0014	AUGUSTUS	gene	5326669	5327418	1	+	.	g273
pycn_heli.0014	AUGUSTUS	gene	5356666	5424341	2.84	+	.	g274
pycn_heli.0014	AUGUSTUS	gene	5434999	5466119	0.99	-	.	g275
pycn_heli.0014	AUGUSTUS	gene	5483236	5518431	0.49	+	.	g276
pycn_heli.0014	AUGUSTUS	gene	5530000	5537840	0.69	-	.	g277
pycn_heli.0014	AUGUSTUS	gene	5538774	5633970	0.53	+	.	g278
pycn_heli.0014	AUGUSTUS	gene	5654226	5675988	0.58	-	.	g279
pycn_heli.0014	AUGUSTUS	gene	5676263	5680051	0.86	+	.	g280
pycn_heli.0014	AUGUSTUS	gene	5689598	5692032	0.99	-	.	g281
pycn_heli.0014	AUGUSTUS	gene	5696999	5722492	0.32	+	.	g282
pycn_heli.0014	AUGUSTUS	gene	5726071	5727547	0.84	+	.	g283
pycn_heli.0014	AUGUSTUS	gene	5728267	5729665	0.87	+	.	g284
pycn_heli.0014	AUGUSTUS	gene	5730001	5730453	1	+	.	g285
pycn_heli.0014	AUGUSTUS	gene	5737561	5747500	1	-	.	g286
pycn_heli.0014	AUGUSTUS	gene	5751825	5772930	0.62	-	.	g287
pycn_heli.0014	AUGUSTUS	gene	5769210	5769575	0.64	-	.	g288
pycn_heli.0014	AUGUSTUS	gene	5777639	5803421	0.54	+	.	g289
pycn_heli.0014	AUGUSTUS	gene	5808744	5818344	0.99	-	.	g290
pycn_heli.0014	AUGUSTUS	gene	5838090	5860184	0.91	-	.	g291
pycn_heli.0014	AUGUSTUS	gene	5863646	5880274	2	+	.	g292
pycn_heli.0014	AUGUSTUS	gene	5895011	5906806	0.95	+	.	g293
pycn_heli.0014	AUGUSTUS	gene	5922504	5939404	1	+	.	g294
pycn_heli.0014	AUGUSTUS	gene	5942551	5953189	0.53	-	.	g295
pycn_heli.0014	AUGUSTUS	gene	5957535	5993996	2	-	.	g296
pycn_heli.0014	AUGUSTUS	gene	6026539	6027381	1	+	.	g297
pycn_heli.0014	AUGUSTUS	gene	6033736	6034047	0.82	+	.	g298
pycn_heli.0014	AUGUSTUS	gene	6066026	6101939	1	+	.	g299
pycn_heli.0014	AUGUSTUS	gene	6107791	6116173	0.41	+	.	g300
pycn_heli.0014	AUGUSTUS	gene	6117240	6117482	0.88	+	.	g301
pycn_heli.0014	AUGUSTUS	gene	6117754	6118062	1	+	.	g302
pycn_heli.0014	AUGUSTUS	gene	6118123	6118506	0.53	-	.	g303
pycn_heli.0014	AUGUSTUS	gene	6118163	6118999	0.91	+	.	g304
pycn_heli.0014	AUGUSTUS	gene	6118630	6119856	0.98	+	.	g305
pycn_heli.0014	AUGUSTUS	gene	6142112	6158492	1	+	.	g306
pycn_heli.0014	AUGUSTUS	gene	6162567	6214031	0.99	-	.	g307
pycn_heli.0014	AUGUSTUS	gene	6221882	6224545	0.77	+	.	g308
pycn_heli.0014	AUGUSTUS	gene	6235624	6255711	0.33	-	.	g309
pycn_heli.0014	AUGUSTUS	gene	6255795	6257179	0.39	+	.	g310
pycn_heli.0014	AUGUSTUS	gene	6259438	6278516	0.91	-	.	g311
pycn_heli.0014	AUGUSTUS	gene	6286430	6299699	0.73	+	.	g312
pycn_heli.0014	AUGUSTUS	gene	6312032	6318625	1	+	.	g313
pycn_heli.0014	AUGUSTUS	gene	6323391	6482743	0.57	+	.	g314
pycn_heli.0014	AUGUSTUS	gene	6490454	6490732	0.95	-	.	g315
pycn_heli.0014	AUGUSTUS	gene	6495452	6506918	0.86	-	.	g316
pycn_heli.0014	AUGUSTUS	gene	6509452	6521364	1	+	.	g317
pycn_heli.0014	AUGUSTUS	gene	6527890	6532044	1	-	.	g318
pycn_heli.0014	AUGUSTUS	gene	6538479	6539174	0.99	-	.	g319
pycn_heli.0014	AUGUSTUS	gene	6552500	6617377	1.09	+	.	g320
pycn_heli.0014	AUGUSTUS	gene	6627140	6641925	0.94	+	.	g321
pycn_heli.0014	AUGUSTUS	gene	6687574	6744614	0.19	+	.	g322
pycn_heli.0014	AUGUSTUS	gene	6765134	6769744	0.43	+	.	g323
pycn_heli.0014	AUGUSTUS	gene	6770217	6779267	0.99	+	.	g324
pycn_heli.0014	AUGUSTUS	gene	6788876	6804398	1	+	.	g325
pycn_heli.0014	AUGUSTUS	gene	6818899	6831961	0.37	+	.	g326
pycn_heli.0014	AUGUSTUS	gene	6845124	6873273	0.76	+	.	g327
pycn_heli.0014	AUGUSTUS	gene	6876608	6888951	1	+	.	g328
pycn_heli.0014	AUGUSTUS	gene	6893534	6895696	0.84	-	.	g329
pycn_heli.0014	AUGUSTUS	gene	6896163	6896891	0.87	-	.	g330
pycn_heli.0014	AUGUSTUS	gene	6897155	6898261	0.88	-	.	g331
pycn_heli.0014	AUGUSTUS	gene	6900120	6901799	1	-	.	g332
pycn_heli.0014	AUGUSTUS	gene	6922071	6923295	0.89	+	.	g333
pycn_heli.0014	AUGUSTUS	gene	6945920	6957747	0.69	+	.	g334
pycn_heli.0014	AUGUSTUS	gene	6980230	6982164	0.3	-	.	g335
pycn_heli.0014	AUGUSTUS	gene	6982320	6987214	1	-	.	g336
pycn_heli.0014	AUGUSTUS	gene	6995627	6996925	0.78	+	.	g337
pycn_heli.0014	AUGUSTUS	gene	7017713	7028075	0.49	+	.	g338
pycn_heli.0014	AUGUSTUS	gene	7032034	7037934	1	-	.	g339
pycn_heli.0014	AUGUSTUS	gene	7054443	7059010	1	-	.	g340
pycn_heli.0014	AUGUSTUS	gene	7062671	7067571	1	-	.	g341
pycn_heli.0014	AUGUSTUS	gene	7073428	7079121	1	+	.	g342
pycn_heli.0014	AUGUSTUS	gene	7083287	7092062	0.6	-	.	g343
pycn_heli.0014	AUGUSTUS	gene	7106971	7114904	1	+	.	g344
pycn_heli.0014	AUGUSTUS	gene	7119030	7129894	1	+	.	g345
pycn_heli.0014	AUGUSTUS	gene	7132314	7133105	0.94	-	.	g346
pycn_heli.0014	AUGUSTUS	gene	7141193	7148144	0.45	+	.	g347
pycn_heli.0014	AUGUSTUS	gene	7150267	7154268	0.59	-	.	g348
pycn_heli.0014	AUGUSTUS	gene	7154330	7158618	0.85	+	.	g349
pycn_heli.0014	AUGUSTUS	gene	7160214	7187785	1.94	-	.	g350
pycn_heli.0014	AUGUSTUS	gene	7290366	7292171	1	-	.	g351
