gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.biological.process	Gene.Ontology.IDs
g13379	658.473714082983	2.32232062737773	0.58431883623699	3.97440657969108	7.05549483941182e-05	0.0166171809443161	768	315	723	1193	1012	1126	388	353	321	165	122	238	sp	Q86B91	TINC_DROME	25.49	204	135	4	691	1290	667	857	1.01e-16	88.2	Q86B91	reviewed	TINC_DROME	Protein tincar	tinc CG31247	Drosophila melanogaster (Fruit fly)	1513	cell differentiation [GO:0030154]; regulation of eye photoreceptor cell development [GO:0042478]	GO:0016020; GO:0030154; GO:0042478
g8368	1890.70320133873	1.28278252611231	0.332525779897628	3.85769345915745	0.000114462074771416	0.0222562187712514	1692	1998	1528	2484	1376	1933	3031	2393	1996	1858	1015	1473	sp	Q8AY68	SHC1_XENLA	52.846	246	102	4	1	711	1	241	1.81e-60	211	Q8AY68	reviewed	SHC1_XENLA	SHC-transforming protein 1 (Src homology 2 domain-containing-transforming protein C1) (SH2 domain protein C1) (p60Shc)	shc1	Xenopus laevis (African clawed frog)	465	intracellular signal transduction [GO:0035556]	GO:0005737; GO:0035556
g474	189.451740035113	-4.29229147131178	0.973427400976398	-4.40946234614558	1.03627573815493e-05	0.00408818633488247	929	315	303	8	21	11	205	235	86	163	64	164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g4537	74.9577240618573	-2.96876902362969	0.783271008328429	-3.79021946690624	0.00015051423814847	0.0282797650597609	71	149	77	16	22	14	115	58	56	111	193	97	sp	Q63ZP1	PHF10_XENLA	49.259	270	130	2	580	1368	18	287	1.07e-73	244	Q63ZP1	reviewed	PHF10_XENLA	PHD finger protein 10	phf10	Xenopus laevis (African clawed frog)	506	nervous system development [GO:0007399]	GO:0007399; GO:0046872; GO:0071564
g862	4959.69495230338	4.20454967651257	1.01154735981103	4.15655246957299	3.23085996963929e-05	0.00989487504224212	857	730	1019	7760	2075	556	18203	14562	10363	6307	3173	2208	sp	Q6NU98	PDK1B_XENLA	32.39	318	157	11	37	819	11	327	9.52e-46	159	Q6NU98	reviewed	PDK1B_XENLA	Serine/threonine-protein kinase pdik1l-B (EC 2.7.11.1)	pdik1-b	Xenopus laevis (African clawed frog)	339		GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0106310
g9668	1551.46263033391	1.80697574266325	0.505340246160178	3.57576060168081	0.00034921111020577	0.0440265148946002	1452	1008	1275	2210	2919	2514	867	648	757	561	536	736	sp	Q8IWW6	RHG12_HUMAN	29.67	819	464	19	79	2232	37	844	2.96e-92	310	Q8IWW6	reviewed	RHG12_HUMAN	Rho GTPase-activating protein 12 (Rho-type GTPase-activating protein 12)	ARHGAP12	Homo sapiens (Human)	846	actin filament organization [GO:0007015]; morphogenesis of an epithelial sheet [GO:0002011]; negative regulation of small GTPase mediated signal transduction [GO:0051058]; phagocytosis, engulfment [GO:0006911]; signal transduction [GO:0007165]	GO:0001891; GO:0002011; GO:0005096; GO:0005737; GO:0006911; GO:0007015; GO:0007165; GO:0051058
g11918	13.8230006742364	25.738273624103	5.09627143669035	5.05041262888816	4.40856720272945e-07	0.00056707739049263	0	0	0	0	0	67	124	0	6	4	0	0	sp	Q6IR42	ZCPW1_MOUSE	41.304	184	103	4	664	1200	247	430	1.04e-40	163	Q6IR42	reviewed	ZCPW1_MOUSE	Zinc finger CW-type PWWP domain protein 1	Zcwpw1 Gm1053	Mus musculus (Mouse)	630	cell differentiation [GO:0030154]; homologous chromosome pairing at meiosis [GO:0007129]; meiosis I [GO:0007127]; positive regulation of DNA recombination [GO:0045911]; positive regulation of double-strand break repair [GO:2000781]; spermatogenesis [GO:0007283]	GO:0001741; GO:0005634; GO:0007127; GO:0007129; GO:0007283; GO:0008270; GO:0030154; GO:0035064; GO:0045911; GO:0140566; GO:2000781
g16269	6.06490931494679	-30	6.0149787130871	-4.9875488228624	6.11501693909695e-07	0.000602593224461568	0	35	0	0	0	0	0	0	0	0	0	42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g9838	24.8774303134786	-8.01917094090623	1.6016834056441	-5.00671413129951	5.53670614654571e-07	0.000602593224461568	36	30	28	0	0	0	67	19	8	48	36	80	sp	Q5R4Q7	LZTR1_PONAB	26.014	296	192	9	4	819	35	327	1.54e-22	107	Q5R4Q7	reviewed	LZTR1_PONAB	Leucine-zipper-like transcriptional regulator 1 (LZTR-1)	LZTR1	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	840	negative regulation of Ras protein signal transduction [GO:0046580]; protein ubiquitination [GO:0016567]	GO:0005794; GO:0012505; GO:0016567; GO:0031267; GO:0031463; GO:0046580; GO:0055038
g7320	526.597656016587	8.80002484685285	2.25512758766065	3.90222925523319	9.53108203445474e-05	0.020174525794956	0	152	724	2357	4	747	1450	496	362	6	5	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g8628	33.66349889271	-4.01131644603112	0.967949716351798	-4.14413721938963	3.41095465134289e-05	0.0101853542285278	43	62	33	4	0	4	105	28	29	66	52	51	sp	Q7Z4H7	HAUS6_HUMAN	27.111	450	267	10	64	1368	11	414	2.37e-39	162	Q7Z4H7	reviewed	HAUS6_HUMAN	HAUS augmin-like complex subunit 6	HAUS6 DGT6 FAM29A KIAA1574	Homo sapiens (Human)	955	cell division [GO:0051301]; centrosome cycle [GO:0007098]; microtubule cytoskeleton organization [GO:0000226]; regulation of microtubule nucleation [GO:0010968]; spindle assembly [GO:0051225]	GO:0000226; GO:0005813; GO:0005829; GO:0007098; GO:0008017; GO:0010968; GO:0051225; GO:0051301; GO:0070652; GO:1990498
g11694	47.1747627952458	2.76942296808181	0.73450313152407	3.77047128762453	0.000162939549119035	0.0296160341344403	16	20	36	129	78	62	32	22	23	26	14	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23046	14.4729885604585	17.2592848279612	3.56040560612191	4.84756141218428	1.2498834706083e-06	0.000870856308146331	9	36	22	0	0	78	11	3	0	0	0	0	sp	O97967	BRS3_SHEEP	27.616	344	219	11	94	1071	52	383	5.64e-23	102	O97967	reviewed	BRS3_SHEEP	Bombesin receptor subtype-3 (BRS-3)	BRS3	Ovis aries (Sheep)	399		GO:0004946; GO:0005886
g3031	47.6138017650233	-22.4043470009071	3.58220874636756	-6.25433875779171	3.99203659875496e-10	2.22516120014601e-06	179	127	55	0	0	0	109	35	0	0	0	146	sp	Q6UXB8	PI16_HUMAN	28.643	199	105	8	79	654	31	199	3.72e-15	79.3	Q6UXB8	reviewed	PI16_HUMAN	Peptidase inhibitor 16 (PI-16) (Cysteine-rich secretory protein 9) (CRISP-9) (PSP94-binding protein) (CD antigen CD364)	PI16 CRISP9 PSPBP PSEC0164 UNQ289/PRO328	Homo sapiens (Human)	463	negative regulation of cell growth involved in cardiac muscle cell development [GO:0061052]	GO:0005615; GO:0030414; GO:0061052
g4022	5125.9578627543	1.8012751675143	0.509824618590924	3.53312708298149	0.000410675011798667	0.0494147279061384	2286	1228	1727	2924	3406	2457	14897	7979	9633	7301	6763	7028	sp	Q9VZI3	UN112_DROME	47.486	716	273	14	40	1917	5	707	0	621	Q9VZI3	reviewed	UN112_DROME	Unc-112-related protein (Fermitin-1)	Fit1 CG14991	Drosophila melanogaster (Fruit fly)	708	cardiac muscle tissue development [GO:0048738]; cell-matrix adhesion [GO:0007160]; defense response to Gram-negative bacterium [GO:0050829]; integrin-mediated signaling pathway [GO:0007229]	GO:0005178; GO:0005737; GO:0007160; GO:0007229; GO:0030055; GO:0048738; GO:0050829; GO:0050839
g14560	3892.47913609247	3.00310019981916	0.817081139600905	3.67540021947636	0.000237476843075903	0.035775565494732	5225	2810	2583	12849	6389	2903	1515	1715	1048	846	271	415	sp	Q6DIB5	MEG10_MOUSE	41.304	230	112	10	160	804	253	474	1.86e-32	135	Q6DIB5	reviewed	MEG10_MOUSE	Multiple epidermal growth factor-like domains protein 10 (Multiple EGF-like domains protein 10)	Megf10	Mus musculus (Mouse)	1147	apoptotic cell clearance [GO:0043277]; apoptotic process involved in development [GO:1902742]; engulfment of apoptotic cell [GO:0043652]; homotypic cell-cell adhesion [GO:0034109]; muscle cell development [GO:0055001]; myoblast development [GO:0048627]; myoblast migration [GO:0051451]; positive regulation of cell-cell adhesion [GO:0022409]; positive regulation of myoblast proliferation [GO:2000288]; recognition of apoptotic cell [GO:0043654]; regulation of muscle cell differentiation [GO:0051147]; regulation of skeletal muscle tissue development [GO:0048641]; skeletal muscle satellite cell activation [GO:0014719]; skeletal muscle satellite cell differentiation [GO:0014816]; skeletal muscle satellite cell proliferation [GO:0014841]	GO:0001849; GO:0001891; GO:0005044; GO:0005112; GO:0005886; GO:0014719; GO:0014816; GO:0014841; GO:0022409; GO:0034109; GO:0042995; GO:0043277; GO:0043652; GO:0043654; GO:0048627; GO:0048641; GO:0051147; GO:0051451; GO:0055001; GO:1902742; GO:2000288
g15363	2653.55857583254	1.72152084483891	0.484181758945255	3.5555260251627	0.000377223600185919	0.0463818606052128	2416	1120	2060	4007	2324	2554	3519	3542	3161	2249	1887	2373	sp	Q14847	LASP1_HUMAN	46.067	267	123	5	1	756	1	261	2.51e-54	179	Q14847	reviewed	LASP1_HUMAN	LIM and SH3 domain protein 1 (LASP-1) (Metastatic lymph node gene 50 protein) (MLN 50)	LASP1 MLN50	Homo sapiens (Human)	261	monoatomic ion transport [GO:0006811]	GO:0005737; GO:0005925; GO:0006811; GO:0015075; GO:0030864; GO:0045296; GO:0046872; GO:0051015
g14017	62.8922567287794	-7.71377017048469	1.69887524940526	-4.54051595206013	5.61167326440712e-06	0.00253617298182205	17	33	43	0	0	0	295	30	38	127	124	233	sp	F4IF36	FGT1_ARATH	46.667	450	218	9	298	1629	191	624	1.9e-120	399	F4IF36	reviewed	FGT1_ARATH	Protein FORGETTER 1 (Protein EMBRYO DEFECTIVE 1135)	FGT1 EMB1135 At1g79350 YUP8H12R.3	Arabidopsis thaliana (Mouse-ear cress)	1295	chromatin remodeling [GO:0006338]; epigenetic regulation of gene expression [GO:0040029]; heat acclimation [GO:0010286]; positive regulation of cellular response to heat [GO:1900036]; regulation of DNA-templated transcription [GO:0006355]; response to heat [GO:0009408]	GO:0005634; GO:0006338; GO:0006355; GO:0009408; GO:0010286; GO:0031490; GO:0040029; GO:0042393; GO:0046872; GO:1900036; GO:1990841
g673	1991.33092012117	2.06114333779747	0.572998685870233	3.5971170416685	0.000321763723279032	0.0423664014226139	2641	1449	1678	3465	2783	2916	1241	1256	1446	904	369	831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g334	761.615290312663	2.53461021382732	0.555169754552113	4.56546883731469	4.9837923127483e-06	0.00242724514134544	576	292	567	1284	898	628	1204	881	1011	513	375	516	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g18033	18.0741520479057	-8.1347113588797	2.23002062848885	-3.64781888335809	0.000264475961666225	0.0371644288317867	25	66	18	0	9	27	0	0	0	12	22	31	sp	Q5R4U0	CAH10_PONAB	41.772	237	130	5	7	711	93	323	4.33e-53	177	Q5R4U0	reviewed	CAH10_PONAB	Carbonic anhydrase-related protein 10	CA10	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	328		GO:0004089; GO:0008270
g23583	60.9443276442964	-5.6506502234415	1.38256410582821	-4.08708008519904	4.36836358926432e-05	0.0117818993451094	207	78	87	23	3	6	48	6	16	274	53	23	sp	Q864U1	BRCA1_BOVIN	31.683	202	122	7	814	1404	1658	1848	1.56e-15	86.3	Q864U1	reviewed	BRCA1_BOVIN	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27) (RING-type E3 ubiquitin transferase BRCA1)	BRCA1	Bos taurus (Bovine)	1849	chordate embryonic development [GO:0043009]; double-strand break repair via homologous recombination [GO:0000724]; fatty acid biosynthetic process [GO:0006633]; mitotic G2 DNA damage checkpoint signaling [GO:0007095]; negative regulation of fatty acid biosynthetic process [GO:0045717]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of transcription by RNA polymerase II [GO:0045944]; protein autoubiquitination [GO:0051865]; protein K6-linked ubiquitination [GO:0085020]; regulation of transcription by RNA polymerase II [GO:0006357]; sex-chromosome dosage compensation [GO:0007549]	GO:0000724; GO:0003677; GO:0003713; GO:0004842; GO:0005634; GO:0005694; GO:0005737; GO:0006357; GO:0006633; GO:0007095; GO:0007549; GO:0008270; GO:0031436; GO:0043009; GO:0045717; GO:0045893; GO:0045944; GO:0051865; GO:0070063; GO:0070531; GO:0085020
g12768	7373.16409106958	1.91395565003412	0.474659792076562	4.03226833615054	5.52410599715632e-05	0.0139131753937621	7539	3603	5674	10875	7243	8963	8216	8825	8677	4541	5087	5035	sp	Q5RKI0	WDR1_RAT	46.932	603	301	12	16	1773	4	604	0	565	Q5RKI0	reviewed	WDR1_RAT	WD repeat-containing protein 1	Wdr1	Rattus norvegicus (Rat)	606	actin cytoskeleton organization [GO:0030036]; actin filament depolymerization [GO:0030042]; actin filament fragmentation [GO:0030043]; apical junction assembly [GO:0043297]; cortical cytoskeleton organization [GO:0030865]; establishment of planar polarity of follicular epithelium [GO:0042247]; locomotion [GO:0040011]; maintenance of epithelial cell apical/basal polarity [GO:0045199]; neutrophil mediated immunity [GO:0002446]; neutrophil migration [GO:1990266]; platelet formation [GO:0030220]; positive regulation of actin filament depolymerization [GO:0030836]; regulation of actin filament depolymerization [GO:0030834]; regulation of cell shape [GO:0008360]; regulation of oligodendrocyte differentiation [GO:0048713]; regulation of ventricular cardiac muscle cell membrane repolarization [GO:0060307]; sarcomere organization [GO:0045214]	GO:0002102; GO:0002446; GO:0005886; GO:0005911; GO:0008360; GO:0015629; GO:0030036; GO:0030042; GO:0030043; GO:0030220; GO:0030834; GO:0030836; GO:0030864; GO:0030865; GO:0040011; GO:0042247; GO:0042995; GO:0043297; GO:0045199; GO:0045202; GO:0045214; GO:0048713; GO:0051015; GO:0060307; GO:0098978; GO:1990266
g13165	1154.71938214017	1.71044820668918	0.465685754621312	3.67296656536143	0.000239750862845983	0.0357956600759868	1622	694	1125	2021	1378	1830	924	646	771	641	392	410	sp	Q20591	VA0E_CAEEL	50	70	34	1	31	240	10	78	2.01e-18	75.5	Q20591	reviewed	VA0E_CAEEL	V-type proton ATPase subunit e (V-ATPase subunit e) (Vacuolar proton pump subunit e)	vha-17 fus-1 F49C12.13	Caenorhabditis elegans	86	embryo development ending in birth or egg hatching [GO:0009792]; embryonic body morphogenesis [GO:0010172]; regulation of syncytium formation by plasma membrane fusion [GO:0060142]; transmembrane transport [GO:0055085]	GO:0009792; GO:0010172; GO:0016324; GO:0033179; GO:0033181; GO:0043296; GO:0046961; GO:0055085; GO:0060142
g17147	41.163948430726	-7.53370129525074	1.542321294602	-4.88465102674657	1.03612198770128e-06	0.000787546903560948	9	55	40	0	0	0	104	53	58	112	69	85	sp	Q9D6D0	UCP4_MOUSE	66.225	302	102	0	139	1044	21	322	2.02e-142	409	Q9D6D0	reviewed	UCP4_MOUSE	Mitochondrial uncoupling protein 4 (UCP 4) (Solute carrier family 25, member 27)	Slc25a27 UCP4	Mus musculus (Mouse)	322	intracellular triglyceride homeostasis [GO:0035356]; negative regulation of apoptotic process [GO:0043066]; negative regulation of mitochondrial calcium ion concentration [GO:0051562]; negative regulation of mitochondrial membrane potential [GO:0010917]; negative regulation of neuron apoptotic process [GO:0043524]; positive regulation of cell population proliferation [GO:0008284]; regulation of glucose import [GO:0046324]; response to cold [GO:0009409]	GO:0005739; GO:0005743; GO:0008284; GO:0009409; GO:0010917; GO:0015078; GO:0015108; GO:0022857; GO:0035356; GO:0042803; GO:0043005; GO:0043025; GO:0043066; GO:0043524; GO:0045177; GO:0046324; GO:0051562
g16374	1448.97409232558	2.61945547497789	0.717457446932409	3.65102555723374	0.000261195244137563	0.0370847521323754	579	270	279	1221	1640	820	3131	2421	1881	2326	2173	1083	sp	Q5QQ57	XYLT1_PANTR	47.613	733	349	7	625	2742	221	945	0	744	Q5QQ57	reviewed	XYLT1_PANTR	Xylosyltransferase 1 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase I)	XYLT1	Pan troglodytes (Chimpanzee)	945	chondroitin sulfate biosynthetic process [GO:0030206]; chondroitin sulfate proteoglycan biosynthetic process [GO:0050650]; embryonic skeletal system development [GO:0048706]; heparan sulfate proteoglycan biosynthetic process [GO:0015012]; ossification involved in bone maturation [GO:0043931]; proteoglycan biosynthetic process [GO:0030166]	GO:0000137; GO:0000139; GO:0005615; GO:0015012; GO:0030158; GO:0030166; GO:0030206; GO:0043931; GO:0046872; GO:0048706; GO:0050650
g6452	6.24529757854953	-11.9131834794491	2.8672711405511	-4.15488556731307	3.25450381128643e-05	0.00989487504224212	10	33	5	0	0	0	0	0	0	9	3	20	sp	O08755	HNF6_MOUSE	50.396	379	95	16	316	1311	115	447	2.21e-90	286	O08755	reviewed	HNF6_MOUSE	Hepatocyte nuclear factor 6 (HNF-6) (One cut domain family member 1) (One cut homeobox 1)	Onecut1 Hnf6 Hnf6a	Mus musculus (Mouse)	465	anatomical structure morphogenesis [GO:0009653]; B cell differentiation [GO:0030183]; cell fate commitment [GO:0045165]; cell migration [GO:0016477]; cilium assembly [GO:0060271]; endocrine pancreas development [GO:0031018]; endoderm development [GO:0007492]; enteroendocrine cell differentiation [GO:0035883]; epithelial cell development [GO:0002064]; glucose metabolic process [GO:0006006]; liver development [GO:0001889]; negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; Notch signaling pathway [GO:0007219]; pancreas development [GO:0031016]; pancreatic A cell differentiation [GO:0003310]; pancreatic D cell differentiation [GO:0003311]; positive regulation of cell migration [GO:0030335]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of cell-matrix adhesion [GO:0001952]; regulation of transcription by RNA polymerase II [GO:0006357]; spleen development [GO:0048536]; transforming growth factor beta receptor signaling pathway [GO:0007179]; type B pancreatic cell differentiation [GO:0003309]	GO:0000978; GO:0000981; GO:0001228; GO:0001889; GO:0001952; GO:0002064; GO:0003309; GO:0003310; GO:0003311; GO:0003677; GO:0003682; GO:0003700; GO:0005634; GO:0005654; GO:0006006; GO:0006357; GO:0007179; GO:0007219; GO:0007492; GO:0009653; GO:0016477; GO:0030183; GO:0030335; GO:0030512; GO:0031016; GO:0031018; GO:0035883; GO:0045165; GO:0045944; GO:0048536; GO:0060271
g13683	38.3837541020518	-8.26493666907987	2.2609957122798	-3.65544110685031	0.000256740144697735	0.0370847521323754	26	93	203	0	0	0	32	38	32	61	0	16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g8653	1181.53879745341	3.12010696297541	0.880946016984093	3.54176862466221	0.000397453937512123	0.0485125893655308	984	564	410	2702	3475	763	427	291	236	214	116	230	sp	E7F7V7	GAL2B_DANRE	24.923	325	188	12	109	1047	31	311	2.72e-13	73.9	E7F7V7	reviewed	GAL2B_DANRE	Galanin receptor 2b	galr2b	Danio rerio (Zebrafish) (Brachydanio rerio)	378	adenylate cyclase-modulating G protein-coupled receptor signaling pathway [GO:0007188]; neuropeptide signaling pathway [GO:0007218]	GO:0004966; GO:0005886; GO:0007188; GO:0007218
