gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	PSC.0228	PSC.0187	PSC.0188	PSC.0174	PSC.0190	PSC.0231	PSC.0230	PSC.0219	PSC.0177	PSC.0186	PSC.0209	PSC.0203	V2	uniprot_accession	gene_name	V5	V6	V7	V8	V9	V10	V11	V12	V13	V14	Entry	Reviewed	Entry.Name	Protein.names	Gene.Names	Organism	Length	Gene.Ontology.biological.process	Gene.Ontology.IDs
g23106	569.537915495541	-1.85148151593552	0.497419312772882	-3.72217456860364	0.000197514387842537	0.0436191347422775	298	165	246	168	669	728	564	477	66	1221	984	1098	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23101	59.7308244061243	-2.26163644351455	0.548169680092313	-4.12579631024775	3.69454157763183e-05	0.0162947756281452	19	14	33	13	95	132	29	29	16	133	51	79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g23103	296.431913361404	-2.02293885045202	0.495823356522792	-4.07995876724906	4.50436898993868e-05	0.0184804831908135	132	58	127	101	422	275	252	236	54	619	759	365	sp	P22105	TENX_HUMAN	32.897	687	322	40	73	1977	148	747	1.22e-30	133	P22105	reviewed	TENX_HUMAN	Tenascin-X (TN-X) (Hexabrachion-like protein)	TNXB HXBL TNX TNXB1 TNXB2 XB	Homo sapiens (Human)	4244	actin cytoskeleton organization [GO:0030036]; cell adhesion [GO:0007155]; cell-cell adhesion [GO:0098609]; cell-matrix adhesion [GO:0007160]; collagen fibril organization [GO:0030199]; collagen metabolic process [GO:0032963]; elastic fiber assembly [GO:0048251]; fatty acid metabolic process [GO:0006631]; neuron projection development [GO:0031175]; positive regulation of cell fate determination [GO:1905935]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of collagen fibril organization [GO:1904028]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of vascular endothelial growth factor signaling pathway [GO:1900748]; regulation of cell adhesion [GO:0030155]; regulation of cell differentiation [GO:0045595]; regulation of cell migration [GO:0030334]; triglyceride metabolic process [GO:0006641]	GO:0005178; GO:0005201; GO:0005518; GO:0005576; GO:0005615; GO:0006631; GO:0006641; GO:0007155; GO:0007160; GO:0008201; GO:0008284; GO:0010718; GO:0030036; GO:0030155; GO:0030199; GO:0030334; GO:0031012; GO:0031175; GO:0032963; GO:0043231; GO:0045595; GO:0048251; GO:0062023; GO:0070062; GO:0090733; GO:0098609; GO:0098633; GO:1900748; GO:1904028; GO:1905935
g23102	943.562335968723	-2.0035710005568	0.538331859854839	-3.72181390322516	0.000197796779241707	0.0436191347422775	413	297	403	158	1253	1323	1011	572	114	2028	1686	1655	sp	G5EGQ6	TEN1_CAEEL	26.997	363	182	17	11185	12156	441	759	3.09e-25	120	G5EGQ6	reviewed	TEN1_CAEEL	Teneurin-1	ten-1 R13F6.4	Caenorhabditis elegans	2684	animal organ morphogenesis [GO:0009887]; axon guidance [GO:0007411]; axonal fasciculation [GO:0007413]; basement membrane assembly involved in embryonic body morphogenesis [GO:2001197]; basement membrane organization [GO:0071711]; cell migration [GO:0016477]; defecation [GO:0030421]; embryo development ending in birth or egg hatching [GO:0009792]; embryonic body morphogenesis [GO:0010172]; female gonad development [GO:0008585]; gamete generation [GO:0007276]; gonad development [GO:0008406]; inductive cell migration [GO:0040039]; male gonad development [GO:0008584]; motor neuron axon guidance [GO:0008045]; nematode pharynx development [GO:0160094]; post-embryonic body morphogenesis [GO:0040032]; sexual reproduction [GO:0019953]	GO:0005634; GO:0005886; GO:0007276; GO:0007411; GO:0007413; GO:0008045; GO:0008406; GO:0008584; GO:0008585; GO:0009792; GO:0009887; GO:0010172; GO:0016477; GO:0019953; GO:0030421; GO:0040032; GO:0040039; GO:0071711; GO:0160094; GO:2001197
g11899	732.598852502867	1.84371441058414	0.420748714835755	4.3819846515844	1.17603095801871e-05	0.00761214065588655	2373	2083	916	353	264	738	940	248	742	203	60	96	sp	Q8VI93	OAS3_MOUSE	25.963	701	425	24	4	1965	452	1105	4.66e-43	171	Q8VI93	reviewed	OAS3_MOUSE	2'-5'-oligoadenylate synthase 3 ((2-5')oligo(A) synthase 3) (2-5A synthase 3) (EC 2.7.7.84) (2',5'-oligoadenylate synthetase-like 10)	Oas3 oasl10	Mus musculus (Mouse)	1138	defense response to bacterium [GO:0042742]; defense response to virus [GO:0051607]; innate immune response [GO:0045087]; MDA-5 signaling pathway [GO:0039530]; negative regulation of chemokine (C-C motif) ligand 5 production [GO:0071650]; negative regulation of chemokine (C-X-C motif) ligand 2 production [GO:2000342]; negative regulation of chemokine (C-X-C motif) ligand 9 production [GO:0035395]; negative regulation of IP-10 production [GO:0071659]; negative regulation of type I interferon-mediated signaling pathway [GO:0060339]; negative regulation of viral genome replication [GO:0045071]; positive regulation of interferon-beta production [GO:0032728]; positive regulation of monocyte chemotactic protein-1 production [GO:0071639]; positive regulation of tumor necrosis factor production [GO:0032760]; response to virus [GO:0009615]; RIG-I signaling pathway [GO:0039529]	GO:0001730; GO:0003725; GO:0005524; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0009615; GO:0016020; GO:0032728; GO:0032760; GO:0035395; GO:0039529; GO:0039530; GO:0042742; GO:0045071; GO:0045087; GO:0046872; GO:0051607; GO:0060339; GO:0071639; GO:0071650; GO:0071659; GO:2000342
g11893	55.1815382746543	6.98655962614392	1.2273967515214	5.69217705479818	1.25429685852472e-08	3.68805086301553e-05	14	197	63	0	0	0	218	24	258	0	0	7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g7620	209095.962366829	-0.748302297141748	0.162686581125864	-4.59965592714014	4.23189331419249e-06	0.00392942430784126	194698	176682	192666	199807	159001	279220	204191	143932	161210	249393	285610	209089	sp	P42577	FRIS_LYMST	67.262	168	55	0	1	504	3	170	6.25e-82	243	P42577	reviewed	FRIS_LYMST	Soma ferritin (EC 1.16.3.1)		Lymnaea stagnalis (Great pond snail) (Helix stagnalis)	174	intracellular sequestering of iron ion [GO:0006880]; iron ion transport [GO:0006826]	GO:0004322; GO:0005737; GO:0006826; GO:0006880; GO:0008198; GO:0008199
g2330	14.0416286761662	6.11344659691615	1.4188380496522	4.30876984051475	1.64165097167946e-05	0.00934258272334483	40	82	41	0	0	0	0	3	8	0	0	0	sp	Q6QNK2	AGRD1_HUMAN	22.296	758	466	25	2977	5157	33	698	3.81e-28	127	Q6QNK2	reviewed	AGRD1_HUMAN	Adhesion G-protein coupled receptor D1 (G-protein coupled receptor 133) (G-protein coupled receptor PGR25)	ADGRD1 GPR133 PGR25	Homo sapiens (Human)	874	adenylate cyclase-activating G protein-coupled receptor signaling pathway [GO:0007189]; cell surface receptor signaling pathway [GO:0007166]; G protein-coupled receptor signaling pathway [GO:0007186]	GO:0004930; GO:0005654; GO:0005829; GO:0005886; GO:0007166; GO:0007186; GO:0007189; GO:0016020; GO:0016607
g1326	5403.39455051727	4.37022652264027	1.04307573473382	4.18974996456562	2.79262000800471e-05	0.0137487420029942	8428	55296	613	45	20	321	145	934	154	171	86	94	sp	Q90243	VIT_ACITR	22.255	1020	640	25	85	3069	17	908	3.43e-43	177	Q90243	reviewed	VIT_ACITR	Vitellogenin (VTG) [Cleaved into: Lipovitellin I (LVI); Phosvitin (PV); Lipovitellin II (LVII)]		Acipenser transmontanus (White sturgeon)	1677		GO:0005319; GO:0045735
g22158	202.139141631619	24.503691764864	3.00697610038729	8.14894796194356	3.67103869086594e-16	3.23822322921284e-12	104	2340	0	0	0	0	0	21	0	0	0	0	sp	Q99542	MMP19_HUMAN	38.494	478	250	16	85	1455	27	481	1.51e-89	286	Q99542	reviewed	MMP19_HUMAN	Matrix metalloproteinase-19 (MMP-19) (EC 3.4.24.-) (Matrix metalloproteinase RASI) (Matrix metalloproteinase-18) (MMP-18)	MMP19 MMP18 RASI	Homo sapiens (Human)	508	angiogenesis [GO:0001525]; cell differentiation [GO:0030154]; collagen catabolic process [GO:0030574]; extracellular matrix disassembly [GO:0022617]; extracellular matrix organization [GO:0030198]; proteolysis [GO:0006508]	GO:0001525; GO:0004222; GO:0004252; GO:0005576; GO:0005615; GO:0006508; GO:0008270; GO:0022617; GO:0030154; GO:0030198; GO:0030574; GO:0031012
g1748	675.381413195184	-1.64598590595906	0.37630377557221	-4.37408820428699	1.21941070958716e-05	0.00761214065588655	386	285	687	473	693	1218	495	163	295	786	1341	758	sp	Q06806	TIE1_MOUSE	46.333	300	148	4	2776	3648	832	1127	4.92e-77	281	Q06806	reviewed	TIE1_MOUSE	Tyrosine-protein kinase receptor Tie-1 (EC 2.7.10.1)	Tie1 Tie Tie-1	Mus musculus (Mouse)	1134	angiogenesis [GO:0001525]; aortic valve morphogenesis [GO:0003180]; blood vessel development [GO:0001568]; branching involved in lymph vessel morphogenesis [GO:0060854]; in utero embryonic development [GO:0001701]; lymphatic endothelial cell differentiation [GO:0060836]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell migration [GO:0030336]; plasma membrane fusion [GO:0045026]; positive regulation of angiogenesis [GO:0045766]; regulation of endothelial cell proliferation [GO:0001936]; regulation of extracellular matrix assembly [GO:1901201]; response to retinoic acid [GO:0032526]; tissue remodeling [GO:0048771]; vasculogenesis [GO:0001570]	GO:0001525; GO:0001568; GO:0001570; GO:0001701; GO:0001936; GO:0003180; GO:0004714; GO:0005524; GO:0005886; GO:0016020; GO:0016525; GO:0030336; GO:0032526; GO:0043235; GO:0045026; GO:0045766; GO:0048771; GO:0060836; GO:0060854; GO:1901201
g3035	8.19988784354594	6.30428727244324	1.15518668771339	5.45737527924782	4.83224344755619e-08	0.000106563048627233	6	27	16	0	0	0	39	16	15	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g10608	2336.35353985608	5.91180833809218	1.29557957171447	4.5630607854282	5.04132109812047e-06	0.00423518984824007	5374	22694	41	21	5	23	24	534	27	61	0	11	sp	Q6UXS0	CL19A_HUMAN	40.625	160	85	4	430	888	25	181	1.72e-29	114	Q6UXS0	reviewed	CL19A_HUMAN	C-type lectin domain family 19 member A	CLEC19A UNQ5810/PRO19627	Homo sapiens (Human)	186		GO:0005576; GO:0030246
g12294	25.38270848506	-8.18483941213638	2.13878774407303	-3.82685913308512	0.000129788738617882	0.0341751183089055	0	0	0	0	0	172	0	0	0	92	2	13	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g1623	360.071318369147	1.74237593060607	0.43156860282528	4.03730929265832	5.40677655192108e-05	0.0195090322938929	559	808	374	116	35	61	1462	403	381	338	187	388	sp	Q6XP49	GLIS3_MOUSE	61.801	322	105	8	1258	2187	326	641	2.13e-113	369	Q6XP49	reviewed	GLIS3_MOUSE	Zinc finger protein GLIS3 (GLI-similar 3)	Glis3	Mus musculus (Mouse)	780	negative regulation of transcription by RNA polymerase II [GO:0000122]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of transcription by RNA polymerase II [GO:0006357]; transcription by RNA polymerase II [GO:0006366]	GO:0000122; GO:0000977; GO:0000978; GO:0000981; GO:0001227; GO:0001228; GO:0003677; GO:0003700; GO:0005634; GO:0006357; GO:0006366; GO:0045944; GO:0046872
g746	7423.32741166091	-1.193557773207	0.317839104734735	-3.75522632497699	0.000173184909019625	0.0412882184449219	3743	3566	3500	4761	2499	8639	9518	7587	4449	13852	22981	8512	sp	B3EWZ9	HEPHL_ACRMI	45.592	1055	530	16	103	3156	29	1076	0	940	B3EWZ9	reviewed	HEPHL_ACRMI	Hephaestin-like protein (EC 1.-.-.-)		Acropora millepora (Staghorn coral) (Heteropora millepora)	1114	copper ion transport [GO:0006825]	GO:0005507; GO:0005576; GO:0006825; GO:0016020; GO:0016491
g17488	15.408525932344	5.31545975102021	1.08611326596745	4.89401972849072	9.87969283995381e-07	0.0012782993747892	28	32	44	0	0	5	60	13	34	0	0	0	sp	Q7ZW63	NUF2_DANRE	26.018	442	310	5	1	1299	1	434	3.66e-31	128	Q7ZW63	reviewed	NUF2_DANRE	Kinetochore protein Nuf2 (Cell division cycle-associated protein 1)	nuf2 cdca1 zgc:56708	Danio rerio (Zebrafish) (Brachydanio rerio)	454	attachment of mitotic spindle microtubules to kinetochore [GO:0051315]; cell division [GO:0051301]; heart development [GO:0007507]; kinetochore organization [GO:0051383]; meiotic chromosome segregation [GO:0045132]; mitotic spindle organization [GO:0007052]	GO:0005634; GO:0007052; GO:0007507; GO:0008017; GO:0031262; GO:0044877; GO:0045132; GO:0051301; GO:0051315; GO:0051383
g8824	135.212664224779	-1.1417755916252	0.309573141711965	-3.68822561709032	0.000225823370748083	0.0490421425433365	82	67	83	98	67	62	169	82	89	266	245	409	sp	Q6TXF1	ARRD3_RAT	27.945	433	250	18	1	1212	3	402	1.55e-30	124	Q6TXF1	reviewed	ARRD3_RAT	Arrestin domain-containing protein 3 (Liver regeneration-related protein LRRG00048)	Arrdc3	Rattus norvegicus (Rat)	414	fat pad development [GO:0060613]; heat generation [GO:0031649]; negative regulation of adenylate cyclase-activating adrenergic receptor signaling pathway [GO:0071878]; negative regulation of cold-induced thermogenesis [GO:0120163]; negative regulation of heat generation [GO:0031651]; negative regulation of locomotion involved in locomotory behavior [GO:0090327]; positive regulation of hippo signaling [GO:0035332]; protein transport [GO:0015031]; skin development [GO:0043588]; temperature homeostasis [GO:0001659]	GO:0001659; GO:0005737; GO:0005764; GO:0005768; GO:0005769; GO:0005886; GO:0015031; GO:0031649; GO:0031651; GO:0031699; GO:0035332; GO:0043588; GO:0060613; GO:0071878; GO:0090327; GO:0120163
g12314	32.7453403547432	7.15836002462227	1.25480653305284	5.70475195662756	1.16512631185659e-08	3.68805086301553e-05	45	312	25	0	0	0	6	12	5	0	0	0	sp	Q6NZ13	NBL1_DANRE	50.962	104	50	1	127	438	25	127	9.75e-33	117	Q6NZ13	reviewed	NBL1_DANRE	Neuroblastoma suppressor of tumorigenicity 1	nbl1 zgc:77251	Danio rerio (Zebrafish) (Brachydanio rerio)	183	animal organ morphogenesis [GO:0009887]; semicircular canal development [GO:0060872]; semicircular canal formation [GO:0060876]; sequestering of BMP from receptor via BMP binding [GO:0038098]	GO:0005615; GO:0009887; GO:0036122; GO:0038098; GO:0048018; GO:0060872; GO:0060876
g1188	33.4949408833694	7.57526070492696	1.98969991308866	3.80723779254113	0.000140527608811586	0.0359302619515071	29	347	0	0	0	0	16	0	25	0	0	0	sp	Q86V40	TIKI1_HUMAN	68.732	339	105	1	145	1161	31	368	8.04e-163	474	Q86V40	reviewed	TIKI1_HUMAN	Metalloprotease TIKI1 (EC 3.4.-.-) (TRAB domain-containing protein 2A)	TRABD2A C2orf89 TIKI1	Homo sapiens (Human)	505	head development [GO:0060322]; negative regulation of Wnt signaling pathway [GO:0030178]; positive regulation of protein oxidation [GO:1904808]; positive regulation of protein-containing complex assembly [GO:0031334]; proteolysis [GO:0006508]; Wnt signaling pathway [GO:0016055]	GO:0004175; GO:0004222; GO:0005886; GO:0006508; GO:0016020; GO:0016055; GO:0017147; GO:0030178; GO:0031090; GO:0031334; GO:0046872; GO:0060322; GO:1904808
g623	202.085298661066	-2.37497147080329	0.47751523562279	-4.97360354943604	6.57196432004964e-07	0.0010540235866756	38	10	10	88	45	51	117	243	44	964	635	463	sp	O00602	FCN1_HUMAN	57.343	143	60	1	88	513	184	326	1.64e-51	170	O00602	reviewed	FCN1_HUMAN	Ficolin-1 (Collagen/fibrinogen domain-containing protein 1) (Ficolin-A) (Ficolin-alpha) (M-ficolin)	FCN1 FCNM	Homo sapiens (Human)	326	cell surface pattern recognition receptor signaling pathway [GO:0002752]; complement activation, lectin pathway [GO:0001867]; G protein-coupled receptor signaling pathway [GO:0007186]; negative regulation of viral entry into host cell [GO:0046597]; positive regulation of interleukin-8 production [GO:0032757]; positive regulation of opsonization [GO:1903028]; protein localization to cell surface [GO:0034394]; proteolysis [GO:0006508]; recognition of apoptotic cell [GO:0043654]	GO:0001664; GO:0001867; GO:0002752; GO:0003823; GO:0005102; GO:0005576; GO:0005581; GO:0005615; GO:0005886; GO:0006508; GO:0007186; GO:0009897; GO:0030246; GO:0032757; GO:0033691; GO:0034394; GO:0034774; GO:0038187; GO:0043654; GO:0046597; GO:0046872; GO:0062023; GO:0097367; GO:1903028; GO:1904813; GO:1905370
g1077	65.9860569439385	23.0606389986905	3.01045578064779	7.66018193887184	1.85669863913447e-14	8.18896934790258e-11	16	777	0	0	0	0	0	11	0	0	0	0	sp	Q98ST6	PI15_CHICK	34.685	222	119	10	64	678	33	245	5.18e-34	128	Q98ST6	reviewed	PI15_CHICK	Peptidase inhibitor 15 (SugarCrisp)	PI15	Gallus gallus (Chicken)	258		GO:0005615; GO:0030414
g9649	9819.92197898613	-2.21509706586806	0.547439495186298	-4.04628654919069	5.20365293989643e-05	0.0195090322938929	6274	2959	4047	20529	20012	21564	1184	2105	911	759	7697	2186	sp	Q0D4Z6	GH38_ORYSJ	27.728	559	366	16	298	1896	42	588	3.55e-47	179	Q0D4Z6	reviewed	GH38_ORYSJ	Indole-3-acetic acid-amido synthetase GH3.8 (EC 6.3.2.-) (Auxin-responsive GH3-like protein 8) (OsGH3-8) (OsMGH3)	GH3.8 GH3-8 Os07g0592600 LOC_Os07g40290 OJ1710_H11.110 OsJ_023992 OsJ_24963	Oryza sativa subsp. japonica (Rice)	605	auxin biosynthetic process [GO:0009851]; defense response [GO:0006952]; intracellular auxin homeostasis [GO:0140964]; pollen development [GO:0009555]; regulation of defense response to bacterium [GO:1900424]	GO:0005737; GO:0006952; GO:0009555; GO:0009851; GO:0010279; GO:0016208; GO:0016881; GO:0140964; GO:1900424
g20615	18.4422278510491	-4.87759542947946	1.01698173506904	-4.79614850619547	1.6174538687387e-06	0.00190234141015255	0	0	0	6	16	17	10	6	0	17	89	56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
g3945	11.5761019676544	6.22225787140185	1.42770485041403	4.35822422932682	1.31122007149434e-05	0.00771084816710102	47	20	60	0	0	0	17	0	7	0	0	0	sp	P47236	PAX1_CHICK	69.756	205	54	2	28	624	1	203	2.42e-86	258	P47236	reviewed	PAX1_CHICK	Paired box protein Pax-1	PAX1 GPX-1	Gallus gallus (Chicken)	203	regulation of transcription by RNA polymerase II [GO:0006357]; sclerotome development [GO:0061056]	GO:0000978; GO:0000981; GO:0005634; GO:0006357; GO:0061056
g20804	31.9616028919786	7.96525254253989	1.75755273172393	4.53201340634998	5.84241410321932e-06	0.00448122160704278	58	253	3	0	0	0	0	82	7	0	0	0	sp	W7JX98	KGP_PLAFO	29.134	127	89	1	721	1101	101	226	2.88e-07	57.8	W7JX98	reviewed	KGP_PLAFO	cGMP-dependent protein kinase (EC 2.7.11.12)	PKG PFNF54_05395	Plasmodium falciparum (isolate NF54)	853	protein phosphorylation [GO:0006468]	GO:0004692; GO:0005524; GO:0005789; GO:0006468; GO:0030553; GO:0046872
g23094	42.8028491892173	-1.83577884412924	0.452750692692667	-4.054723435565	5.01936530195245e-05	0.0192503570993577	13	9	7	31	19	18	67	27	23	119	182	39	sp	Q9CYF5	RCC1L_MOUSE	57.042	426	180	2	103	1374	37	461	3.49e-172	494	Q9CYF5	reviewed	RCC1L_MOUSE	RCC1-like G exchanging factor-like protein (RCC1-like protein) (Williams-Beuren syndrome chromosomal region 16 protein homolog)	Rcc1l Wbscr16	Mus musculus (Mouse)	461	mitochondrial fusion [GO:0008053]; positive regulation of mitochondrial translation [GO:0070131]	GO:0005085; GO:0005739; GO:0005743; GO:0008053; GO:0019843; GO:0070131
g19209	20.1881700256094	3.86257864681701	1.0300343265657	3.74995138239272	0.000176868858243941	0.0415920869067651	38	45	74	0	4	0	43	37	19	9	0	0	sp	P23253	TCNA_TRYCR	26.598	485	337	8	751	2166	641	1119	2.27e-20	102	P23253	reviewed	TCNA_TRYCR	Sialidase (EC 3.2.1.18) (Major surface antigen) (Neuraminidase) (NA)	TCNA	Trypanosoma cruzi	1162		GO:0005886; GO:0052794; GO:0052795; GO:0052796; GO:0098552
g9821	6.14523510195268	5.61045127788585	1.50236985141778	3.7344008684621	0.000188162586576321	0.0431112253555774	8	6	0	0	0	0	37	28	16	0	0	0	sp	Q8BKE6	CP20A_MOUSE	33.404	470	304	5	1	1410	1	461	4.97e-86	274	Q8BKE6	reviewed	CP20A_MOUSE	Cytochrome P450 20A1 (EC 1.14.-.-)	Cyp20a1	Mus musculus (Mouse)	462		GO:0004497; GO:0005506; GO:0016020; GO:0016705; GO:0020037
g3934	32.5966822858443	4.24877493608097	1.06646888192771	3.98396522212729	6.77747955854191e-05	0.0217396898857812	81	134	85	0	21	4	27	17	25	0	0	0	sp	P50748	KNTC1_HUMAN	31.152	1589	994	24	28	4671	668	2197	0	711	P50748	reviewed	KNTC1_HUMAN	Kinetochore-associated protein 1 (Rough deal homolog) (HsROD) (Rod) (hRod)	KNTC1 KIAA0166 ROD	Homo sapiens (Human)	2209	cell division [GO:0051301]; mitotic sister chromatid segregation [GO:0000070]; mitotic spindle assembly checkpoint signaling [GO:0007094]; protein localization to kinetochore involved in kinetochore assembly [GO:1903394]; protein-containing complex assembly [GO:0065003]; regulation of attachment of spindle microtubules to kinetochore [GO:0051988]; regulation of exit from mitosis [GO:0007096]	GO:0000070; GO:0000922; GO:0005634; GO:0005737; GO:0005828; GO:0005829; GO:0005886; GO:0007094; GO:0007096; GO:0015629; GO:0031267; GO:0051301; GO:0051988; GO:0065003; GO:1903394; GO:1990423
g16046	564.643122522702	2.95256075964138	0.673369760544214	4.3847540127955	1.16116917135132e-05	0.00761214065588655	1694	1827	1023	17	77	42	1064	903	264	225	35	349	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
